trade_date,indiv_d_ts_code,indiv_d_trade_date,indiv_d_open,indiv_d_high,indiv_d_low,indiv_d_close,indiv_d_pre_close,indiv_d_change,indiv_d_pct_chg,indiv_d_vol,indiv_d_amount,indiv_din_close,indiv_din_turnover_rate,indiv_din_turnover_rate_f,indiv_din_volume_ratio,indiv_din_pe,indiv_din_pe_ttm,indiv_din_pb,indiv_din_ps,indiv_din_ps_ttm,indiv_din_dv_ratio,indiv_din_dv_ttm,indiv_din_total_share,indiv_din_float_share,indiv_din_free_share,indiv_din_total_mv,indiv_din_circ_mv,indiv_fin_ann_date,indiv_fin_end_date,indiv_fin_eps,indiv_fin_dt_eps,indiv_fin_total_revenue_ps,indiv_fin_revenue_ps,indiv_fin_capital_rese_ps,indiv_fin_surplus_rese_ps,indiv_fin_undist_profit_ps,indiv_fin_extra_item,indiv_fin_profit_dedt,indiv_fin_gross_margin,indiv_fin_current_ratio,indiv_fin_quick_ratio,indiv_fin_cash_ratio,indiv_fin_ar_turn,indiv_fin_ca_turn,indiv_fin_fa_turn,indiv_fin_assets_turn,indiv_fin_op_income,indiv_fin_ebit,indiv_fin_ebitda,indiv_fin_fcff,indiv_fin_fcfe,indiv_fin_current_exint,indiv_fin_noncurrent_exint,indiv_fin_interestdebt,indiv_fin_netdebt,indiv_fin_tangible_asset,indiv_fin_working_capital,indiv_fin_networking_capital,indiv_fin_invest_capital,indiv_fin_retained_earnings,indiv_fin_diluted2_eps,indiv_fin_bps,indiv_fin_ocfps,indiv_fin_retainedps,indiv_fin_cfps,indiv_fin_ebit_ps,indiv_fin_fcff_ps,indiv_fin_fcfe_ps,indiv_fin_netprofit_margin,indiv_fin_grossprofit_margin,indiv_fin_cogs_of_sales,indiv_fin_expense_of_sales,indiv_fin_profit_to_gr,indiv_fin_saleexp_to_gr,indiv_fin_adminexp_of_gr,indiv_fin_finaexp_of_gr,indiv_fin_impai_ttm,indiv_fin_gc_of_gr,indiv_fin_op_of_gr,indiv_fin_ebit_of_gr,indiv_fin_roe,indiv_fin_roe_waa,indiv_fin_roe_dt,indiv_fin_roa,indiv_fin_npta,indiv_fin_roic,indiv_fin_roe_yearly,indiv_fin_roa2_yearly,indiv_fin_debt_to_assets,indiv_fin_assets_to_eqt,indiv_fin_dp_assets_to_eqt,indiv_fin_ca_to_assets,indiv_fin_nca_to_assets,indiv_fin_tbassets_to_totalassets,indiv_fin_int_to_talcap,indiv_fin_eqt_to_talcapital,indiv_fin_currentdebt_to_debt,indiv_fin_longdeb_to_debt,indiv_fin_ocf_to_shortdebt,indiv_fin_debt_to_eqt,indiv_fin_eqt_to_debt,indiv_fin_eqt_to_interestdebt,indiv_fin_tangibleasset_to_debt,indiv_fin_tangasset_to_intdebt,indiv_fin_tangibleasset_to_netdebt,indiv_fin_ocf_to_debt,indiv_fin_turn_days,indiv_fin_roa_yearly,indiv_fin_roa_dp,indiv_fin_fixed_assets,indiv_fin_profit_to_op,indiv_fin_q_saleexp_to_gr,indiv_fin_q_gc_to_gr,indiv_fin_q_roe,indiv_fin_q_dt_roe,indiv_fin_q_npta,indiv_fin_q_ocf_to_sales,indiv_fin_basic_eps_yoy,indiv_fin_dt_eps_yoy,indiv_fin_cfps_yoy,indiv_fin_op_yoy,indiv_fin_ebt_yoy,indiv_fin_netprofit_yoy,indiv_fin_dt_netprofit_yoy,indiv_fin_ocf_yoy,indiv_fin_roe_yoy,indiv_fin_bps_yoy,indiv_fin_assets_yoy,indiv_fin_eqt_yoy,indiv_fin_tr_yoy,indiv_fin_or_yoy,indiv_fin_q_sales_yoy,indiv_fin_q_op_qoq,indiv_fin_equity_yoy,indiv_sh_ann_date,indiv_sh_end_date,indiv_sh_holder_num,indiv_chip_his_low,indiv_chip_his_high,indiv_chip_cost_5pct,indiv_chip_cost_15pct,indiv_chip_cost_50pct,indiv_chip_cost_85pct,indiv_chip_cost_95pct,indiv_chip_weight_avg,indiv_chip_winner_rate,indiv_techin_close,indiv_techin_open,indiv_techin_high,indiv_techin_low,indiv_techin_pre_close,indiv_techin_change,indiv_techin_pct_change,indiv_techin_vol,indiv_techin_amount,indiv_techin_adj_factor,indiv_techin_open_hfq,indiv_techin_open_qfq,indiv_techin_close_hfq,indiv_techin_close_qfq,indiv_techin_high_hfq,indiv_techin_high_qfq,indiv_techin_low_hfq,indiv_techin_low_qfq,indiv_techin_pre_close_hfq,indiv_techin_pre_close_qfq,indiv_techin_macd_dif,indiv_techin_macd_dea,indiv_techin_macd,indiv_techin_kdj_k,indiv_techin_kdj_d,indiv_techin_kdj_j,indiv_techin_rsi_6,indiv_techin_rsi_12,indiv_techin_rsi_24,indiv_techin_boll_upper,indiv_techin_boll_mid,indiv_techin_boll_lower,indiv_techin_cci,indiv_margin_rzye,indiv_margin_rqye,indiv_margin_rzmre,indiv_margin_rqyl,indiv_margin_rzche,indiv_margin_rqchl,indiv_margin_rqmcl,indiv_margin_rzrqye
2023-11-29,600036.SH,20231129,166.85,167.08,163.88,164.56,166.62,-2.0600000000000023,-1.24,620637.52,1789462.813,28.8,0.3009,0.5862,1.62,5.2628,5.0099,0.8145,2.1066,2.1348,5.2847,6.0347,2521984.5601,2062894.4429,1058737.0295,72633155.3309,59411359.9555,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,25.2,27.6,29.6,36.8,43.2,31.23,6.89,28.8,29.2,29.24,28.68,29.16,-0.36,-1.2346,620637.52,1789462.81,5.714,166.8488,26.39971,164.5632,26.03807,167.07736,26.43587,163.87752,25.92958,166.62024,26.36354,-0.519,-0.433,-0.171,15.567,27.473,-8.245,13.679,24.188,32.939,28.413,27.359,26.306,-201.55,7527477196.0,58723315.2,169539431.0,2039004.0,98234246.0,103700.0,1020512.0,7586200511.2
2023-11-30,600036.SH,20231130,164.56,165.59,163.42,164.51,164.56,-0.0500000000000113,-0.03,551560.06,1585194.742,28.79,0.2674,0.521,1.22,5.261,5.0081,0.8142,2.1059,2.1341,5.2866,6.0368,2521984.5601,2062894.4429,1058737.0295,72607935.4853,59390731.0111,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,25.2,27.6,29.6,36.8,43.2,31.22,7.38,28.79,28.8,28.98,28.6,28.8,-0.01,-0.0347,551560.06,1585194.74,5.714,164.5632,26.03807,164.50606,26.02903,165.59172,26.20081,163.4204,25.85725,164.5632,26.03807,-0.558,-0.458,-0.199,13.168,22.705,-5.905,13.582,24.107,32.888,28.46,27.274,26.088,-161.544,7409206550.0,55288085.68,112967348.0,1920392.0,231237994.0,983712.0,865100.0,7464494635.68
2023-12-01,600036.SH,20231201,164.11,164.22,160.39,161.48,164.51,-3.030000000000001,-1.84,882736.44,2496795.77,28.26,0.4279,0.8338,1.75,5.1641,4.9159,0.7992,2.0671,2.0948,5.3857,6.15,2521984.5601,2062894.4429,1058737.0295,71271283.6684,58297396.9564,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,25.2,27.6,29.6,36.8,43.2,31.15,5.37,28.26,28.72,28.74,28.07,28.79,-0.53,-1.8409,882736.44,2496795.77,5.714,164.10608,25.96574,161.47764,25.54986,164.22036,25.98382,160.39198,25.37808,164.50606,26.02903,-0.62,-0.491,-0.259,11.041,18.817,-4.511,9.348,20.185,30.291,28.503,27.151,25.798,-159.358,7546382890.0,29223439.92,238384399.0,1034092.0,101208059.0,994400.0,108100.0,7575606329.92
2023-12-04,600036.SH,20231204,161.53,162.62,160.11,160.45,161.48,-1.0300000000000011,-0.64,557878.3,1569603.288,28.08,0.2704,0.5269,0.9,5.1312,4.8846,0.7941,2.054,2.0815,5.4202,6.1894,2521984.5601,2062894.4429,1058737.0295,70817326.4476,57926075.9566,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,25.2,27.6,29.6,36.4,43.2,31.15,5.6,28.08,28.27,28.46,28.02,28.26,-0.18,-0.6369,557878.3,1569603.29,5.714,161.53478,25.5589,160.44912,25.38712,162.62044,25.73068,160.10628,25.33287,161.47764,25.54986,-0.675,-0.527,-0.295,8.197,15.277,-5.962,8.294,19.038,29.466,28.486,27.012,25.538,-136.643,7610542690.0,30034143.36,147523551.0,1069592.0,83363751.0,126800.0,162300.0,7640576833.36
2023-12-05,600036.SH,20231205,160.33,160.39,157.14,157.19,160.45,-3.259999999999991,-2.03,618901.67,1717656.519,27.51,0.3,0.5846,1.0,5.0271,4.7855,0.778,2.0123,2.0392,5.5325,6.3177,2521984.5601,2062894.4429,1058737.0295,69379795.2484,56750226.1242,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,25.2,27.2,29.6,36.4,43.2,31.12,4.66,27.51,28.06,28.07,27.5,28.08,-0.57,-2.0299,618901.67,1717656.52,5.714,160.33484,25.36904,157.19214,24.87178,160.39198,25.37808,157.135,24.86274,160.44912,25.38712,-0.751,-0.572,-0.358,5.588,12.047,-7.331,5.807,15.913,27.034,28.555,26.864,25.172,-144.664,7732123868.0,58576822.92,222022331.0,2129292.0,100441153.0,98300.0,1158000.0,7790700690.92
2023-12-06,600036.SH,20231206,157.48,159.76,156.85,158.62,157.19,1.4300000000000068,0.91,611259.26,1697947.805,27.76,0.2963,0.5773,0.95,5.0728,4.829,0.7851,2.0306,2.0577,5.4827,6.2608,2521984.5601,2062894.4429,1058737.0295,70010291.3884,57265949.7349,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,25.2,27.2,29.6,36.4,43.2,31.1,4.9,27.76,27.56,27.96,27.45,27.51,0.25,0.9088,611259.26,1697947.8,5.714,157.47784,24.91699,158.62064,25.09781,159.76344,25.27863,156.8493,24.81753,157.19214,24.87178,-0.785,-0.615,-0.34,7.625,10.573,1.728,18.647,22.036,29.69,28.549,26.735,24.921,-118.754,7859314339.0,43155473.92,218383052.0,1554592.0,91192581.0,1091600.0,516900.0,7902469812.92
2023-12-07,600036.SH,20231207,158.68,159.65,155.94,158.91,158.62,0.289999999999992,0.18,594966.98,1643064.047,27.81,0.2884,0.562,0.92,5.0819,4.8377,0.7865,2.0342,2.0614,5.4729,6.2495,2521984.5601,2062894.4429,1058737.0295,70136390.6164,57369094.457,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,24.8,27.2,29.6,36.4,43.2,31.08,5.25,27.81,27.77,27.94,27.29,27.76,0.05,0.1801,594966.98,1643064.05,5.714,158.67778,25.10685,158.90634,25.14301,159.64916,25.26054,155.93506,24.67288,158.62064,25.09781,-0.798,-0.651,-0.294,11.409,10.852,12.524,21.224,23.255,30.22,28.487,26.606,24.725,-103.895,7853108454.0,35260076.52,118906370.0,1267892.0,125112255.0,603200.0,316500.0,7888368530.52
2023-12-08,600036.SH,20231208,158.28,159.71,157.14,157.14,158.91,-1.7700000000000102,-1.11,533497.65,1479206.064,27.5,0.2586,0.5039,0.82,5.0253,4.7837,0.7777,2.0115,2.0385,5.5345,6.32,2521984.5601,2062894.4429,1058737.0295,69354575.4028,56729597.1798,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,24.8,27.2,29.6,36.4,43.2,31.05,5.47,27.5,27.7,27.95,27.5,27.81,-0.31,-1.1147,533497.65,1479206.06,5.714,158.2778,25.04356,157.135,24.86274,159.7063,25.26958,157.135,24.86274,158.90634,25.14301,-0.822,-0.686,-0.273,10.788,10.83,10.703,17.176,21.031,28.815,28.486,26.486,24.486,-93.571,7882330406.0,39143280.0,110612573.0,1423392.0,81390621.0,198000.0,353500.0,7921473686.0
2023-12-11,600036.SH,20231211,155.71,159.13,153.71,158.62,157.14,1.4800000000000182,0.94,758085.97,2067921.108,27.76,0.3675,0.716,1.3,5.0728,4.829,0.7851,2.0306,2.0577,5.4827,6.2608,2521984.5601,2062894.4429,1058737.0295,70010291.3884,57265949.7349,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,24.8,27.2,29.6,36.4,43.2,31.0,6.15,27.76,27.25,27.85,26.9,27.5,0.26,0.9455,758085.97,2067921.11,5.714,155.7065,24.63671,158.62064,25.09781,159.1349,25.17917,153.7066,24.32028,157.135,24.86274,-0.813,-0.711,-0.203,19.443,13.701,30.926,30.515,27.386,31.599,28.468,26.393,24.318,-91.77,7731210375.0,34086281.92,144684999.0,1227892.0,295805030.0,375100.0,179600.0,7765296656.92
2023-12-12,600036.SH,20231212,158.28,160.39,157.76,160.28,158.62,1.6599999999999966,1.05,504201.11,1409339.298,28.05,0.2444,0.4762,0.81,5.1258,4.8794,0.7933,2.0518,2.0792,5.426,6.1961,2521984.5601,2062894.4429,1058737.0295,70741666.9108,57864189.1233,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,24.8,26.8,29.6,36.4,43.2,30.99,8.76,28.05,27.7,28.07,27.61,27.76,0.29,1.0447,504201.11,1409339.3,5.714,158.2778,25.04356,160.2777,25.35999,160.39198,25.37808,157.76354,24.96219,158.62064,25.09781,-0.775,-0.724,-0.103,31.391,19.598,54.978,42.837,33.863,34.577,28.373,26.296,24.218,-52.19,7744041319.0,44299140.6,131449288.0,1579292.0,118618344.0,175200.0,526600.0,7788340459.6
2023-12-13,600036.SH,20231213,159.53,159.53,155.42,155.54,160.28,-4.740000000000009,-2.96,671239.32,1844591.027,27.22,0.3254,0.634,1.12,4.9741,4.735,0.7698,1.9911,2.0177,5.5915,6.385,2521984.5601,2062894.4429,1058737.0295,68648419.7259,56151986.7357,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,24.8,26.8,29.6,36.4,43.2,30.96,4.23,27.22,27.92,27.92,27.2,28.05,-0.83,-2.959,671239.32,1844591.03,5.714,159.53488,25.24246,155.53508,24.60959,159.53488,25.24246,155.4208,24.59151,160.2777,25.35999,-0.797,-0.738,-0.117,26.725,21.973,36.227,26.623,26.487,30.598,28.237,26.141,24.045,-84.927,7828177135.0,29405548.24,181054313.0,1080292.0,96918497.0,626700.0,127700.0,7857582683.24
2023-12-14,600036.SH,20231214,156.79,157.93,154.45,154.45,155.54,-1.0900000000000034,-0.7,445268.08,1214879.008,27.03,0.2158,0.4206,0.73,4.9394,4.702,0.7644,1.9772,2.0036,5.6308,6.4299,2521984.5601,2062894.4429,1058737.0295,68169242.6595,55760036.7916,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,24.8,26.8,29.6,36.4,43.2,30.95,4.41,27.03,27.44,27.64,27.03,27.22,-0.19,-0.698,445268.08,1214879.01,5.714,156.79216,24.80849,154.44942,24.43781,157.93496,24.98931,154.44942,24.43781,155.53508,24.60959,-0.818,-0.754,-0.128,20.594,21.514,18.755,24.115,25.12,29.78,28.09,25.982,23.875,-99.277,7822103492.0,34184624.76,88053548.0,1264692.0,94127191.0,101400.0,285800.0,7856288116.76
2023-12-15,600036.SH,20231215,156.96,160.28,155.42,155.59,154.45,1.1400000000000148,0.74,980686.59,2697705.037,27.23,0.4754,0.9263,1.68,4.9759,4.7368,0.7701,1.9918,2.0185,5.5894,6.3826,2521984.5601,2062894.4429,1058737.0295,68673639.5715,56172615.6802,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,24.8,26.4,29.6,36.4,43.2,30.87,4.45,27.23,27.47,28.05,27.2,27.03,0.2,0.7399,980686.59,2697705.04,5.714,156.96358,24.83562,155.59222,24.61863,160.2777,25.35999,155.4208,24.59151,154.44942,24.43781,-0.811,-0.766,-0.091,23.131,22.053,25.288,32.183,29.308,31.784,27.921,25.842,23.764,-64.936,7903877675.0,37389839.76,270024498.0,1373112.0,188250315.0,256400.0,364820.0,7941267514.76
2023-12-18,600036.SH,20231218,154.28,156.45,153.71,155.88,155.59,0.289999999999992,0.19,477164.25,1299068.335,27.28,0.2313,0.4507,0.71,4.9851,4.7455,0.7715,1.9955,2.0222,5.5792,6.3709,2521984.5601,2062894.4429,1058737.0295,68799738.7995,56275760.4023,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,24.8,26.4,29.6,36.4,43.2,30.86,4.84,27.28,27.0,27.38,26.9,27.23,0.05,0.1836,477164.25,1299068.34,5.714,154.278,24.41069,155.87792,24.66384,156.44932,24.75425,153.7066,24.32028,155.59222,24.61863,-0.793,-0.771,-0.044,26.247,23.451,31.839,34.28,30.37,32.288,27.657,25.693,23.729,-103.352,7888043668.0,33011855.36,103751949.0,1210112.0,119585956.0,445200.0,282200.0,7921055523.36
2023-12-19,600036.SH,20231219,155.42,156.28,154.39,155.94,155.88,0.0600000000000022,0.04,376573.73,1024185.206,27.29,0.1825,0.3557,0.61,4.9869,4.7472,0.7718,1.9962,2.0229,5.5771,6.3686,2521984.5601,2062894.4429,1058737.0295,68824958.6451,56296389.3467,20231028,20230930,4.44,4.44,10.3204,10.3204,2.5946,3.7663,22.232,339000000.0,113551000000.0,,,,,,,,0.025,108601000000.0,,,,,,,,,,,,,655672000000.0,4.5159,35.3606,2.1272,25.9983,-6.6835,,,,44.1718,,,,44.1718,,30.0893,,,,51.9569,,11.6349,13.035,11.6002,,1.1051,,15.5132,,90.4262,10.4452,10.628,,,,,,,,,9.4451,0.1049,,,,,0.0056,,1.4735,1.0947,111944000000.0,51.9385,,,3.8342,3.8267,0.36,-49.7488,6.988,6.988,-63.3791,4.5279,4.4836,6.5169,6.52,-63.3787,-3.2329,8.0881,5.2185,7.0578,-1.7196,-1.7196,-4.5754,0.8343,10.0756,20231028,20230930,593295,1.2,47.2,24.4,26.4,29.6,36.4,43.2,30.84,5.11,27.29,27.2,27.35,27.02,27.28,0.01,0.0367,376573.73,1024185.21,5.714,155.4208,24.59151,155.93506,24.67288,156.2779,24.72712,154.39228,24.42877,155.87792,24.66384,-0.769,-0.771,0.003,28.609,25.17,35.487,34.764,30.598,32.392,27.374,25.551,23.728,-98.399,7938490234.0,41030296.68,126236280.0,1503492.0,75789714.0,142720.0,436100.0,7979520530.68
