indiv_din_ts_code,indiv_din_trade_date,indiv_din_total_mv,indiv_din_float_mv,indiv_din_total_share,indiv_din_float_share,indiv_din_free_share,indiv_din_turnover_rate,indiv_din_turnover_rate_f,indiv_din_pe,indiv_din_pe_ttm,indiv_din_pb
000905.SH,20231220,11741415088507.0,10114978699771.0,1288114158583.0,1129157950787.0,588496942912.0,0.67,1.28,19.65,21.41,1.64
000905.SH,20231219,11882136066784.0,10238709794539.0,1288114158583.0,1129117906207.0,588456898332.0,0.62,1.2,19.89,21.67,1.66
000905.SH,20231218,11899640660544.0,10253551524981.0,1288118144904.0,1129085957484.0,588439560657.0,0.69,1.33,19.92,21.7,1.66
000905.SH,20231215,12034527790949.0,10367162479038.0,1288118144201.0,1129022130350.0,588375733523.0,0.71,1.36,20.14,21.95,1.68
000905.SH,20231214,12123034752208.0,10442895348963.0,1288118141123.0,1129036379528.0,588381417229.0,0.66,1.26,20.29,22.11,1.69
000905.SH,20231213,12152482032550.0,10470247921138.0,1288115765244.0,1129032600189.0,588374745290.0,0.67,1.29,20.34,22.16,1.7
000905.SH,20231212,12275694797474.0,10575088114345.0,1288052341244.0,1129032048235.0,588374193336.0,0.75,1.43,20.55,22.39,1.72
000905.SH,20231211,12263708904155.0,10562604255180.0,1288051578474.0,1129036653285.0,588367920786.0,1.05,2.02,20.53,22.37,1.71
000905.SH,20231208,11831331019107.0,10402351193972.0,1304296294207.0,1164275349792.0,605406081867.0,1.01,1.95,20.18,22.21,1.62
000905.SH,20231207,11795045034583.0,10371977478105.0,1304296294207.0,1164170875789.0,605380141895.0,0.76,1.47,20.12,22.14,1.61
000905.SH,20231206,11799188081031.0,10374591834696.0,1304296294207.0,1164142552021.0,605368245147.0,0.76,1.46,20.13,22.15,1.61
000905.SH,20231205,11759383050537.0,10340496433855.0,1304332966812.0,1164153958061.0,605379651187.0,0.78,1.51,20.06,22.08,1.61
000905.SH,20231204,11957948693868.0,10518138020061.0,1304250916904.0,1164151923311.0,605374976437.0,0.85,1.64,20.4,22.45,1.63
000905.SH,20231201,11974040503659.0,10528712467869.0,1304119717287.0,1164018838393.0,605241891519.0,0.8,1.54,20.42,22.48,1.64
000905.SH,20231130,11937446623475.0,10491884416593.0,1304000835061.0,1164018416167.0,605241153793.0,0.75,1.45,20.36,22.41,1.63
000905.SH,20231129,11936475375625.0,10500893979019.0,1303943375962.0,1164018416167.0,605285264689.0,0.77,1.48,20.36,22.41,1.63
000905.SH,20231128,12013720202556.0,10566915265093.0,1303943492152.0,1164004818437.0,605271666959.0,0.77,1.48,20.49,22.55,1.64
000905.SH,20231127,11959093785743.0,10520159458997.0,1303958859112.0,1164004818437.0,605271666959.0,0.84,1.62,20.4,22.45,1.64
000905.SH,20231124,11965925256872.0,10530160159770.0,1303958679968.0,1163993990029.0,605154405749.0,0.87,1.67,20.41,22.46,1.64
000905.SH,20231123,12069431006324.0,10608449805640.0,1303958672018.0,1163754908461.0,605046649664.0,0.84,1.62,20.59,22.66,1.65
000905.SH,20231122,11960061518150.0,10511868629359.0,1303959092236.0,1163754841400.0,605046582603.0,0.9,1.73,20.4,22.45,1.64
000905.SH,20231121,12095750942305.0,10627704366332.0,1303957439425.0,1163753188589.0,605070857792.0,0.99,1.9,20.63,22.71,1.65
000905.SH,20231120,12133008757899.0,10656699943947.0,1303944508152.0,1163743826116.0,605061495319.0,0.89,1.7,20.7,22.78,1.66
000905.SH,20231117,12070916758222.0,10603914079713.0,1303768869275.0,1163742614546.0,605111168699.0,0.77,1.48,20.59,22.66,1.65
000905.SH,20231116,12025228805146.0,10568564710732.0,1302756703506.0,1163659931196.0,605026601141.0,0.81,1.56,20.51,22.58,1.65
000905.SH,20231115,12137807701255.0,10663467749570.0,1302729843817.0,1163659931132.0,605026601141.0,0.97,1.87,20.7,22.79,1.66
000905.SH,20231114,12069277326980.0,10601088899095.0,1302726210635.0,1163658730832.0,604903301041.0,0.87,1.67,20.59,22.66,1.65
000905.SH,20231113,12012923024773.0,10556175973106.0,1302726272935.0,1163656515942.0,604725450327.0,0.88,1.69,20.49,22.55,1.64
000905.SH,20231110,11948353057080.0,10491738535734.0,1302726271794.0,1163460900622.0,604517800235.0,0.81,1.56,20.38,22.43,1.64
000905.SH,20231109,11989335228793.0,10527208816800.0,1302725398475.0,1163460612548.0,604613327796.0,0.91,1.76,20.45,22.51,1.64
000905.SH,20231108,12025269368924.0,10557409995326.0,1302725318896.0,1163460532969.0,605041660525.0,1.06,2.03,20.51,22.58,1.65
000905.SH,20231107,12032273659192.0,10565303068047.0,1302717894396.0,1163456724469.0,605034679391.0,1.04,1.99,20.52,22.59,1.65
000905.SH,20231106,12029559119589.0,10563110428321.0,1302717894396.0,1163456004086.0,605092454692.0,1.2,2.3,20.52,22.58,1.65
000905.SH,20231103,11837450870699.0,10394774084358.0,1302717894396.0,1162796103986.0,606102444179.0,0.84,1.62,20.19,22.22,1.62
000905.SH,20231102,11741550962940.0,10311319652635.0,1302706271358.0,1162788190548.0,606092116241.0,0.78,1.49,20.03,22.04,1.61
000905.SH,20231101,11842871150422.0,10399252712014.0,1302071178487.0,1162788229634.0,606100845727.0,0.75,1.44,20.2,22.23,1.62
000905.SH,20231031,11878428596006.0,10428599877157.0,1302061399628.0,1162777377083.0,607329636222.0,0.91,1.74,20.26,22.32,1.63
000905.SH,20231030,11910052622629.0,10454383936010.0,1302085169754.0,1162746839075.0,607265191620.0,1.06,2.03,20.32,22.82,1.64
000905.SH,20231027,11810934953944.0,10370404487223.0,1302073086957.0,1162751385840.0,607573907479.0,0.97,1.85,20.15,22.28,1.64
000905.SH,20231026,11613440141380.0,10194440630679.0,1302095720142.0,1162621519467.0,606912368722.0,0.88,1.69,19.81,22.02,1.61
000905.SH,20231025,11564431935385.0,10148053426235.0,1302094103337.0,1162295055061.0,606705316165.0,0.99,1.89,19.73,21.98,1.61
000905.SH,20231024,11513845735746.0,10098620525689.0,1302094368236.0,1162295012161.0,606570343678.0,0.99,1.89,19.64,21.92,1.6
000905.SH,20231023,11370856441239.0,9981625041746.0,1302094451842.0,1162299381617.0,606485959504.0,0.89,1.7,19.4,21.64,1.58
000905.SH,20231020,11657222163865.0,10225580388826.0,1302078188685.0,1162206972788.0,607056533060.0,0.82,1.56,19.88,22.21,1.62
000905.SH,20231019,11737593152533.0,10298978770569.0,1302093967377.0,1162183212788.0,607053657759.0,0.93,1.78,20.02,22.4,1.64
000905.SH,20231018,11862949544765.0,10414589205948.0,1302093634793.0,1162183212788.0,607055657759.0,0.85,1.63,20.24,22.64,1.65
000905.SH,20231017,12015977202973.0,10549124106950.0,1302093634793.0,1162183212788.0,607055657760.0,0.8,1.52,20.5,22.97,1.67
000905.SH,20231016,11982804950066.0,10520257218178.0,1302093453366.0,1162178250153.0,607070411450.0,0.77,1.48,20.44,22.91,1.67
000905.SH,20231013,12080475384896.0,10603514044479.0,1302093452710.0,1162170209077.0,607056001784.0,0.77,1.47,20.61,23.12,1.68
000905.SH,20231012,12165227089641.0,10667781961507.0,1302086918722.0,1162085203249.0,607042941456.0,0.86,1.66,20.75,23.31,1.7
000905.SH,20231011,12077565553876.0,10591388065792.0,1300970048926.0,1160968244702.0,606490000044.0,0.78,1.49,20.6,23.14,1.68
000905.SH,20231010,12087049108984.0,10596952478942.0,1301019238478.0,1160819849358.0,606360848700.0,0.76,1.45,20.62,23.14,1.68
000905.SH,20231009,12166003891482.0,10664222939733.0,1301000222795.0,1160786008010.0,606354384418.0,0.78,1.48,20.75,23.3,1.7
000905.SH,20230928,12236456841766.0,10726611499203.0,1300999969226.0,1160883946107.0,606502059541.0,0.68,1.31,20.87,23.43,1.71
000905.SH,20230927,12201634412575.0,10700033065433.0,1300939252363.0,1160840579305.0,606463142882.0,0.7,1.34,20.81,23.37,1.7
000905.SH,20230926,12147653782895.0,10655174218127.0,1300936635663.0,1160840279305.0,606462842882.0,0.64,1.23,20.72,23.26,1.69
000905.SH,20230925,12192982081509.0,10677247887414.0,1300936635663.0,1158887289193.0,605640136847.0,0.81,1.54,20.8,23.35,1.7
