indiv_din_ts_code,indiv_din_trade_date,indiv_din_total_mv,indiv_din_float_mv,indiv_din_total_share,indiv_din_float_share,indiv_din_free_share,indiv_din_turnover_rate,indiv_din_turnover_rate_f,indiv_din_pe,indiv_din_pe_ttm,indiv_din_pb
000905.SH,20241023,12896245954752.0,11453326591762.0,1282972151484.0,1143358091867.0,583386541055.0,2.39,4.69,23.66,24.78,1.77
000905.SH,20241022,12830938361665.0,11401564182311.0,1282980471301.0,1143366411684.0,583083769853.0,2.07,4.07,23.54,24.66,1.76
000905.SH,20241021,12719007704347.0,11299847823636.0,1282980471301.0,1143366411684.0,583064120053.0,2.33,4.58,23.34,24.44,1.75
000905.SH,20241018,12590712623927.0,11187422132768.0,1282958263062.0,1143342163774.0,583132975210.0,2.51,4.92,23.1,24.23,1.73
000905.SH,20241017,12130049579292.0,10785541396222.0,1282959450262.0,1143342147265.0,583121526897.0,1.77,3.48,22.26,23.34,1.67
000905.SH,20241016,12247632204175.0,10891154518410.0,1282958782461.0,1143250328082.0,583103259873.0,1.8,3.52,22.47,23.58,1.68
000905.SH,20241015,12263094474927.0,10901344278989.0,1283045145569.0,1143349684190.0,583204932204.0,2.09,4.1,22.5,23.6,1.68
000905.SH,20241014,12576334396006.0,11170883697384.0,1283055165599.0,1143002572330.0,583144520532.0,2.19,4.3,23.08,24.23,1.73
000905.SH,20241011,12280903344656.0,10909592789026.0,1283042718532.0,1142975809946.0,583117843248.0,2.14,4.19,22.53,23.65,1.69
000905.SH,20241010,12758999945394.0,11324056558546.0,1283042718532.0,1142724221490.0,583126362897.0,3.09,6.06,23.41,24.57,1.75
000905.SH,20241009,12824229235137.0,11374195810948.0,1283043278188.0,1142735013394.0,583040134134.0,3.77,7.4,23.53,24.7,1.76
000905.SH,20241008,13764687568138.0,12198295522645.0,1282958247946.0,1142629824604.0,583030416451.0,4.32,8.47,25.26,26.51,1.89
000905.SH,20240930,12914730643044.0,11467066718279.0,1282961184893.0,1142583397853.0,583030416451.0,3.4,6.67,23.7,24.87,1.77
000905.SH,20240927,11721939862126.0,10424570034933.0,1282963055858.0,1142475767418.0,582991788627.0,2.01,3.95,21.51,22.58,1.61
000905.SH,20240926,11150549343701.0,9920423126287.0,1282004067584.0,1141515271596.0,581944491966.0,2.01,3.95,20.46,21.47,1.53
000905.SH,20240925,10690515323299.0,9507832538323.0,1282004067156.0,1141377541864.0,581918559594.0,1.79,3.52,19.62,20.59,1.47
000905.SH,20240924,10595760037970.0,9420341441504.0,1282004065156.0,1141377539864.0,581935557594.0,1.55,3.04,19.44,20.41,1.45
000905.SH,20240923,10160660321841.0,9033146887615.0,1282004058616.0,1141367619032.0,582013015510.0,0.79,1.55,18.64,19.57,1.39
000905.SH,20240920,10167092241509.0,9034134685059.0,1282040820896.0,1141191649219.0,582008506368.0,0.83,1.62,18.66,19.58,1.4
000905.SH,20240919,10220554596101.0,9079758832869.0,1282006483056.0,1141114584111.0,581936628374.0,1.01,1.99,18.75,19.68,1.4
000905.SH,20240918,10100423642139.0,8971318173050.0,1281911156645.0,1141017277431.0,581850255859.0,0.8,1.56,18.53,19.45,1.39
000905.SH,20240913,10057098882092.0,8929963135737.0,1281911214485.0,1141017278431.0,581847155756.0,0.81,1.59,18.45,19.37,1.38
000905.SH,20240912,10156229450222.0,9015914174915.0,1281911211135.0,1141015699125.0,581842656150.0,0.76,1.49,18.64,19.56,1.39
000905.SH,20240911,10186749712256.0,9043225902506.0,1281940687757.0,1141018997965.0,581854407375.0,0.75,1.46,18.69,19.62,1.4
000905.SH,20240910,10191318562410.0,9047923802412.0,1281950272944.0,1141040059152.0,581854393930.0,0.86,1.69,18.7,19.63,1.4
000905.SH,20240909,10194941550265.0,9052907800842.0,1281950246054.0,1141038417592.0,581850899801.0,0.81,1.58,18.71,19.63,1.4
000905.SH,20240906,10274341588920.0,9124013174706.0,1281950242395.0,1141030481556.0,581842967424.0,0.79,1.55,18.85,19.79,1.41
000905.SH,20240905,10414954677540.0,9244884381959.0,1281948535597.0,1141024282562.0,581845461095.0,0.71,1.39,19.11,20.06,1.43
000905.SH,20240904,10376574617721.0,9208325324599.0,1281916190584.0,1140881402562.0,581845461095.0,0.81,1.59,19.04,19.98,1.42
000905.SH,20240903,10404430752814.0,9232986355159.0,1281868370306.0,1140833582284.0,581828288610.0,0.86,1.69,19.09,20.04,1.43
000905.SH,20240902,10308100773195.0,9147714911076.0,1281884061243.0,1140849273221.0,581851153014.0,1.11,2.17,18.91,19.85,1.41
000905.SH,20240830,10493395862795.0,9308002196827.0,1281883948021.0,1140770084208.0,581877304337.0,1.33,2.61,19.25,19.9,1.44
000905.SH,20240829,10322331291334.0,9159121208708.0,1281882673091.0,1140766195031.0,582490928245.0,0.9,1.77,18.94,19.43,1.43
000905.SH,20240828,10210787478854.0,9059651755647.0,1281882436091.0,1140501449143.0,582422147196.0,0.73,1.42,18.74,19.26,1.41
000905.SH,20240827,10195474673207.0,9048421191591.0,1281882436091.0,1140429707453.0,582361131148.0,0.72,1.42,18.71,19.22,1.41
000905.SH,20240826,10299764169181.0,9140808028114.0,1281882400591.0,1140424773979.0,582067093187.0,0.76,1.5,18.9,19.41,1.43
000905.SH,20240823,10288412675684.0,9132482930657.0,1281796977855.0,1140348350760.0,582686632095.0,0.66,1.3,18.88,19.25,1.43
000905.SH,20240822,10277965293046.0,9116984339968.0,1281803042865.0,1140291743750.0,582342630028.0,0.75,1.47,18.86,19.3,1.43
000905.SH,20240821,10389953314354.0,9216605923802.0,1281686204417.0,1140140868513.0,582211667640.0,0.73,1.43,19.06,19.5,1.45
000905.SH,20240820,10433288410042.0,9254529200865.0,1281694673386.0,1140149337482.0,582058784889.0,0.81,1.58,19.14,19.56,1.45
000905.SH,20240819,10615011014312.0,9415042487633.0,1281695640607.0,1140150386688.0,582139239834.0,0.76,1.5,19.48,19.93,1.48
000905.SH,20240816,10580825814854.0,9378249050302.0,1281924635060.0,1139941020341.0,582124306853.0,0.77,1.5,19.41,19.88,1.48
000905.SH,20240815,10652488675206.0,9441744063787.0,1281924635060.0,1139876010879.0,582037825358.0,0.8,1.56,19.55,20.0,1.49
000905.SH,20240814,10576868505981.0,9375642465893.0,1281712904176.0,1139876701029.0,582037825358.0,0.65,1.28,19.41,19.87,1.48
000905.SH,20240813,10715138963831.0,9498008719863.0,1281705028870.0,1139873980833.0,582035105162.0,0.71,1.4,19.66,20.13,1.49
000905.SH,20240812,10678876179326.0,9464472136054.0,1281705028870.0,1139869018054.0,582035107774.0,0.78,1.53,19.59,20.07,1.49
000905.SH,20240809,10687854108764.0,9468117597634.0,1281703709364.0,1138968910886.0,582042710093.0,0.96,1.87,19.61,20.09,1.49
000905.SH,20240808,10768269817202.0,9539587511411.0,1281674680637.0,1138950949132.0,582042004512.0,0.92,1.79,19.76,20.31,1.5
000905.SH,20240807,10752946275157.0,9523923119319.0,1281621601040.0,1138897853935.0,582109356946.0,0.85,1.67,19.73,20.29,1.5
000905.SH,20240806,10752800895604.0,9523780497333.0,1281621601040.0,1138896688090.0,582107412084.0,0.95,1.85,19.73,20.29,1.5
000905.SH,20240805,10637599461608.0,9423574722825.0,1281627588745.0,1138896706035.0,582028728938.0,1.0,1.95,19.52,20.07,1.48
000905.SH,20240802,10835873956387.0,9582022615000.0,1281625978498.0,1138440578513.0,581966374894.0,0.87,1.69,19.88,20.44,1.51
000905.SH,20240801,10967735877122.0,9696266163145.0,1281626639550.0,1138435764455.0,582272575855.0,0.99,1.94,20.12,20.69,1.53
000905.SH,20240731,11037559341199.0,9762184513968.0,1281429241383.0,1138435639255.0,582225651152.0,1.26,2.46,20.25,20.82,1.54
000905.SH,20240730,10634681591870.0,9405665454509.0,1281449021947.0,1138435108979.0,582277328101.0,0.73,1.43,19.51,20.06,1.48
000905.SH,20240729,10657637459194.0,9425413555532.0,1281453143095.0,1138328200294.0,582239583542.0,0.71,1.39,19.56,20.12,1.49
000905.SH,20240726,10712739181581.0,9474914342574.0,1281349870403.0,1138222751979.0,581993970268.0,0.76,1.49,19.66,20.22,1.5
000905.SH,20240725,10569015591789.0,9345257579987.0,1281304353708.0,1138165551886.0,581952886123.0,0.78,1.52,19.39,19.95,1.48
000905.SH,20240724,10564542664210.0,9343066289992.0,1281323356568.0,1138165560653.0,581950122790.0,0.99,1.94,19.38,19.93,1.47
000905.SH,20240723,10674176157227.0,9436152213233.0,1281323616343.0,1138058595326.0,581965339409.0,0.9,1.76,19.59,20.14,1.49
000905.SH,20240722,10981070697056.0,9709814979250.0,1281311932940.0,1138061540109.0,581996664423.0,0.81,1.59,20.15,20.73,1.53
000905.SH,20240719,11000147179956.0,9727086447612.0,1281071121828.0,1137989546862.0,581939497960.0,0.82,1.6,20.18,20.76,1.54
000905.SH,20240718,11012832238243.0,9742365713072.0,1281047498875.0,1137972325150.0,582020437027.0,0.85,1.66,20.21,20.79,1.54
000905.SH,20240717,10955915606596.0,9692609452618.0,1281047697095.0,1137972317370.0,582020429247.0,0.85,1.67,20.1,20.68,1.53
000905.SH,20240716,11053211043078.0,9774251176043.0,1281047481879.0,1137972069604.0,582020181481.0,0.77,1.5,20.28,20.86,1.54
000905.SH,20240715,11041837359328.0,9766325614082.0,1281047478071.0,1137971491296.0,581912640257.0,0.76,1.49,20.26,20.85,1.54
000905.SH,20240712,11117162891024.0,9830632703898.0,1281047163618.0,1137920706566.0,581858989664.0,0.85,1.67,20.4,21.02,1.55
000905.SH,20240711,11160692490633.0,9871798337073.0,1281028111739.0,1137912649413.0,581699095554.0,1.01,1.98,20.48,21.1,1.55
000905.SH,20240710,10954398276678.0,9689264681603.0,1281032840105.0,1137820238357.0,581699095554.0,0.89,1.74,20.1,20.71,1.53
000905.SH,20240709,11049008755522.0,9773945671438.0,1281094420236.0,1137813970351.0,581692827548.0,0.98,1.92,20.27,20.89,1.54
000905.SH,20240708,10856686850314.0,9600673663074.0,1280848703664.0,1137811359201.0,581692335052.0,0.79,1.55,19.92,20.53,1.51
000905.SH,20240705,11041493954987.0,9761914842249.0,1280848370864.0,1137780316468.0,581653788557.0,0.73,1.43,20.26,20.88,1.54
000905.SH,20240704,10976514645176.0,9704180756004.0,1280725347581.0,1137656232535.0,581569693946.0,0.8,1.56,20.14,20.76,1.53
000905.SH,20240703,11149753617572.0,9856199631730.0,1280726305366.0,1137656674533.0,581040086803.0,0.74,1.45,20.46,21.08,1.55
000905.SH,20240702,11239635628210.0,9928319333386.0,1280681937951.0,1137136765513.0,581054956932.0,0.85,1.66,20.62,21.25,1.56
000905.SH,20240701,11359405126155.0,10035174152706.0,1280380265404.0,1136957508429.0,580983870417.0,0.86,1.68,20.84,21.48,1.58
000905.SH,20240628,11210837427167.0,9897302277945.0,1280381127132.0,1136173057650.0,580617776688.0,0.94,1.83,20.57,21.2,1.56
000905.SH,20240627,11173194643016.0,9865283424131.0,1280181932955.0,1136166495778.0,581152480309.0,0.78,1.52,20.5,21.13,1.55
000905.SH,20240626,11378292880982.0,10044030054088.0,1279826852335.0,1135807272592.0,581033892569.0,0.82,1.61,20.88,21.52,1.58
000905.SH,20240625,11237020070400.0,9920844784679.0,1279839653241.0,1135820554182.0,580867089629.0,0.81,1.58,20.62,21.25,1.56
000905.SH,20240624,11323868250077.0,9985711538464.0,1279843745187.0,1135643426381.0,580866942098.0,0.88,1.72,20.78,21.41,1.57
000905.SH,20240621,11563510183382.0,10192717782332.0,1279846804044.0,1135650627196.0,580920175457.0,0.74,1.44,21.22,21.87,1.6
000905.SH,20240620,11547914597309.0,10179997471588.0,1279772990516.0,1135575903118.0,581035746557.0,0.84,1.65,21.19,21.84,1.6
000905.SH,20240619,11699607662509.0,10316711919823.0,1279777179742.0,1135575682598.0,581005844037.0,0.77,1.51,21.47,22.12,1.62
000905.SH,20240618,11837927080027.0,10437960012162.0,1279736969504.0,1135551563838.0,580668577847.0,0.83,1.62,21.72,22.39,1.64
000905.SH,20240617,11793038070505.0,10382847024470.0,1279736968842.0,1133285661426.0,580902690401.0,0.95,1.86,21.64,22.3,1.63
000905.SH,20240614,11592971313295.0,10215300071003.0,1293244914527.0,1149222665951.0,595316111978.0,1.17,2.25,21.86,22.69,1.6
000905.SH,20240613,11574857984063.0,10190899955481.0,1293244542087.0,1149219468384.0,595327581900.0,1.03,1.99,21.83,22.66,1.59
000905.SH,20240612,11655754568916.0,10270365468578.0,1293259783473.0,1149218336755.0,595166740271.0,0.9,1.73,21.98,22.82,1.6
000905.SH,20240611,11618430989614.0,10238646493219.0,1293233971985.0,1149190613379.0,595127498176.0,1.01,1.96,21.91,22.74,1.6
000905.SH,20240607,11615757499327.0,10240947592776.0,1293020397016.0,1149025394985.0,595033805371.0,0.99,1.91,21.9,22.74,1.6
000905.SH,20240606,11638638314579.0,10257216310241.0,1291672973074.0,1147131876662.0,594324399815.0,1.16,2.24,21.95,22.78,1.6
000905.SH,20240605,11743003332355.0,10348847723403.0,1291672971934.0,1147124404069.0,594326121497.0,0.92,1.78,22.14,22.99,1.61
000905.SH,20240604,11887312624971.0,10476243558537.0,1291682165069.0,1147052634610.0,594243407771.0,0.94,1.82,22.42,23.27,1.63
000905.SH,20240603,11735197975088.0,10340948000882.0,1291680506405.0,1147051590665.0,594327218029.0,1.11,2.14,22.13,22.97,1.61
000905.SH,20240531,11819703642530.0,10414202986867.0,1291680506405.0,1147051488865.0,594327116229.0,0.91,1.75,22.29,23.14,1.62
000905.SH,20240530,11818955209031.0,10414213305534.0,1291680601177.0,1147046060417.0,594320773681.0,0.94,1.81,22.29,23.14,1.62
000905.SH,20240529,11865662266900.0,10457430356801.0,1291520155724.0,1146842624327.0,594177541685.0,0.91,1.76,22.37,23.23,1.62
000905.SH,20240528,11842859785018.0,10434043009824.0,1291238124936.0,1146575801870.0,594001929272.0,0.97,1.87,22.33,23.18,1.62
000905.SH,20240527,11956092018010.0,10537475393982.0,1291182498094.0,1146545334909.0,593939567465.0,1.01,1.95,22.54,23.4,1.63
000905.SH,20240524,11828368475568.0,10410069118644.0,1291056587680.0,1144661118926.0,593930980940.0,0.93,1.79,22.3,23.15,1.61
000905.SH,20240523,11923664919067.0,10493559319512.0,1290942856937.0,1144599991675.0,593875887339.0,1.11,2.13,22.48,23.34,1.63
000905.SH,20240522,12154969926195.0,10696724883022.0,1290942726667.0,1144562786478.0,593935132294.0,0.99,1.9,22.92,23.79,1.66
000905.SH,20240521,12180381374590.0,10721603736275.0,1290761555597.0,1144381615408.0,593646224719.0,0.95,1.83,22.97,23.84,1.66
000905.SH,20240520,12274388968791.0,10802435181712.0,1290320033965.0,1143650217102.0,593495356308.0,1.27,2.44,23.15,24.03,1.67
000905.SH,20240517,12210551541275.0,10742371680909.0,1290056899940.0,1143263144938.0,593211046021.0,1.11,2.14,23.02,23.9,1.66
000905.SH,20240516,12068189639407.0,10618755738998.0,1290006638619.0,1142851631265.0,592836820124.0,1.07,2.06,22.76,23.62,1.64
000905.SH,20240515,12122581456951.0,10668674903127.0,1289988034068.0,1142845632214.0,592797763096.0,0.96,1.86,22.86,23.73,1.65
000905.SH,20240514,12241092857321.0,10773242946129.0,1289986899632.0,1142843416161.0,592795586143.0,1.04,2.01,23.08,23.96,1.66
000905.SH,20240513,12256056574818.0,10787105371613.0,1290049145472.0,1142905662001.0,592857831983.0,1.15,2.22,23.11,23.99,1.67
000905.SH,20240510,12308119887021.0,10828327297324.0,1290048692440.0,1142900794928.0,592828747904.0,1.13,2.17,23.21,24.09,1.67
000905.SH,20240509,12346057092371.0,10854474226565.0,1290048692440.0,1142595355281.0,592820644384.0,1.15,2.21,23.28,24.17,1.68
000905.SH,20240508,12132650035267.0,10672488640146.0,1290048692440.0,1142595355281.0,592783910608.0,1.08,2.09,22.88,23.75,1.65
000905.SH,20240507,12273433739477.0,10797419268016.0,1290048692440.0,1142581976077.0,592666852852.0,1.2,2.3,23.14,24.03,1.67
000905.SH,20240506,12277255056009.0,10793861120705.0,1290063915012.0,1141783234944.0,592687384918.0,1.45,2.8,23.15,24.03,1.67
000905.SH,20240430,12074289289205.0,10611458500740.0,1290063915012.0,1141329146444.0,592449806796.0,1.43,2.75,22.77,23.64,1.64
000905.SH,20240429,12151068967325.0,10676511453673.0,1290164289943.0,1141428583386.0,592439485053.0,1.67,3.22,22.55,23.02,1.66
000905.SH,20240426,11936073804830.0,10494607048894.0,1289993772696.0,1141438940679.0,592423264471.0,1.52,2.93,21.62,22.45,1.64
000905.SH,20240425,11715129163228.0,10297199247573.0,1290038009974.0,1141470624690.0,592592256130.0,0.97,1.87,20.65,21.66,1.61
000905.SH,20240424,11715251459770.0,10301331519009.0,1290039891926.0,1141495372008.0,592586476382.0,1.03,1.98,20.7,21.58,1.62
000905.SH,20240423,11605291005858.0,10205875497209.0,1290038793520.0,1141494163352.0,592813146325.0,1.1,2.12,20.24,21.31,1.6
000905.SH,20240422,11747821351192.0,10335760426619.0,1290038113997.0,1141386331910.0,592425050925.0,1.19,2.28,20.57,21.59,1.62
000905.SH,20240419,11850299529328.0,10420876938335.0,1290036744415.0,1139825543931.0,592414041108.0,1.25,2.4,20.86,22.0,1.64
000905.SH,20240418,11910677062417.0,10470020966757.0,1290036744413.0,1139920665878.0,592380309458.0,1.35,2.59,20.94,22.09,1.65
000905.SH,20240417,11893458764750.0,10449863953780.0,1290036744371.0,1139913229583.0,592370917363.0,1.29,2.49,20.7,21.94,1.64
000905.SH,20240416,11581766107893.0,10180810629748.0,1290036744371.0,1139913229583.0,592530183691.0,1.43,2.74,20.19,21.35,1.6
000905.SH,20240415,11883362502623.0,10441330518914.0,1290047779218.0,1139923500013.0,592398974115.0,1.4,2.69,20.98,21.81,1.64
000905.SH,20240412,11726413487814.0,10303029637598.0,1290042662446.0,1139917156580.0,592392630682.0,1.04,2.0,20.67,21.56,1.62
000905.SH,20240411,11788033124750.0,10349895409482.0,1289935820187.0,1139803303452.0,592275368850.0,1.12,2.16,20.7,21.68,1.63
000905.SH,20240410,11718149319242.0,10288586079336.0,1289935820187.0,1139788301665.0,592289821476.0,1.03,1.99,20.62,21.6,1.62
000905.SH,20240409,11849571468847.0,10398388105208.0,1289935820187.0,1139473590685.0,591838059102.0,0.99,1.91,20.88,21.86,1.64
000905.SH,20240408,11758479419679.0,10319806208053.0,1289935752417.0,1139491127253.0,591814690670.0,1.3,2.51,20.89,21.73,1.63
000905.SH,20240403,11917338816869.0,10456624348667.0,1289933593507.0,1139412778558.0,591706208995.0,1.17,2.26,21.25,22.04,1.65
000905.SH,20240402,11924679037406.0,10460353743277.0,1289929553011.0,1139407813919.0,590977518661.0,1.16,2.24,21.31,22.04,1.65
000905.SH,20240401,11953587765291.0,10479870433140.0,1289677463588.0,1138721966135.0,591149388937.0,1.2,2.31,21.16,22.1,1.66
000905.SH,20240329,11719875452745.0,10269217715456.0,1289677463588.0,1137986155422.0,590994473246.0,0.96,1.85,20.5,21.63,1.62
000905.SH,20240328,11573658721224.0,10137048419830.0,1289086760731.0,1136477188778.0,590557098529.0,1.02,1.97,19.86,21.31,1.61
000905.SH,20240327,11434722257365.0,10016237064542.0,1289086760731.0,1136466935535.0,590541476816.0,0.97,1.86,19.27,20.93,1.59
000905.SH,20240326,11696016972798.0,10243626042762.0,1289083201620.0,1136459457624.0,590671869539.0,1.02,1.97,19.65,21.41,1.62
000905.SH,20240325,11710549423764.0,10252551155412.0,1289079606033.0,1136417602757.0,590555578322.0,1.15,2.21,19.53,21.44,1.63
000905.SH,20240322,11875212817724.0,10401071414308.0,1288946730068.0,1136416517921.0,590544765973.0,1.21,2.32,20.0,21.77,1.65
000905.SH,20240321,12057506155197.0,10553299845058.0,1288985529099.0,1136374316952.0,590508142672.0,1.14,2.19,20.24,21.96,1.68
000905.SH,20240320,12123693719774.0,10605098749267.0,1288985529070.0,1135318601972.0,590482655142.0,1.11,2.14,20.37,22.09,1.69
000905.SH,20240319,12090979690859.0,10576231966131.0,1288985529070.0,1135286920870.0,590207057567.0,1.29,2.49,20.34,22.05,1.68
000905.SH,20240318,12204428815635.0,10674110730143.0,1288985552910.0,1135286587430.0,590408815186.0,1.41,2.71,20.45,22.25,1.7
000905.SH,20240315,12053468291384.0,10530425453451.0,1288996699910.0,1135034935161.0,590158108617.0,1.2,2.31,20.22,21.95,1.68
000905.SH,20240314,11927664022610.0,10418343229243.0,1288956142348.0,1134987244372.0,590111936462.0,1.16,2.24,19.93,21.72,1.66
000905.SH,20240313,11972913789163.0,10457394780048.0,1288956142348.0,1134987244372.0,590103763954.0,1.14,2.2,20.01,21.8,1.66
000905.SH,20240312,11997877824443.0,10480108011939.0,1288956030698.0,1134988885997.0,590105405579.0,1.3,2.49,20.05,21.85,1.67
000905.SH,20240311,12043710683184.0,10521786439828.0,1288930831938.0,1134964206729.0,590042949601.0,1.26,2.42,20.13,21.97,1.67
000905.SH,20240308,11857440544488.0,10361179641735.0,1288932183623.0,1134941938142.0,589787211295.0,1.07,2.06,19.83,21.63,1.65
000905.SH,20240307,11707883576777.0,10229664244859.0,1288932239970.0,1134940001092.0,589785274245.0,1.23,2.37,19.58,21.35,1.63
000905.SH,20240306,11856092455955.0,10355180960200.0,1288932279862.0,1134942212984.0,589788314577.0,1.07,2.05,19.83,21.66,1.65
000905.SH,20240305,11856554740921.0,10358464604515.0,1288938463569.0,1134950367100.0,589791429213.0,1.24,2.39,19.83,21.66,1.65
000905.SH,20240304,11931941072699.0,10420537668769.0,1288937227114.0,1134949057255.0,589789799497.0,1.27,2.44,19.96,21.8,1.66
000905.SH,20240301,11917829835193.0,10408060409826.0,1288937126214.0,1134946519532.0,589787581645.0,1.25,2.41,19.93,21.78,1.66
000905.SH,20240229,11866662428421.0,10346160530837.0,1288937126214.0,1133682008883.0,589680047549.0,1.42,2.73,19.85,21.68,1.65
000905.SH,20240228,11513363967391.0,10045249640599.0,1288938605710.0,1133677715259.0,589660453925.0,1.79,3.44,19.27,21.05,1.6
000905.SH,20240227,11761525272300.0,10260416967743.0,1288938605710.0,1133672780259.0,589655518925.0,1.23,2.36,19.68,21.51,1.64
000905.SH,20240226,11531969792929.0,10061332669372.0,1288938605485.0,1133672780034.0,589655518700.0,1.27,2.44,19.3,21.08,1.61
000905.SH,20240223,11547186949645.0,10074449161350.0,1288800367689.0,1133510790061.0,589491599027.0,1.19,2.29,19.33,21.05,1.61
000905.SH,20240222,11504167479123.0,10038859766986.0,1288800367689.0,1133510788582.0,589488590283.0,1.03,1.98,19.25,20.97,1.6
000905.SH,20240221,11427180701523.0,9968792505847.0,1288800367689.0,1133510788582.0,589569990283.0,1.33,2.56,19.13,20.79,1.59
000905.SH,20240220,11429508983301.0,9975625995683.0,1288852968073.0,1133563388966.0,589623089649.0,1.07,2.06,19.13,20.79,1.59
000905.SH,20240219,11417301940666.0,9961308329159.0,1288833614308.0,1133510466586.0,589586037220.0,1.44,2.76,19.11,20.76,1.59
000905.SH,20240208,11460145578844.0,9986825271605.0,1288833614300.0,1133401149925.0,589543918991.0,1.89,3.62,19.18,20.84,1.6
000905.SH,20240207,11375765227013.0,9915610737827.0,1288833411335.0,1133400931060.0,589421764921.0,2.0,3.85,19.04,20.69,1.58
000905.SH,20240206,10710179578174.0,9338514651939.0,1288833405850.0,1133401042470.0,589421759436.0,1.53,2.94,17.93,19.48,1.49
000905.SH,20240205,9964111022799.0,8694633384903.0,1288832528454.0,1133398950725.0,589420732649.0,1.46,2.82,16.68,18.12,1.39
000905.SH,20240202,10185203853989.0,8882490727616.0,1288843936498.0,1133369895424.0,589406743532.0,1.21,2.33,17.05,18.55,1.42
000905.SH,20240201,10435627334744.0,9097836221522.0,1288717103760.0,1133232162555.0,589267269163.0,0.98,1.89,17.47,19.03,1.46
000905.SH,20240131,10489099841461.0,9146617244703.0,1288610009948.0,1133232126633.0,589456288312.0,1.07,2.05,17.56,19.11,1.46
000905.SH,20240130,10731508536670.0,9351871081108.0,1288610009948.0,1132713304088.0,588937465767.0,0.88,1.69,17.96,19.55,1.5
000905.SH,20240129,10987172903952.0,9571026977307.0,1288609991848.0,1132713285988.0,589408088096.0,1.03,1.98,18.39,20.03,1.53
000905.SH,20240126,11186391748791.0,9738875885057.0,1288606199764.0,1132085023878.0,589844803480.0,1.03,1.98,18.72,20.39,1.56
000905.SH,20240125,11273980565101.0,9808288019398.0,1288606177039.0,1132084996278.0,589707261960.0,1.17,2.24,18.87,20.55,1.57
000905.SH,20240124,10945972582021.0,9525463972805.0,1288606177039.0,1132084996278.0,589493716785.0,1.01,1.93,18.32,19.95,1.53
000905.SH,20240123,10777127475079.0,9373131984290.0,1288590991961.0,1131781135767.0,589336538054.0,0.88,1.7,18.04,19.64,1.5
000905.SH,20240122,10595444457044.0,9216657788943.0,1288590829605.0,1131780556411.0,589335958698.0,0.97,1.86,17.73,19.31,1.48
000905.SH,20240119,11123759088709.0,9671162617428.0,1288589678348.0,1131169398790.0,588759581268.0,0.69,1.33,18.62,20.29,1.55
000905.SH,20240118,11225151993085.0,9759655684843.0,1288585866177.0,1131169299579.0,588895610281.0,1.05,2.02,18.79,20.47,1.57
000905.SH,20240117,11233282664780.0,9741232317340.0,1288585806060.0,1130328039462.0,588891550164.0,0.7,1.34,18.8,20.49,1.57
000905.SH,20240116,11514173759540.0,9977837019121.0,1288585747998.0,1130326091975.0,588885502677.0,0.73,1.41,19.27,21.01,1.61
000905.SH,20240115,11519419118476.0,9979983819801.0,1288585747998.0,1130325439918.0,588830254877.0,0.65,1.26,19.28,21.02,1.61
000905.SH,20240112,11542946929583.0,9994827101024.0,1288585747998.0,1130222188717.0,588830002958.0,0.68,1.3,19.32,21.05,1.61
000905.SH,20240111,11569148100455.0,10017716491825.0,1288583971548.0,1130217900517.0,588829499758.0,0.75,1.44,19.36,21.1,1.62
000905.SH,20240110,11442313411565.0,9908468756768.0,1288584066548.0,1130217900517.0,588893862821.0,0.63,1.21,19.15,20.87,1.6
000905.SH,20240109,11489009669645.0,9949538681044.0,1288584066548.0,1130217900517.0,588894862821.0,0.7,1.34,19.23,20.95,1.6
000905.SH,20240108,11461370701054.0,9922566002785.0,1288583530830.0,1130216979221.0,588893924025.0,0.74,1.42,19.18,20.9,1.6
000905.SH,20240105,11711175355527.0,10133221259850.0,1288582408746.0,1130190497452.0,588884357521.0,0.79,1.52,19.6,21.36,1.64
000905.SH,20240104,11852304835217.0,10263615864927.0,1288294655625.0,1130189992066.0,588817319861.0,0.7,1.34,19.84,21.62,1.66
000905.SH,20240103,11940690409949.0,10340173816872.0,1288290310542.0,1130169245039.0,588691821814.0,0.77,1.47,19.98,21.78,1.67
000905.SH,20240102,11947850971788.0,10343854472552.0,1288171999299.0,1130089888556.0,588722033831.0,0.82,1.58,20.0,21.79,1.67
000905.SH,20231229,11973351854981.0,10322510894196.0,1288171199245.0,1129207367787.0,588538930204.0,0.81,1.55,20.04,21.84,1.67
000905.SH,20231228,11882849846924.0,10241621066757.0,1288121876197.0,1129207368537.0,588506661016.0,0.95,1.83,19.89,21.67,1.66
000905.SH,20231227,11688862138980.0,10078095137124.0,1288121876197.0,1129184754297.0,588484046776.0,0.67,1.28,19.56,21.32,1.63
000905.SH,20231226,11624432529660.0,10022113552178.0,1288121922298.0,1129183166104.0,588481706219.0,0.6,1.15,19.46,21.2,1.62
000905.SH,20231225,11746218716468.0,10124939590311.0,1288121283507.0,1129183124650.0,588516141775.0,0.58,1.12,19.66,21.42,1.64
000905.SH,20231222,11745439486145.0,10116607483259.0,1288099759482.0,1129160466287.0,588493483412.0,0.8,1.54,19.66,21.42,1.64
000905.SH,20231221,11800214462039.0,10163982011764.0,1288115308583.0,1129160466287.0,588499458412.0,0.72,1.39,19.75,21.52,1.65
