indiv_din_ts_code,indiv_din_trade_date,indiv_din_total_mv,indiv_din_float_mv,indiv_din_total_share,indiv_din_float_share,indiv_din_free_share,indiv_din_turnover_rate,indiv_din_turnover_rate_f,indiv_din_pe,indiv_din_pe_ttm,indiv_din_pb
000300.SH,20250520,57296382780721.0,43177360225895.0,4210903038265.0,3265005621464.0,1109448281765.0,0.32,0.95,12.68,12.59,1.32
000300.SH,20250519,56999871605121.0,42995931775047.0,4210807645285.0,3265033246484.0,1109475906785.0,0.3,0.89,12.62,12.53,1.31
000300.SH,20250516,57160822811741.0,43134968306351.0,4210807238397.0,3265031860846.0,1109474521147.0,0.36,1.07,12.65,12.56,1.31
000300.SH,20250515,57498588897468.0,43410675422104.0,4210863120065.0,3265011923383.0,1109530402740.0,0.42,1.24,12.73,12.64,1.32
000300.SH,20250514,57880736958326.0,43704957879387.0,4210862444484.0,3265011247802.0,1109540129431.0,0.53,1.55,12.81,12.72,1.33
000300.SH,20250513,57207610043948.0,43183953515116.0,4210861713867.0,3265010827210.0,1109539708839.0,0.45,1.33,12.66,12.57,1.31
000300.SH,20250512,57047996766778.0,43060057254944.0,4210860081801.0,3265007288439.0,1109567907035.0,0.47,1.38,12.63,12.54,1.31
000300.SH,20250509,56605270933814.0,42669961424928.0,4210646070384.0,3264792322915.0,1109352941511.0,0.37,1.08,12.53,12.44,1.3
000300.SH,20250508,56622485995641.0,42663334125053.0,4210643740832.0,3264791142111.0,1109325632438.0,0.38,1.13,12.54,12.45,1.3
000300.SH,20250507,56454057896080.0,42495797179430.0,4210640249427.0,3264763342680.0,1109305694093.0,0.49,1.45,12.5,12.41,1.29
000300.SH,20250506,55943023954215.0,42130910098382.0,4210639251074.0,3264762460604.0,1109324219816.0,0.49,1.43,12.39,12.3,1.28
000300.SH,20250430,55546974708800.0,41808310557857.0,4210867211574.0,3264762460604.0,1122568487604.0,0.44,1.28,12.3,12.21,1.27
000300.SH,20250429,55902900814110.0,42006589058000.0,4210867211574.0,3264722251346.0,1129137383790.0,0.34,0.99,12.19,12.3,1.3
000300.SH,20250428,56091346140114.0,42144605812443.0,4210868468385.0,3264627515892.0,1130079687901.0,0.38,1.11,12.17,12.32,1.31
000300.SH,20250425,56019360223528.0,42137646953845.0,4210868113076.0,3264599014435.0,1136820119549.0,0.38,1.1,12.12,12.26,1.31
000300.SH,20250424,56090408042631.0,42191863711027.0,4210866269882.0,3264597926269.0,1137549743912.0,0.36,1.03,12.11,12.29,1.31
000300.SH,20250423,55966130839050.0,42104667562392.0,4210866135490.0,3264597181752.0,1137241496505.0,0.4,1.16,12.12,12.27,1.31
000300.SH,20250422,56031504779108.0,42110696913683.0,4210866132778.0,3262961987778.0,1138557527721.0,0.39,1.1,12.12,12.29,1.31
000300.SH,20250421,55874575240404.0,42017467105515.0,4210866665206.0,3262962012964.0,1141723322946.0,0.37,1.06,12.07,12.25,1.31
000300.SH,20250418,55934801766991.0,41988548485160.0,4210864762454.0,3262378192082.0,1141490637604.0,0.32,0.9,12.1,12.26,1.31
000300.SH,20250417,55862072746374.0,41970987753139.0,4210549726327.0,3262336034158.0,1141836267174.0,0.38,1.07,12.09,12.25,1.31
000300.SH,20250416,55862387641424.0,41971095152149.0,4210549773847.0,3262336009598.0,1142239529698.0,0.48,1.37,12.09,12.26,1.32
000300.SH,20250415,55502681337635.0,41720096397916.0,4210560568876.0,3262328681253.0,1141967347891.0,0.41,1.17,12.01,12.17,1.31
000300.SH,20250414,55310783817958.0,41603523075791.0,4210560502964.0,3262328634253.0,1141747421574.0,0.5,1.44,11.96,12.14,1.3
000300.SH,20250411,55028777262678.0,41437273195027.0,4210563398640.0,3262353402178.0,1141747421574.0,0.52,1.48,11.92,12.09,1.29
000300.SH,20250410,54895214315009.0,41346115758498.0,4210563120392.0,3262353140955.0,1141955117831.0,0.7,1.99,11.89,12.07,1.29
000300.SH,20250409,54452494696424.0,40941563238386.0,4210560348131.0,3262349920313.0,1141955117831.0,0.8,2.3,11.8,11.97,1.28
000300.SH,20250408,54130060556262.0,40652866296050.0,4210560348131.0,3262349962638.0,1142081949628.0,0.86,2.45,11.73,11.9,1.27
000300.SH,20250407,53075720147508.0,39875045628313.0,4210639870322.0,3261597330164.0,1142185554450.0,0.96,2.74,11.5,11.67,1.25
000300.SH,20250403,56493807236733.0,42618173597889.0,4210635393640.0,3261596068410.0,1144124931525.0,0.44,1.25,12.24,12.42,1.33
000300.SH,20250402,56571544981362.0,42744878693079.0,4210634471232.0,3261594866091.0,1143576310978.0,0.35,0.99,12.28,12.44,1.33
000300.SH,20250401,56556634197012.0,42748350957561.0,4210358009936.0,3261319182063.0,1141110810624.0,0.43,1.23,12.28,12.43,1.33
000300.SH,20250331,56613112917001.0,42754102123251.0,4210233758769.0,3261312403575.0,1139675239003.0,0.51,1.46,12.16,12.38,1.33
000300.SH,20250328,56737928831535.0,42941542283390.0,4210233178517.0,3261258788591.0,1139494933382.0,0.39,1.11,12.25,12.43,1.35
000300.SH,20250327,57070179130393.0,43163178737769.0,4210233364017.0,3261255677412.0,1139594244699.0,0.39,1.11,12.48,12.53,1.36
000300.SH,20250326,56864948463123.0,43029663455390.0,4210215198526.0,3261237493294.0,1139997907264.0,0.4,1.15,12.74,12.5,1.36
000300.SH,20250325,56999416096092.0,43142480000348.0,4210210761719.0,3261235676539.0,1139887038422.0,0.43,1.23,12.79,12.55,1.36
000300.SH,20250324,56937247282652.0,43091269318510.0,4210210761719.0,3261229249985.0,1140354130148.0,0.47,1.34,12.8,12.55,1.36
000300.SH,20250321,56642339213143.0,42867662805123.0,4210260148419.0,3261276583735.0,1139963779167.0,0.51,1.46,12.82,12.54,1.35
000300.SH,20250320,57333318686819.0,43431749372631.0,4210253585590.0,3261276583735.0,1138672806660.0,0.41,1.17,13.0,12.7,1.37
000300.SH,20250319,57744806727865.0,43766544326573.0,4210253585586.0,3261276610840.0,1138649808452.0,0.44,1.27,13.28,12.85,1.38
000300.SH,20250318,57639679950416.0,43723887030721.0,4210253929734.0,3261276620513.0,1138097476353.0,0.43,1.23,13.26,12.83,1.38
000300.SH,20250317,57599451072403.0,43691781663705.0,4210280215335.0,3261279515839.0,1138048953768.0,0.5,1.43,13.25,12.82,1.38
000300.SH,20250314,57577843654282.0,43709933732060.0,4208114404729.0,3261227700245.0,1136338526440.0,0.66,1.9,13.26,12.82,1.38
000300.SH,20250313,56334973968192.0,42698298941508.0,4201498356002.0,3255232724543.0,1130126283485.0,0.48,1.39,12.97,12.54,1.35
000300.SH,20250312,56400893175100.0,42763046413301.0,4201499746348.0,3255232078749.0,1129105335914.0,0.48,1.39,12.99,12.56,1.35
000300.SH,20250311,56596546308936.0,42949404819668.0,4201369946348.0,3255232078749.0,1129019792906.0,0.44,1.28,13.04,12.6,1.36
000300.SH,20250310,56387839648975.0,42795842985528.0,4201360596851.0,3255232078552.0,1125801041872.0,0.47,1.36,12.99,12.55,1.35
000300.SH,20250307,56685299906368.0,42997712924909.0,4201873911236.0,3255745392937.0,1125904614912.0,0.51,1.48,13.06,12.62,1.36
000300.SH,20250306,56819942603562.0,43090617687133.0,4201849861616.0,3255724108400.0,1122367639402.0,0.6,1.73,13.1,12.65,1.36
000300.SH,20250305,56299767475918.0,42635439706694.0,4201300066864.0,3255722639504.0,1114837907303.0,0.49,1.42,12.98,12.54,1.35
000300.SH,20250304,55897223741708.0,42377065769042.0,4201376748342.0,3255654269440.0,1109070457837.0,0.46,1.35,12.88,12.45,1.34
000300.SH,20250303,56195977205639.0,42559166054974.0,4211165434823.0,3262033377928.0,1114646990075.0,0.54,1.59,12.96,12.54,1.35
000300.SH,20250228,56295094636931.0,42594670531988.0,4211052967764.0,3261920910869.0,1112921478238.0,0.61,1.78,12.98,12.55,1.35
000300.SH,20250227,57219345749392.0,43319758565793.0,4211171371764.0,3261920910869.0,1110965175993.0,0.62,1.83,13.19,12.74,1.37
000300.SH,20250226,57027345369563.0,43169568306897.0,4210739383395.0,3261451757761.0,1106113233533.0,0.59,1.73,13.14,12.69,1.37
000300.SH,20250225,56641068794696.0,42863510331649.0,4210733808395.0,3261451757761.0,1105114233533.0,0.55,1.61,13.05,12.61,1.36
000300.SH,20250224,57282986554233.0,43327739222390.0,4210734128793.0,3261450898210.0,1104863575195.0,0.68,2.0,13.2,12.76,1.37
000300.SH,20250221,57506561089444.0,43422318506720.0,4210734128793.0,3261448875680.0,1104955627452.0,0.7,2.06,13.26,12.8,1.38
000300.SH,20250220,56993041364498.0,43095659949297.0,4210734128793.0,3261448875680.0,1104789913929.0,0.5,1.48,13.14,12.7,1.37
000300.SH,20250219,57166108260540.0,42750593057915.0,4210734128793.0,3204071822363.0,1104786913929.0,0.57,1.65,13.18,12.74,1.37
000300.SH,20250218,56979677026167.0,42579231449373.0,4210734128793.0,3204071822363.0,1104341535221.0,0.65,1.9,13.13,12.7,1.36
000300.SH,20250217,57258505018413.0,42815914796783.0,4210732839789.0,3204071723138.0,1104348194168.0,0.67,1.93,13.2,12.76,1.37
000300.SH,20250214,57170628718278.0,42750982484953.0,4210737320978.0,3204055273265.0,1104113719356.0,0.54,1.57,13.18,12.74,1.37
000300.SH,20250213,56772566218239.0,42451108244739.0,4210433919732.0,3203751872019.0,1103851391340.0,0.54,1.56,13.09,12.66,1.36
000300.SH,20250212,56903443692458.0,42534618608458.0,4210433919732.0,3203751872019.0,1103875889840.0,0.51,1.49,13.12,12.68,1.36
000300.SH,20250211,56443797375688.0,42205726948093.0,4210430006499.0,3203747958786.0,1103918486079.0,0.52,1.51,13.01,12.58,1.35
000300.SH,20250210,56441680540238.0,42253231989809.0,4209988780200.0,3202977226527.0,1103295653043.0,0.59,1.71,13.01,12.58,1.35
000300.SH,20250207,56299479439903.0,42200584000754.0,4209988780200.0,3202977227727.0,1103305994912.0,0.69,2.01,12.97,12.55,1.35
000300.SH,20250206,55786971634115.0,41744546480599.0,4209918209935.0,3202916504652.0,1103245593437.0,0.52,1.52,12.86,12.44,1.34
000300.SH,20250205,55251127431574.0,41332794985061.0,4209983707041.0,3202983562900.0,1103327239285.0,0.49,1.42,12.73,12.32,1.32
000300.SH,20250127,55803594902336.0,41751468463573.0,4209982585707.0,3202951538763.0,1103289033565.0,0.46,1.33,12.86,12.44,1.34
000300.SH,20250124,55706122680357.0,41673121066244.0,4209702299967.0,3194660508773.0,1102801744054.0,0.47,1.35,12.84,12.43,1.33
000300.SH,20250123,55469854228456.0,41375883509596.0,4209709555898.0,3189969775373.0,1098111010654.0,0.57,1.64,12.78,12.38,1.33
000300.SH,20250122,55085352286540.0,41140137871882.0,4209714607072.0,3189969775373.0,1098111010654.0,0.43,1.25,12.69,12.3,1.32
000300.SH,20250121,55604906896569.0,41561853061190.0,4209714607072.0,3189757500163.0,1097928317059.0,0.44,1.29,12.81,12.41,1.33
000300.SH,20250120,55708466609503.0,41585447380184.0,4209714671987.0,3189757500163.0,1097657525888.0,0.44,1.27,12.84,12.43,1.33
000300.SH,20250117,55702109715441.0,41515147285365.0,4208917723203.0,3188836516069.0,1097620344526.0,0.4,1.15,12.84,12.44,1.33
000300.SH,20250116,55678717236463.0,41474849927094.0,4208917723129.0,3188836515995.0,1097585510849.0,0.45,1.32,12.83,12.43,1.33
000300.SH,20250115,55496907084041.0,41383458672332.0,4208950960853.0,3188838044713.0,1097647614922.0,0.44,1.29,12.79,12.4,1.33
000300.SH,20250114,55748782537187.0,41597148242062.0,4209026795088.0,3188901251348.0,1097779006557.0,0.54,1.55,12.85,12.47,1.34
000300.SH,20250113,54613279267310.0,40683337623502.0,4207341423497.0,3188898843764.0,1097778614973.0,0.43,1.24,12.59,12.21,1.31
000300.SH,20250110,54821644798433.0,40832739149523.0,4207340927705.0,3188904958948.0,1097784730157.0,0.43,1.25,12.63,12.26,1.31
000300.SH,20250109,55495763726587.0,41308768480566.0,4207243093148.0,3188807124391.0,1097686895600.0,0.41,1.18,12.79,12.41,1.33
000300.SH,20250108,55854581495928.0,41535508011407.0,4207243093148.0,3188807124391.0,1097709818400.0,0.53,1.54,12.87,12.49,1.34
000300.SH,20250107,55798946529495.0,41558738440006.0,4207243093148.0,3188807124391.0,1097920839999.0,0.46,1.33,12.86,12.48,1.33
000300.SH,20250106,55494690149160.0,41358302760183.0,4207666393282.0,3188947835263.0,1097920839999.0,0.47,1.37,12.79,12.41,1.33
000300.SH,20250103,55617449510407.0,41380633895165.0,4207645204264.0,3188763925563.0,1096856690139.0,0.55,1.6,12.82,12.43,1.33
000300.SH,20250102,56182310103462.0,41811392225694.0,4206565299595.0,3187875075532.0,1096846250699.0,0.68,1.99,12.95,12.56,1.34
000300.SH,20241231,57829744942686.0,43032527557030.0,4206565299595.0,3187875075532.0,1095851497639.0,0.58,1.68,13.33,12.93,1.38
000300.SH,20241230,58532893754727.0,43615959490399.0,4206853421552.0,3187854781414.0,1095844234626.0,0.52,1.5,13.49,13.09,1.4
