trade_date,macro_shibor_on,macro_shibor_1w,macro_shibor_2w,macro_shibor_1m,macro_shibor_3m,macro_shibor_6m,macro_shibor_9m,macro_shibor_1y,macro_gdp_gdp,macro_gdp_gdp_yoy,macro_gdp_pi,macro_gdp_pi_yoy,macro_gdp_si,macro_gdp_si_yoy,macro_gdp_ti,macro_gdp_ti_yoy,macro_cpi_nt_val,macro_cpi_nt_yoy,macro_cpi_nt_mom,macro_cpi_nt_accu,macro_cpi_town_val,macro_cpi_town_yoy,macro_cpi_town_mom,macro_cpi_town_accu,macro_cpi_cnt_val,macro_cpi_cnt_yoy,macro_cpi_cnt_mom,macro_cpi_cnt_accu,macro_ppi_ppi_yoy,macro_ppi_ppi_mp_yoy,macro_ppi_ppi_mp_qm_yoy,macro_ppi_ppi_mp_rm_yoy,macro_ppi_ppi_mp_p_yoy,macro_ppi_ppi_cg_yoy,macro_ppi_ppi_cg_f_yoy,macro_ppi_ppi_cg_c_yoy,macro_ppi_ppi_cg_adu_yoy,macro_ppi_ppi_cg_dcg_yoy,macro_ppi_ppi_mom,macro_ppi_ppi_mp_mom,macro_ppi_ppi_mp_qm_mom,macro_ppi_ppi_mp_rm_mom,macro_ppi_ppi_mp_p_mom,macro_ppi_ppi_cg_mom,macro_ppi_ppi_cg_f_mom,macro_ppi_ppi_cg_c_mom,macro_ppi_ppi_cg_adu_mom,macro_ppi_ppi_cg_dcg_mom,macro_ppi_ppi_accu,macro_ppi_ppi_mp_accu,macro_ppi_ppi_mp_qm_accu,macro_ppi_ppi_mp_rm_accu,macro_ppi_ppi_mp_p_accu,macro_ppi_ppi_cg_accu,macro_ppi_ppi_cg_f_accu,macro_ppi_ppi_cg_c_accu,macro_ppi_ppi_cg_adu_accu,macro_ppi_ppi_cg_dcg_accu,macro_m_m0,macro_m_m0_yoy,macro_m_m0_mom,macro_m_m1,macro_m_m1_yoy,macro_m_m1_mom,macro_m_m2,macro_m_m2_yoy,macro_m_m2_mom,macro_sf_inc_month,macro_sf_inc_cumval,macro_sf_stk_endval,macro_ust_y5,macro_ust_y7,macro_ust_y10,macro_ust_y20,macro_ust_y30,macro_im_spx_macro_im_ts_code,macro_im_spx_macro_im_open,macro_im_spx_macro_im_close,macro_im_spx_macro_im_high,macro_im_spx_macro_im_low,macro_im_spx_macro_im_pre_close,macro_im_spx_macro_im_change,macro_im_spx_macro_im_pct_chg,macro_im_spx_macro_im_swing,macro_im_spx_macro_im_vol,macro_im_hsi_macro_im_ts_code,macro_im_hsi_macro_im_open,macro_im_hsi_macro_im_close,macro_im_hsi_macro_im_high,macro_im_hsi_macro_im_low,macro_im_hsi_macro_im_pre_close,macro_im_hsi_macro_im_change,macro_im_hsi_macro_im_pct_chg,macro_im_hsi_macro_im_swing,macro_im_hsi_macro_im_vol
2023-09-25,1.694,2.005,2.812,2.229,2.282,2.32,2.374,2.416,593034.2,5.5,30416.2,3.7,230681.5,4.3,331936.5,6.4,100.1,0.1,0.3,100.5,100.2,0.2,0.2,100.5,99.8,-0.2,0.4,100.3,-3.0,-3.7,-9.9,-4.0,-3.1,-0.2,-0.2,1.0,0.6,-1.2,0.2,0.3,0.9,1.4,-0.2,0.1,0.6,-0.2,-0.3,-0.1,-3.2,-4.2,-8.1,-5.2,-3.4,0.3,0.9,1.5,0.6,-0.8,106515.36,9.5,0.36,679588.35,2.2,0.35,2869343.25,10.6,0.54,31279.0,252152.0,368.61,2.37,2.26,2.18,2.22,2.28,SPX,4310.62,4337.44,4338.51,4302.7,4320.06,17.38,0.4,0.83,1858119.0,HSI,18046.89,17729.29,18046.89,17722.49,18057.45,-328.16,-1.82,1.8,1552391.0
2023-09-26,1.741,1.969,3.035,2.26,2.294,2.335,2.386,2.432,593034.2,5.5,30416.2,3.7,230681.5,4.3,331936.5,6.4,100.1,0.1,0.3,100.5,100.2,0.2,0.2,100.5,99.8,-0.2,0.4,100.3,-3.0,-3.7,-9.9,-4.0,-3.1,-0.2,-0.2,1.0,0.6,-1.2,0.2,0.3,0.9,1.4,-0.2,0.1,0.6,-0.2,-0.3,-0.1,-3.2,-4.2,-8.1,-5.2,-3.4,0.3,0.9,1.5,0.6,-0.8,106515.36,9.5,0.36,679588.35,2.2,0.35,2869343.25,10.6,0.54,31279.0,252152.0,368.61,2.42,2.3,2.23,2.26,2.33,SPX,4312.88,4273.53,4313.01,4265.98,4337.44,-63.91,-1.47,1.08,2129442.0,HSI,17661.85,17466.9,17718.18,17379.44,17729.29,-262.39,-1.48,1.91,1909387.0
2023-09-27,1.706,1.848,3.112,2.278,2.303,2.353,2.399,2.44,593034.2,5.5,30416.2,3.7,230681.5,4.3,331936.5,6.4,100.1,0.1,0.3,100.5,100.2,0.2,0.2,100.5,99.8,-0.2,0.4,100.3,-3.0,-3.7,-9.9,-4.0,-3.1,-0.2,-0.2,1.0,0.6,-1.2,0.2,0.3,0.9,1.4,-0.2,0.1,0.6,-0.2,-0.3,-0.1,-3.2,-4.2,-8.1,-5.2,-3.4,0.3,0.9,1.5,0.6,-0.8,106515.36,9.5,0.36,679588.35,2.2,0.35,2869343.25,10.6,0.54,31279.0,252152.0,368.61,2.44,2.33,2.27,2.29,2.35,SPX,4282.63,4274.51,4292.07,4238.63,4273.53,0.98,0.02,1.25,2299297.0,HSI,17472.11,17611.87,17655.31,17472.11,17466.9,144.97,0.83,1.05,1571624.0
2023-09-28,2.155,2.195,3.231,2.285,2.302,2.356,2.402,2.446,593034.2,5.5,30416.2,3.7,230681.5,4.3,331936.5,6.4,100.1,0.1,0.3,100.5,100.2,0.2,0.2,100.5,99.8,-0.2,0.4,100.3,-3.0,-3.7,-9.9,-4.0,-3.1,-0.2,-0.2,1.0,0.6,-1.2,0.2,0.3,0.9,1.4,-0.2,0.1,0.6,-0.2,-0.3,-0.1,-3.2,-4.2,-8.1,-5.2,-3.4,0.3,0.9,1.5,0.6,-0.8,106515.36,9.5,0.36,679588.35,2.2,0.35,2869343.25,10.6,0.54,31279.0,252152.0,368.61,2.35,2.26,2.2,2.23,2.29,SPX,4269.65,4299.7,4317.27,4264.38,4274.51,25.19,0.59,1.24,2235764.0,HSI,17472.11,17611.87,17655.31,17472.11,17466.9,144.97,0.83,1.05,1571624.0
2023-10-09,1.73,1.801,1.802,2.236,2.3,2.357,2.402,2.447,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.58,2.51,2.47,2.49,2.54,SPX,4289.02,4335.66,4341.73,4283.79,4308.5,27.16,0.63,1.34,1991525.0,HSI,17500.37,17517.4,17633.19,17447.76,17485.98,31.42,0.18,1.06,1221298.0
2023-10-10,1.827,1.861,1.9,2.237,2.302,2.36,2.408,2.452,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.44,2.38,2.34,2.38,2.43,SPX,4339.75,4358.24,4385.46,4339.64,4335.66,22.58,0.52,1.06,2160881.0,HSI,17726.63,17664.73,17916.62,17638.01,17517.4,147.33,0.84,1.59,1596847.0
2023-10-11,1.864,1.895,1.965,2.236,2.304,2.364,2.416,2.457,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.39,2.31,2.26,2.29,2.34,SPX,4366.59,4376.95,4378.64,4345.34,4358.24,18.71,0.43,0.76,2115648.0,HSI,17956.83,17893.1,18022.45,17889.71,17664.73,228.37,1.29,0.75,2029134.0
2023-10-12,1.81,1.889,2.057,2.234,2.305,2.368,2.423,2.463,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.46,2.4,2.36,2.41,2.46,SPX,4380.94,4349.61,4385.85,4325.43,4376.95,-27.34,-0.62,1.38,2344769.0,HSI,18258.26,18238.21,18290.91,18175.35,17893.1,345.11,1.93,0.65,3861575.0
2023-10-13,1.741,1.893,1.994,2.229,2.308,2.38,2.428,2.466,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.39,2.32,2.29,2.33,2.38,SPX,4360.49,4327.78,4377.1,4311.97,4349.61,-21.83,-0.5,1.5,2302663.0,HSI,17946.77,17813.45,18013.67,17776.95,18238.21,-424.76,-2.33,1.3,2139651.0
2023-10-16,1.722,1.793,1.882,2.223,2.309,2.387,2.432,2.474,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.42,2.37,2.33,2.38,2.44,SPX,4342.37,4373.63,4383.33,4342.37,4327.78,45.85,1.06,0.95,2124400.0,HSI,17803.31,17640.36,17858.18,17601.5,17813.45,-173.09,-0.97,1.44,1904582.0
2023-10-17,1.814,1.844,1.938,2.218,2.313,2.394,2.44,2.482,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.54,2.46,2.42,2.43,2.47,SPX,4345.23,4373.2,4393.57,4337.54,4373.63,-0.43,-0.01,1.28,2355660.0,HSI,17806.23,17773.34,17815.71,17671.99,17640.36,132.98,0.75,0.81,1730955.0
2023-10-18,1.835,1.899,1.943,2.219,2.321,2.403,2.451,2.49,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.57,2.51,2.47,2.48,2.5,SPX,4357.35,4314.6,4364.2,4303.84,4373.2,-58.6,-1.34,1.38,2390659.0,HSI,17728.25,17732.52,17831.18,17625.89,17773.34,-40.82,-0.23,1.16,1937541.0
2023-10-19,1.859,1.929,1.967,2.226,2.333,2.411,2.458,2.497,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.43,2.46,2.49,2.53,2.55,SPX,4321.36,4278.0,4339.54,4269.69,4314.6,-36.6,-0.85,1.62,2635705.0,HSI,17540.46,17295.89,17540.46,17292.36,17732.52,-436.63,-2.46,1.4,2272466.0
2023-10-20,1.907,2.103,2.446,2.235,2.34,2.417,2.464,2.502,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.39,2.43,2.46,2.52,2.55,SPX,4273.85,4224.16,4276.56,4223.03,4278.0,-53.84,-1.26,1.25,2734219.0,HSI,17127.26,17172.13,17309.74,17118.07,17295.89,-123.76,-0.72,1.11,1989911.0
2023-10-23,1.931,1.933,2.583,2.245,2.35,2.427,2.468,2.504,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.4,2.42,2.45,2.49,2.52,SPX,4210.4,4217.04,4255.84,4189.22,4224.16,-7.12,-0.17,1.58,2454582.0,HSI,17127.26,17172.13,17309.74,17118.07,17295.89,-123.76,-0.72,1.11,1989911.0
2023-10-24,1.877,1.988,2.66,2.256,2.364,2.439,2.476,2.507,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.44,2.44,2.43,2.46,2.47,SPX,4235.79,4247.68,4259.38,4219.43,4217.04,30.64,0.73,0.95,2472963.0,HSI,17053.15,16991.53,17139.53,16879.66,17172.13,-180.6,-1.05,1.51,2116174.0
2023-10-25,1.952,2.006,2.711,2.266,2.378,2.451,2.487,2.512,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.49,2.5,2.52,2.55,2.56,SPX,4232.42,4186.77,4232.42,4181.42,4247.68,-60.91,-1.43,1.2,2665565.0,HSI,17465.43,17085.33,17465.82,17001.43,16991.53,93.8,0.55,2.73,2499934.0
2023-10-26,1.65,2.045,2.515,2.268,2.39,2.454,2.489,2.512,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.42,2.43,2.44,2.47,2.5,SPX,4175.99,4137.23,4183.6,4127.9,4186.77,-49.54,-1.18,1.33,2959734.0,HSI,17085.12,17044.61,17174.08,16917.22,17085.33,-40.72,-0.24,1.5,1967216.0
2023-10-27,1.626,2.053,2.488,2.269,2.399,2.457,2.492,2.515,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.37,2.39,2.42,2.48,2.51,SPX,4152.93,4117.37,4156.7,4103.78,4137.23,-19.86,-0.48,1.28,2784711.0,HSI,17160.23,17398.73,17497.72,17078.24,17044.61,354.12,2.08,2.46,2452090.0
2023-10-30,1.695,2.041,2.364,2.271,2.406,2.466,2.498,2.523,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5,2.4,2.42,2.44,2.49,2.52,SPX,4139.39,4166.82,4177.47,4132.94,4117.37,49.45,1.2,1.08,2600517.0,HSI,17225.65,17406.36,17406.36,17225.65,17398.73,7.63,0.04,1.04,2665231.0
2023-10-31,1.75,1.965,2.476,2.268,2.415,2.475,2.504,2.53,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,99.8,-0.2,-0.1,100.4,99.9,-0.1,-0.1,100.4,99.5,-0.5,-0.1,100.2,-2.6,-3.0,-6.2,-2.3,-3.0,-0.9,-1.2,0.4,0.4,-2.0,0.0,0.1,2.4,0.4,-0.2,-0.1,-0.3,0.1,0.0,-0.1,-3.1,-4.0,-7.8,-4.7,-3.3,0.1,0.5,1.3,0.6,-0.9,108565.35,10.2,-0.63,674696.07,1.9,-0.55,2882276.07,10.3,-0.5,18441.0,311919.0,374.17,2.42,2.44,2.46,2.49,2.51,SPX,4171.33,4193.8,4195.55,4153.12,4166.82,26.98,0.65,1.02,2701787.0,HSI,17337.7,17112.48,17337.7,17042.1,17406.36,-293.88,-1.69,1.7,2112804.0
2023-11-01,1.789,1.889,2.459,2.265,2.421,2.481,2.505,2.536,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,99.8,-0.2,-0.1,100.4,99.9,-0.1,-0.1,100.4,99.5,-0.5,-0.1,100.2,-2.6,-3.0,-6.2,-2.3,-3.0,-0.9,-1.2,0.4,0.4,-2.0,0.0,0.1,2.4,0.4,-0.2,-0.1,-0.3,0.1,0.0,-0.1,-3.1,-4.0,-7.8,-4.7,-3.3,0.1,0.5,1.3,0.6,-0.9,108565.35,10.2,-0.63,674696.07,1.9,-0.55,2882276.07,10.3,-0.5,18441.0,311919.0,374.17,2.31,2.33,2.36,2.41,2.44,SPX,4201.27,4237.86,4245.64,4197.74,4193.8,44.06,1.05,1.14,2804876.0,HSI,17139.4,17101.78,17188.85,16979.26,17112.48,-10.7,-0.06,1.22,1529284.0
2023-11-02,1.494,1.837,1.969,2.262,2.426,2.485,2.51,2.541,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,99.8,-0.2,-0.1,100.4,99.9,-0.1,-0.1,100.4,99.5,-0.5,-0.1,100.2,-2.6,-3.0,-6.2,-2.3,-3.0,-0.9,-1.2,0.4,0.4,-2.0,0.0,0.1,2.4,0.4,-0.2,-0.1,-0.3,0.1,0.0,-0.1,-3.1,-4.0,-7.8,-4.7,-3.3,0.1,0.5,1.3,0.6,-0.9,108565.35,10.2,-0.63,674696.07,1.9,-0.55,2882276.07,10.3,-0.5,18441.0,311919.0,374.17,2.3,2.28,2.27,2.29,2.32,SPX,4268.26,4317.78,4319.72,4268.26,4237.86,79.92,1.89,1.21,2808160.0,HSI,17282.39,17230.59,17459.43,17176.01,17101.78,128.81,0.75,1.66,1802715.0
2023-11-03,1.623,1.742,1.902,2.25,2.43,2.491,2.514,2.543,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,99.8,-0.2,-0.1,100.4,99.9,-0.1,-0.1,100.4,99.5,-0.5,-0.1,100.2,-2.6,-3.0,-6.2,-2.3,-3.0,-0.9,-1.2,0.4,0.4,-2.0,0.0,0.1,2.4,0.4,-0.2,-0.1,-0.3,0.1,0.0,-0.1,-3.1,-4.0,-7.8,-4.7,-3.3,0.1,0.5,1.3,0.6,-0.9,108565.35,10.2,-0.63,674696.07,1.9,-0.55,2882276.07,10.3,-0.5,18441.0,311919.0,374.17,2.17,2.18,2.18,2.24,2.28,SPX,4334.23,4358.34,4373.62,4334.23,4317.78,40.56,0.94,0.91,2683282.0,HSI,17405.91,17664.12,17729.43,17352.6,17230.59,433.53,2.52,2.19,1998722.0
2023-11-06,1.579,1.752,1.948,2.249,2.438,2.495,2.516,2.544,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,99.8,-0.2,-0.1,100.4,99.9,-0.1,-0.1,100.4,99.5,-0.5,-0.1,100.2,-2.6,-3.0,-6.2,-2.3,-3.0,-0.9,-1.2,0.4,0.4,-2.0,0.0,0.1,2.4,0.4,-0.2,-0.1,-0.3,0.1,0.0,-0.1,-3.1,-4.0,-7.8,-4.7,-3.3,0.1,0.5,1.3,0.6,-0.9,108565.35,10.2,-0.63,674696.07,1.9,-0.55,2882276.07,10.3,-0.5,18441.0,311919.0,374.17,2.25,2.25,2.25,2.29,2.32,SPX,4364.27,4365.98,4372.21,4347.53,4358.34,7.64,0.18,0.57,2177065.0,HSI,17913.54,17966.59,18037.94,17899.35,17664.12,302.47,1.71,0.78,2764092.0
2023-11-07,1.637,1.817,1.995,2.245,2.445,2.501,2.521,2.546,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,99.8,-0.2,-0.1,100.4,99.9,-0.1,-0.1,100.4,99.5,-0.5,-0.1,100.2,-2.6,-3.0,-6.2,-2.3,-3.0,-0.9,-1.2,0.4,0.4,-2.0,0.0,0.1,2.4,0.4,-0.2,-0.1,-0.3,0.1,0.0,-0.1,-3.1,-4.0,-7.8,-4.7,-3.3,0.1,0.5,1.3,0.6,-0.9,108565.35,10.2,-0.63,674696.07,1.9,-0.55,2882276.07,10.3,-0.5,18441.0,311919.0,374.17,2.21,2.2,2.19,2.22,2.25,SPX,4366.21,4378.38,4386.26,4355.41,4365.98,12.4,0.28,0.71,2273382.0,HSI,17850.59,17670.16,17890.63,17658.91,17966.59,-296.43,-1.65,1.29,1971243.0
2023-11-08,1.73,1.822,2.001,2.24,2.449,2.503,2.523,2.552,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,99.8,-0.2,-0.1,100.4,99.9,-0.1,-0.1,100.4,99.5,-0.5,-0.1,100.2,-2.6,-3.0,-6.2,-2.3,-3.0,-0.9,-1.2,0.4,0.4,-2.0,0.0,0.1,2.4,0.4,-0.2,-0.1,-0.3,0.1,0.0,-0.1,-3.1,-4.0,-7.8,-4.7,-3.3,0.1,0.5,1.3,0.6,-0.9,108565.35,10.2,-0.63,674696.07,1.9,-0.55,2882276.07,10.3,-0.5,18441.0,311919.0,374.17,2.22,2.18,2.15,2.16,2.18,SPX,4384.37,4382.78,4391.2,4359.76,4378.38,4.4,0.1,0.72,2285134.0,HSI,17650.51,17568.46,17753.59,17537.2,17670.16,-101.7,-0.58,1.22,2140778.0
2023-11-09,1.647,1.824,2.024,2.236,2.45,2.508,2.527,2.553,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,99.8,-0.2,-0.1,100.4,99.9,-0.1,-0.1,100.4,99.5,-0.5,-0.1,100.2,-2.6,-3.0,-6.2,-2.3,-3.0,-0.9,-1.2,0.4,0.4,-2.0,0.0,0.1,2.4,0.4,-0.2,-0.1,-0.3,0.1,0.0,-0.1,-3.1,-4.0,-7.8,-4.7,-3.3,0.1,0.5,1.3,0.6,-0.9,108565.35,10.2,-0.63,674696.07,1.9,-0.55,2882276.07,10.3,-0.5,18441.0,311919.0,374.17,2.35,2.31,2.29,2.29,2.31,SPX,4391.41,4347.35,4393.4,4343.94,4382.78,-35.43,-0.81,1.13,2361060.0,HSI,17553.26,17511.29,17617.27,17457.0,17568.46,-57.17,-0.33,0.91,1643795.0
2023-11-10,1.701,1.826,2.09,2.235,2.451,2.514,2.537,2.56,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,99.8,-0.2,-0.1,100.4,99.9,-0.1,-0.1,100.4,99.5,-0.5,-0.1,100.2,-2.6,-3.0,-6.2,-2.3,-3.0,-0.9,-1.2,0.4,0.4,-2.0,0.0,0.1,2.4,0.4,-0.2,-0.1,-0.3,0.1,0.0,-0.1,-3.1,-4.0,-7.8,-4.7,-3.3,0.1,0.5,1.3,0.6,-0.9,108565.35,10.2,-0.63,674696.07,1.9,-0.55,2882276.07,10.3,-0.5,18441.0,311919.0,374.17,2.37,2.32,2.29,2.28,2.3,SPX,4364.15,4415.24,4418.03,4353.34,4347.35,67.89,1.56,1.49,2231547.0,HSI,17350.87,17203.26,17350.87,17177.53,17511.29,-308.03,-1.76,0.99,1674485.0
