trade_date,macro_shibor_on,macro_shibor_1w,macro_shibor_2w,macro_shibor_1m,macro_shibor_3m,macro_shibor_6m,macro_shibor_9m,macro_shibor_1y,macro_gdp_gdp,macro_gdp_gdp_yoy,macro_gdp_pi,macro_gdp_pi_yoy,macro_gdp_si,macro_gdp_si_yoy,macro_gdp_ti,macro_gdp_ti_yoy,macro_cpi_nt_val,macro_cpi_nt_yoy,macro_cpi_nt_mom,macro_cpi_nt_accu,macro_cpi_town_val,macro_cpi_town_yoy,macro_cpi_town_mom,macro_cpi_town_accu,macro_cpi_cnt_val,macro_cpi_cnt_yoy,macro_cpi_cnt_mom,macro_cpi_cnt_accu,macro_ppi_ppi_yoy,macro_ppi_ppi_mp_yoy,macro_ppi_ppi_mp_qm_yoy,macro_ppi_ppi_mp_rm_yoy,macro_ppi_ppi_mp_p_yoy,macro_ppi_ppi_cg_yoy,macro_ppi_ppi_cg_f_yoy,macro_ppi_ppi_cg_c_yoy,macro_ppi_ppi_cg_adu_yoy,macro_ppi_ppi_cg_dcg_yoy,macro_ppi_ppi_mom,macro_ppi_ppi_mp_mom,macro_ppi_ppi_mp_qm_mom,macro_ppi_ppi_mp_rm_mom,macro_ppi_ppi_mp_p_mom,macro_ppi_ppi_cg_mom,macro_ppi_ppi_cg_f_mom,macro_ppi_ppi_cg_c_mom,macro_ppi_ppi_cg_adu_mom,macro_ppi_ppi_cg_dcg_mom,macro_ppi_ppi_accu,macro_ppi_ppi_mp_accu,macro_ppi_ppi_mp_qm_accu,macro_ppi_ppi_mp_rm_accu,macro_ppi_ppi_mp_p_accu,macro_ppi_ppi_cg_accu,macro_ppi_ppi_cg_f_accu,macro_ppi_ppi_cg_c_accu,macro_ppi_ppi_cg_adu_accu,macro_ppi_ppi_cg_dcg_accu,macro_m_m0,macro_m_m0_yoy,macro_m_m0_mom,macro_m_m1,macro_m_m1_yoy,macro_m_m1_mom,macro_m_m2,macro_m_m2_yoy,macro_m_m2_mom,macro_sf_inc_month,macro_sf_inc_cumval,macro_sf_stk_endval,macro_ust_y5,macro_ust_y7,macro_ust_y10,macro_ust_y20,macro_ust_y30,macro_im_spx_macro_im_ts_code,macro_im_spx_macro_im_open,macro_im_spx_macro_im_close,macro_im_spx_macro_im_high,macro_im_spx_macro_im_low,macro_im_spx_macro_im_pre_close,macro_im_spx_macro_im_change,macro_im_spx_macro_im_pct_chg,macro_im_spx_macro_im_swing,macro_im_spx_macro_im_vol,macro_im_hsi_macro_im_ts_code,macro_im_hsi_macro_im_open,macro_im_hsi_macro_im_close,macro_im_hsi_macro_im_high,macro_im_hsi_macro_im_low,macro_im_hsi_macro_im_pre_close,macro_im_hsi_macro_im_change,macro_im_hsi_macro_im_pct_chg,macro_im_hsi_macro_im_swing,macro_im_hsi_macro_im_vol
2024-10-29,1.439,1.75,1.929,1.82,1.884,1.922,1.935,1.949,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.4,0.4,0.0,100.3,100.4,0.4,-0.1,100.2,100.6,0.6,0.1,100.3,-2.8,-3.3,-2.5,-3.2,-3.3,-1.3,-1.6,-0.3,-0.3,-2.1,-0.6,-0.8,-1.6,-1.2,-0.6,-0.1,-0.2,0.2,-0.2,-0.2,-2.0,-2.4,-2.2,-1.2,-2.9,-1.0,-0.9,0.0,-0.1,-2.0,121830.0,11.5,1.97,628236.54,-7.4,-0.32,3094798.24,6.8,1.45,37635.0,256643.0,402.19,1.78,1.88,1.98,2.14,2.22,SPX,5819.68,5832.92,5847.19,5802.17,5823.52,9.4,0.16,0.77,2572019.0,HSI,20729.98,20701.14,20890.08,20563.74,20599.36,101.78,0.49,1.58,3137711.0
2024-10-30,1.394,1.656,1.898,1.82,1.884,1.922,1.938,1.949,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.4,0.4,0.0,100.3,100.4,0.4,-0.1,100.2,100.6,0.6,0.1,100.3,-2.8,-3.3,-2.5,-3.2,-3.3,-1.3,-1.6,-0.3,-0.3,-2.1,-0.6,-0.8,-1.6,-1.2,-0.6,-0.1,-0.2,0.2,-0.2,-0.2,-2.0,-2.4,-2.2,-1.2,-2.9,-1.0,-0.9,0.0,-0.1,-2.0,121830.0,11.5,1.97,628236.54,-7.4,-0.32,3094798.24,6.8,1.45,37635.0,256643.0,402.19,1.77,1.86,1.95,2.1,2.17,SPX,5832.65,5813.67,5850.94,5811.28,5832.92,-19.25,-0.33,0.68,2847423.0,HSI,20586.55,20380.64,20681.52,20270.07,20701.14,-320.5,-1.55,1.99,3626539.0
2024-10-31,1.364,1.656,1.895,1.82,1.884,1.922,1.937,1.948,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.77,1.86,1.95,2.09,2.15,SPX,5775.34,5705.45,5775.34,5702.86,5813.67,-108.22,-1.86,1.25,3332361.0,HSI,20414.2,20317.33,20553.3,20317.33,20380.64,-63.31,-0.31,1.16,3238219.0
2024-11-01,1.36,1.507,1.768,1.818,1.879,1.917,1.933,1.943,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.85,1.95,2.04,2.18,2.25,SPX,5723.22,5728.8,5772.52,5723.22,5705.45,23.35,0.41,0.86,2742173.0,HSI,20427.88,20506.43,20667.22,20353.34,20317.33,189.1,0.93,1.54,3278799.0
2024-11-04,1.346,1.496,1.735,1.815,1.878,1.914,1.927,1.937,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.85,1.94,2.03,2.16,2.22,SPX,5725.15,5712.69,5741.43,5696.51,5728.8,-16.11,-0.28,0.78,2423396.0,HSI,20584.45,20567.52,20633.58,20446.26,20506.43,61.09,0.3,0.91,2463563.0
2024-11-05,1.338,1.5,1.688,1.811,1.877,1.91,1.925,1.935,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.84,1.91,1.99,2.11,2.16,SPX,5722.43,5782.76,5783.44,5722.1,5712.69,70.07,1.23,1.07,2366843.0,HSI,20409.94,21006.97,21006.97,20409.94,20567.52,439.45,2.14,2.9,3147326.0
2024-11-06,1.33,1.5,1.76,1.808,1.876,1.907,1.92,1.93,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.81,1.93,2.04,2.18,2.25,SPX,5864.89,5929.04,5936.14,5864.89,5782.76,146.28,2.53,1.23,4192067.0,HSI,20791.8,20538.38,20859.66,20361.92,21006.97,-468.59,-2.23,2.37,3903890.0
2024-11-07,1.319,1.555,1.777,1.803,1.87,1.901,1.915,1.925,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.77,1.87,1.98,2.14,2.22,SPX,5947.21,5973.1,5983.84,5947.21,5929.04,44.06,0.74,0.62,3071244.0,HSI,20386.36,20953.34,20986.31,20370.44,20538.38,414.96,2.02,3.0,4317469.0
2024-11-08,1.461,1.645,1.8,1.799,1.864,1.895,1.909,1.92,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.77,1.86,1.95,2.09,2.16,SPX,5976.76,5995.54,6012.45,5976.76,5973.1,22.44,0.38,0.6,2756537.0,HSI,21199.96,20728.19,21355.44,20705.12,20953.34,-225.15,-1.07,3.1,4153511.0
2024-11-11,1.443,1.655,1.812,1.797,1.862,1.893,1.905,1.916,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.77,1.86,1.95,2.09,2.16,SPX,6008.86,6001.35,6017.31,5986.69,5995.54,5.81,0.1,0.51,2714210.0,HSI,20258.14,20426.93,20505.01,20151.38,20728.19,-301.26,-1.45,1.71,3649659.0
2024-11-12,1.525,1.687,1.856,1.797,1.859,1.889,1.901,1.913,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.89,1.99,2.08,2.21,2.27,SPX,6003.6,5983.99,6009.92,5960.08,6001.35,-17.36,-0.29,0.83,2611468.0,HSI,20334.09,19846.88,20517.24,19761.31,20426.93,-580.05,-2.84,3.7,4319462.0
2024-11-13,1.465,1.644,1.824,1.797,1.859,1.884,1.897,1.907,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.88,1.99,2.09,2.25,2.32,SPX,5985.75,5985.38,6008.19,5965.91,5983.99,1.39,0.02,0.71,2602203.0,HSI,19671.92,19823.45,19840.28,19608.32,19846.88,-23.43,-0.12,1.17,2862286.0
2024-11-14,1.456,1.674,1.805,1.796,1.858,1.881,1.893,1.904,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.92,2.01,2.1,2.22,2.28,SPX,5989.68,5949.17,5993.88,5942.28,5985.38,-36.21,-0.6,0.86,2623462.0,HSI,19626.26,19435.81,19859.17,19392.59,19823.45,-387.64,-1.96,2.35,3309999.0
2024-11-15,1.47,1.685,1.805,1.796,1.856,1.878,1.889,1.899,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.91,2.01,2.1,2.24,2.31,SPX,5912.79,5870.62,5915.32,5853.01,5949.17,-78.55,-1.32,1.05,3288789.0,HSI,19503.03,19426.34,19608.24,19332.34,19435.81,-9.47,-0.05,1.42,2947181.0
2024-11-18,1.47,1.697,1.872,1.794,1.856,1.878,1.889,1.899,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.87,1.98,2.08,2.23,2.3,SPX,5874.17,5893.62,5908.12,5865.95,5870.62,23.0,0.39,0.72,2820487.0,HSI,19595.5,19576.61,19781.08,19470.43,19426.34,150.27,0.77,1.6,3176438.0
2024-11-19,1.48,1.693,1.881,1.792,1.856,1.879,1.889,1.898,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.84,1.95,2.05,2.21,2.28,SPX,5870.05,5916.98,5923.51,5855.29,5893.62,23.36,0.4,1.16,2673923.0,HSI,19699.81,19663.67,19758.57,19522.59,19576.61,87.06,0.44,1.21,2529912.0
2024-11-20,1.47,1.684,1.905,1.791,1.857,1.879,1.889,1.897,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.85,1.96,2.06,2.22,2.29,SPX,5914.34,5917.11,5920.67,5860.56,5916.98,0.13,0.0,1.02,2578080.0,HSI,19623.39,19705.01,19752.93,19575.91,19663.67,41.34,0.21,0.9,2057519.0
2024-11-21,1.455,1.659,1.865,1.792,1.86,1.88,1.889,1.898,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.88,1.99,2.09,2.24,2.31,SPX,5940.58,5948.71,5963.32,5887.26,5917.11,31.6,0.53,1.29,2857015.0,HSI,19646.04,19601.11,19764.62,19552.5,19705.01,-103.9,-0.53,1.08,2079193.0
2024-11-22,1.456,1.653,1.862,1.789,1.86,1.878,1.888,1.898,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.87,1.97,2.07,2.22,2.29,SPX,5944.36,5969.34,5972.9,5944.36,5948.71,20.63,0.35,0.48,2609740.0,HSI,19613.55,19229.97,19711.4,19134.59,19601.11,-371.14,-1.89,2.94,3237628.0
2024-11-25,1.464,1.727,1.863,1.787,1.86,1.879,1.889,1.899,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.82,1.9,1.98,2.12,2.2,SPX,5992.28,5987.37,6020.75,5963.91,5969.34,18.03,0.3,0.95,3948305.0,HSI,19307.34,19150.99,19351.06,19102.06,19229.97,-78.98,-0.41,1.29,4385586.0
2024-11-26,1.43,1.723,1.821,1.785,1.86,1.879,1.889,1.899,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.84,1.93,2.02,2.17,2.24,SPX,6000.03,6021.63,6025.42,5992.27,5987.37,34.26,0.57,0.55,2416828.0,HSI,19054.4,19159.2,19295.75,19054.4,19150.99,8.21,0.04,1.26,2384715.0
2024-11-27,1.385,1.7,1.786,1.784,1.859,1.879,1.889,1.899,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.79,1.89,1.99,2.13,2.21,SPX,6014.11,5998.74,6020.16,5984.87,6021.63,-22.89,-0.38,0.59,2090790.0,HSI,19187.05,19603.13,19660.99,19061.6,19159.2,443.93,2.32,3.13,2374799.0
2024-11-28,1.329,1.726,1.766,1.779,1.858,1.879,1.889,1.899,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.79,1.89,1.99,2.13,2.21,SPX,6014.11,5998.74,6020.16,5984.87,6021.63,-22.89,-0.38,0.59,2090790.0,HSI,19558.18,19366.96,19558.18,19312.26,19603.13,-236.17,-1.2,1.25,2160791.0
2024-11-29,1.319,1.631,1.74,1.772,1.852,1.871,1.882,1.893,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45,1.72,1.82,1.92,2.07,2.15,SPX,6003.98,6032.38,6044.17,6003.98,5998.74,33.64,0.56,0.67,1446140.0,HSI,19346.62,19423.61,19658.2,19312.41,19366.96,56.65,0.29,1.79,2487646.0
2024-12-02,1.414,1.591,1.723,1.754,1.825,1.848,1.858,1.868,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.2,0.2,-0.6,0.3,100.1,0.1,-0.6,100.2,100.2,0.2,-0.6,100.3,-2.5,-2.9,-4.9,-2.9,-2.7,-1.4,-1.5,-0.3,0.2,-2.7,0.1,0.1,-0.1,0.2,0.1,0.0,-0.2,0.0,0.1,0.2,-2.1,-2.5,-2.7,-1.6,-2.9,-1.1,-1.1,-0.1,0.0,-2.1,124180.26,12.7,1.42,650904.16,-3.7,2.77,3119587.27,7.1,0.73,23288.0,294051.0,405.6,1.75,1.84,1.93,2.08,2.15,SPX,6040.11,6047.15,6053.58,6035.33,6032.38,14.77,0.24,0.3,2724891.0,HSI,19442.31,19550.29,19690.22,19387.2,19423.61,126.68,0.65,1.56,2392349.0
2024-12-03,1.337,1.601,1.734,1.736,1.795,1.815,1.825,1.835,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.2,0.2,-0.6,0.3,100.1,0.1,-0.6,100.2,100.2,0.2,-0.6,100.3,-2.5,-2.9,-4.9,-2.9,-2.7,-1.4,-1.5,-0.3,0.2,-2.7,0.1,0.1,-0.1,0.2,0.1,0.0,-0.2,0.0,0.1,0.2,-2.1,-2.5,-2.7,-1.6,-2.9,-1.1,-1.1,-0.1,0.0,-2.1,124180.26,12.7,1.42,650904.16,-3.7,2.77,3119587.27,7.1,0.73,23288.0,294051.0,405.6,1.75,1.85,1.95,2.1,2.17,SPX,6042.97,6049.88,6052.07,6033.39,6047.15,2.73,0.05,0.31,2631960.0,HSI,19585.35,19746.32,19768.32,19386.82,19550.29,196.03,1.0,1.95,2625268.0
2024-12-04,1.381,1.588,1.68,1.716,1.772,1.792,1.804,1.815,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.2,0.2,-0.6,0.3,100.1,0.1,-0.6,100.2,100.2,0.2,-0.6,100.3,-2.5,-2.9,-4.9,-2.9,-2.7,-1.4,-1.5,-0.3,0.2,-2.7,0.1,0.1,-0.1,0.2,0.1,0.0,-0.2,0.0,0.1,0.2,-2.1,-2.5,-2.7,-1.6,-2.9,-1.1,-1.1,-0.1,0.0,-2.1,124180.26,12.7,1.42,650904.16,-3.7,2.77,3119587.27,7.1,0.73,23288.0,294051.0,405.6,1.7,1.8,1.9,2.05,2.12,SPX,6069.39,6086.49,6089.84,6061.06,6049.88,36.61,0.61,0.48,2629947.0,HSI,19722.15,19742.46,19823.09,19615.61,19746.32,-3.86,-0.02,1.05,2589126.0
2024-12-05,1.479,1.688,1.799,1.711,1.762,1.78,1.792,1.807,949745.7,4.8,57733.1,3.4,361361.6,5.4,530651.1,4.7,100.2,0.2,-0.6,0.3,100.1,0.1,-0.6,100.2,100.2,0.2,-0.6,100.3,-2.5,-2.9,-4.9,-2.9,-2.7,-1.4,-1.5,-0.3,0.2,-2.7,0.1,0.1,-0.1,0.2,0.1,0.0,-0.2,0.0,0.1,0.2,-2.1,-2.5,-2.7,-1.6,-2.9,-1.1,-1.1,-0.1,0.0,-2.1,124180.26,12.7,1.42,650904.16,-3.7,2.77,3119587.27,7.1,0.73,23288.0,294051.0,405.6,1.72,1.82,1.92,2.06,2.13,SPX,6089.03,6075.11,6094.55,6072.9,6086.49,-11.38,-0.19,0.36,2638049.0,HSI,19578.66,19560.44,19642.73,19466.69,19742.46,-182.02,-0.92,0.89,2007506.0
