trade_date,market_din_sh_ts_code,market_din_sh_trade_date,market_din_sh_total_mv,market_din_sh_float_mv,market_din_sh_total_share,market_din_sh_float_share,market_din_sh_free_share,market_din_sh_turnover_rate,market_din_sh_turnover_rate_f,market_din_sh_pe,market_din_sh_pe_ttm,market_din_sh_pb,market_din_sz_ts_code,market_din_sz_trade_date,market_din_sz_total_mv,market_din_sz_float_mv,market_din_sz_total_share,market_din_sz_float_share,market_din_sz_free_share,market_din_sz_turnover_rate,market_din_sz_turnover_rate_f,market_din_sz_pe,market_din_sz_pe_ttm,market_din_sz_pb,market_flow_trade_date,market_flow_net_amount,market_flow_net_amount_rate,market_flow_buy_elg_amount,market_flow_buy_elg_amount_rate,market_flow_buy_lg_amount,market_flow_buy_lg_amount_rate,market_flow_buy_md_amount,market_flow_buy_md_amount_rate,market_flow_buy_sm_amount,market_flow_buy_sm_amount_rate,market_margin_sh_rzye,market_margin_sh_rzmre,market_margin_sh_rzche,market_margin_sh_rqye,market_margin_sh_rqmcl,market_margin_sh_rzrqye,market_margin_sh_rqyl,market_margin_sz_rzye,market_margin_sz_rzmre,market_margin_sz_rzche,market_margin_sz_rqye,market_margin_sz_rqmcl,market_margin_sz_rzrqye,market_margin_sz_rqyl
2024-04-09,000001.SH,20240409,56697128773569.0,43255725603568.0,5693932503371.0,4475754467942.0,1764649611136.0,0.73,1.85,13.07,13.13,1.25,399001.SZ,20240409,19531090118211.0,16494826264218.0,1287812044876.0,1115881509508.0,638817013160.0,1.13,1.97,20.92,21.14,2.07,20240409,-8941253376.0,-1.12,-4556849920.0,-0.57,-4384403456.0,-0.55,1451294720.0,0.18,7489957888.0,0.94,792537585653.0,30585233897.0,30302982611.0,27002333077.0,174955546.0,819539918730.0,5048100660.0,710577553454.0,31856204534.0,31462460198.0,16294813526.0,120439064.0,726872366980.0,2471257903.0
2024-04-10,000001.SH,20240410,56447553980780.0,42992773570831.0,5700640329450.0,4476749729135.0,1765641206850.0,0.76,1.93,12.99,13.05,1.24,399001.SZ,20240410,19248128794604.0,16254827386893.0,1287812044887.0,1116429595045.0,639267507111.0,1.14,1.99,20.57,20.84,2.04,20240410,-43984438016.0,-5.3,-19120116480.0,-2.3,-24864321536.0,-3.0,4440821760.0,0.54,39543615488.0,4.76,791062513076.0,31857334422.0,33328968715.0,26963626351.0,161785903.0,818026139427.0,5129580715.0,708853659064.0,32901156605.0,34617426613.0,16055257019.0,72220552.0,724908916083.0,2488975080.0
2024-04-11,000001.SH,20240411,56503540345862.0,43101645481978.0,5700705049179.0,4477180913059.0,1765965698708.0,0.74,1.89,13.0,13.06,1.24,399001.SZ,20240411,19263823938709.0,16266776068952.0,1287812044887.0,1116525752051.0,639446457122.0,1.17,2.04,20.59,20.84,2.04,20240411,-7415571200.0,-0.91,-982446848.0,-0.12,-6433124352.0,-0.79,-3860045824.0,-0.47,11275616256.0,1.39,790606930947.0,31868581207.0,32316368040.0,26428195175.0,44179298.0,817035126122.0,5024353370.0,707767230631.0,32108498687.0,33190447575.0,15730732669.0,28913277.0,723497963300.0,2434167776.0
2024-04-12,000001.SH,20240412,56202398435238.0,42904495567857.0,5700812546958.0,4477727759844.0,1766067840500.0,0.73,1.84,12.93,12.99,1.24,399001.SZ,20240412,19105389509296.0,16143518630072.0,1287810485386.0,1116529145446.0,639449850517.0,1.14,1.99,20.42,20.66,2.03,20240412,-21704524288.0,-2.68,-7151587840.0,-0.88,-14552936448.0,-1.8,1205518336.0,0.15,20499005440.0,2.53,789517214620.0,32979859476.0,34067208018.0,25773627937.0,118151368.0,815290842557.0,5041393831.0,705138461116.0,31707084583.0,34328743990.0,15163542361.0,53107256.0,720302003477.0,2398799854.0
2024-04-15,000001.SH,20240415,57031376666968.0,43482110695218.0,5700864068773.0,4479449305958.0,1766445231770.0,1.01,2.55,13.12,13.19,1.26,399001.SZ,20240415,19415784948995.0,16415848472508.0,1287814429446.0,1116883845879.0,639459072949.0,1.43,2.49,20.71,20.96,2.06,20240415,-22840860928.0,-2.29,-6426165504.0,-0.64,-16414695424.0,-1.65,-677060608.0,-0.07,23517925376.0,2.36,788882659697.0,39853695676.0,40477465705.0,25994263645.0,167985303.0,814876923342.0,5098224252.0,703182846082.0,35766079228.0,39164837682.0,14933243894.0,68530567.0,718116089976.0,2387315707.0
2024-04-16,000001.SH,20240416,56258056808290.0,42804855773844.0,5700970038697.0,4479514549449.0,1766657867920.0,0.98,2.48,12.92,13.02,1.24,399001.SZ,20240416,18995619393710.0,16057456832910.0,1287744201822.0,1116936974954.0,639558767659.0,1.46,2.54,20.21,20.4,2.01,20240416,-48483542272.0,-5.12,-22372418816.0,-2.36,-26111123456.0,-2.76,4812050432.0,0.51,43671490560.0,4.61,786232639980.0,36213135095.0,38855846015.0,24920280424.0,180053456.0,811152920404.0,5033845495.0,698438516225.0,32380438700.0,37116475802.0,14131275591.0,59615032.0,712569791816.0,2308337335.0
2024-04-17,000001.SH,20240417,57361378284831.0,43688788862534.0,5701388035846.0,4479687541387.0,1766559541154.0,0.9,2.29,13.17,13.27,1.26,399001.SZ,20240417,19449858110239.0,16437007847238.0,1287744201822.0,1116971779679.0,639560931284.0,1.37,2.4,20.69,20.9,2.06,20240417,27264462080.0,2.97,17985285376.0,1.96,9279176704.0,1.01,-8759296000.0,-0.95,-18505162752.0,-2.01,788806155953.0,38002981515.0,35427141563.0,25877156039.0,153178448.0,814683311992.0,5059895583.0,700608327952.0,36066228358.0,33920401619.0,14723641816.0,70802183.0,715331969768.0,2312340409.0
2024-04-18,000001.SH,20240418,57398610797311.0,43741816531529.0,5701582009320.0,4480005465793.0,1762526072257.0,0.91,2.31,13.18,13.28,1.26,399001.SZ,20240418,19435418959557.0,16436401045573.0,1287742917822.0,1116968630086.0,639295879217.0,1.43,2.49,20.65,20.89,2.06,20240418,-13291757056.0,-1.4,-2031226368.0,-0.21,-11260530688.0,-1.19,-1837277184.0,-0.19,15129026560.0,1.59,790046778078.0,41268741463.0,40023063168.0,25743059314.0,107240550.0,815789837392.0,4933651286.0,701669324184.0,38188655460.0,37120438400.0,14745295610.0,70354549.0,716414619794.0,2291851623.0
2024-04-19,000001.SH,20240419,57358626300801.0,43634872657338.0,5701797080996.0,4480280666301.0,1762662313276.0,0.82,2.08,13.21,13.26,1.26,399001.SZ,20240419,19258180446816.0,16290916236193.0,1288037267725.0,1117073209192.0,639376045035.0,1.28,2.23,20.4,20.69,2.04,20240419,-29385020160.0,-3.42,-13248770816.0,-1.54,-16136249344.0,-1.88,4946759680.0,0.57,24438255616.0,2.84,787930724525.0,37187702499.0,39296970188.0,25360290263.0,97865237.0,813291014788.0,4822570825.0,699249586167.0,33979179001.0,36394701508.0,14469631524.0,73926501.0,713719217691.0,2247618243.0
2024-04-22,000001.SH,20240422,56926819805399.0,43368257519829.0,5703516905359.0,4482796914287.0,1763082907104.0,0.78,1.99,13.16,13.19,1.25,399001.SZ,20240422,19186001095537.0,16236985436534.0,1288042456102.0,1117768802786.0,639967450426.0,1.22,2.13,20.13,20.38,2.02,20240422,-20550017536.0,-2.5,-10303279616.0,-1.25,-10246737920.0,-1.25,869134336.0,0.11,19680886784.0,2.39,787929072445.0,33866268427.0,33845243520.0,25444488944.0,166616336.0,813373561389.0,4885610593.0,699814568359.0,30946596234.0,30794831500.0,14372936534.0,75092958.0,714187504893.0,2251709131.0
2024-04-23,000001.SH,20240423,56500725089725.0,43037753937396.0,5703604269217.0,4482891040703.0,1763132798609.0,0.71,1.81,13.08,13.09,1.24,399001.SZ,20240423,19061651947140.0,16144161044174.0,1288034539877.0,1117881560324.0,639956769963.0,1.17,2.04,19.95,20.22,2.01,20240423,-22389079552.0,-2.89,-9856052736.0,-1.27,-12533026816.0,-1.62,1597054976.0,0.21,20792020992.0,2.68,786254233863.0,30304643759.0,31976308013.0,25457535011.0,106612604.0,811711768874.0,4911565816.0,698489331606.0,28511630582.0,29831066574.0,14164810111.0,54378819.0,712654141717.0,2222536743.0
2024-04-24,000001.SH,20240424,56875327132733.0,43362326765135.0,5703693752062.0,4482989032686.0,1764012007019.0,0.67,1.69,13.18,13.17,1.25,399001.SZ,20240424,19184830168003.0,16265706982987.0,1288035135377.0,1118702416656.0,639976686805.0,1.13,1.97,20.25,20.36,2.02,20240424,1624352512.0,0.2,5275322112.0,0.66,-3650969600.0,-0.46,-4321783808.0,-0.54,2697424896.0,0.34,785321617854.0,30058606880.0,30987202404.0,25730904228.0,128027729.0,811052522082.0,4924790462.0,699436263178.0,34029321413.0,33075630909.0,14110769262.0,53606698.0,713547032440.0,2143421465.0
2024-04-25,000001.SH,20240425,57031144502040.0,43473395286327.0,5703692320356.0,4482991034216.0,1763941578997.0,0.64,1.61,13.19,13.2,1.25,399001.SZ,20240425,19220931579795.0,16296493686119.0,1288269036787.0,1118877502735.0,640471916598.0,1.13,1.98,20.34,20.46,2.02,20240425,-16165507072.0,-2.09,-5530967552.0,-0.71,-10634539520.0,-1.37,-558030848.0,-0.07,16723537920.0,2.16,784558673597.0,29751886288.0,30504747030.0,25658746452.0,108872115.0,810217420049.0,4874814333.0,699634158618.0,32604749730.0,32399818721.0,13869655998.0,60495321.0,713503814616.0,2067636657.0
2024-04-26,000001.SH,20240426,57613397748159.0,43967045647020.0,5703811086156.0,4483001874515.0,1763623166467.0,0.96,2.44,13.36,13.34,1.26,399001.SZ,20240426,19600898551612.0,16681927936729.0,1288224005809.0,1119857261112.0,640385338886.0,1.67,2.92,21.11,21.18,2.06,20240426,9966946816.0,0.92,13964687872.0,1.29,-3997741056.0,-0.37,-18798665728.0,-1.73,8831721472.0,0.81,783866647546.0,48587088516.0,49262317455.0,25478855674.0,121484902.0,809345503220.0,4699978087.0,696915786172.0,46181930609.0,48881867470.0,13533758191.0,54479488.0,710449544363.0,1949716091.0
2024-04-29,000001.SH,20240429,57932217932119.0,44300793738226.0,5703874267312.0,4483377441916.0,1764622681228.0,1.11,2.82,13.38,13.41,1.26,399001.SZ,20240429,20006510772388.0,17031747126462.0,1288470039524.0,1121365744847.0,640501977318.0,1.83,3.21,22.48,22.3,2.09,20240429,-7110351616.0,-0.59,335320320.0,0.03,-7445671936.0,-0.61,-6662676480.0,-0.55,13773029376.0,1.14,787327315790.0,56453752476.0,52986011379.0,25470171833.0,103370997.0,812797487623.0,4530393491.0,699104989271.0,52999904037.0,50796378973.0,13665292905.0,68711040.0,712770282176.0,1885232799.0
2024-04-30,000001.SH,20240430,57835215761357.0,44199095570426.0,5703845161343.0,4483828973286.0,1762181743690.0,0.97,2.46,13.48,13.61,1.24,399001.SZ,20240430,19839517396656.0,16890172015586.0,1288473611080.0,1121369203838.0,640328604662.0,1.62,2.84,21.92,22.51,2.06,20240430,-47322290688.0,-4.59,-25212369408.0,-2.45,-22109921280.0,-2.15,3814617088.0,0.37,43507671040.0,4.22,779461836084.0,42485621736.0,50333296594.0,24810526123.0,142818620.0,804272362207.0,4516250354.0,693393612181.0,39903210486.0,45554215665.0,13228058342.0,78311597.0,706621670523.0,1860344678.0
2024-05-06,000001.SH,20240506,58364811043447.0,44728212576361.0,5706149926926.0,4485839212726.0,1760082297021.0,0.99,2.52,13.6,13.73,1.25,399001.SZ,20240506,20246116631738.0,17231546884639.0,1288473611080.0,1121369203838.0,640361140022.0,1.7,2.97,22.37,22.97,2.1,20240506,-1476326400.0,-0.13,3651312640.0,0.33,-5127639040.0,-0.47,-7832662016.0,-0.71,9308991488.0,0.84,787790499055.0,52994941975.0,44635434777.0,25334735204.0,119077872.0,813125234259.0,4517824744.0,700106576869.0,48465606383.0,41682115753.0,13523862783.0,78629828.0,713630439652.0,1851823631.0
2024-05-07,000001.SH,20240507,58503589095611.0,44836704713498.0,5706134115070.0,4486636498692.0,1760105003977.0,0.83,2.11,13.64,13.77,1.25,399001.SZ,20240507,20247201522974.0,17221235939520.0,1288468898583.0,1121364387891.0,640165893505.0,1.4,2.45,22.37,22.97,2.1,20240507,-22100422400.0,-2.28,-8949518080.0,-0.92,-13150904320.0,-1.36,1295261696.0,0.13,20805152768.0,2.15,789311964241.0,42060624381.0,40504062542.0,25437818753.0,134464777.0,814749782994.0,4542163123.0,701534621233.0,42128360078.0,40627453929.0,13677720178.0,100397780.0,715212341411.0,1882748418.0
2024-05-08,000001.SH,20240508,58190666508580.0,44567004355890.0,5706599932223.0,4487035234675.0,1760512903472.0,0.73,1.86,13.56,13.69,1.25,399001.SZ,20240508,19986819972610.0,16996914806976.0,1288468898930.0,1121378101134.0,640261090730.0,1.24,2.17,22.08,22.68,2.07,20240508,-31212762880.0,-3.61,-10463491840.0,-1.21,-20749271040.0,-2.4,1539444736.0,0.18,29673316352.0,3.43,790972569690.0,35330169622.0,33633439790.0,25251333806.0,141762247.0,816223903496.0,4578501019.0,703693317259.0,38163441150.0,35826714636.0,13697746389.0,88406441.0,717391063648.0,1895049782.0
2024-05-09,000001.SH,20240509,58585971198489.0,44923555297529.0,5706608310961.0,4487054374094.0,1760540015266.0,0.79,2.01,13.66,13.79,1.26,399001.SZ,20240509,20273735948444.0,17237960700367.0,1288469796458.0,1121410811675.0,640330535047.0,1.29,2.26,22.4,23.0,2.1,20240509,1195652352.0,0.13,6405739776.0,0.71,-5210087424.0,-0.58,-10651820032.0,-1.18,9456164864.0,1.05,791298030035.0,39299730074.0,38919654388.0,25893296164.0,148020723.0,817191326199.0,4632683809.0,703785981729.0,38473298097.0,38294937993.0,13972673229.0,62776273.0,717758654958.0,1890962789.0
2024-05-10,000001.SH,20240510,58679351892230.0,44968915053755.0,5713877019415.0,4492527656732.0,1764593454163.0,0.84,2.14,13.68,13.82,1.26,399001.SZ,20240510,20172905447729.0,17156370364191.0,1288467119720.0,1121712119488.0,640336575841.0,1.25,2.19,22.29,22.89,2.09,20240510,-24692126976.0,-2.71,-7809561856.0,-0.86,-16882565120.0,-1.85,3258540032.0,0.36,21433581568.0,2.35,790829373066.0,39726293307.0,40124231657.0,25598150539.0,128551992.0,816427523605.0,4634460266.0,702683070342.0,36888940520.0,37877449964.0,13711670125.0,86408506.0,716394740467.0,1873381066.0
2024-05-13,000001.SH,20240513,58551145274833.0,44893706790644.0,5703217466799.0,4483199828199.0,1756270855016.0,0.86,2.2,13.65,13.78,1.26,399001.SZ,20240513,20071180621289.0,17071854675130.0,1288978194179.0,1121718046495.0,640342502848.0,1.23,2.15,22.18,22.77,2.08,20240513,-26016814080.0,-2.86,-8426783744.0,-0.93,-17590030336.0,-1.93,1183199232.0,0.13,24833617920.0,2.73,792363204543.0,39900537685.0,38327823322.0,25531658299.0,168801475.0,817894862842.0,4693941329.0,703041534087.0,34699416040.0,34325251144.0,13577985109.0,86506946.0,716619519196.0,1884914203.0
2024-05-14,000001.SH,20240514,58465566808326.0,44854282056523.0,5703335770847.0,4483332079654.0,1756368216998.0,0.74,1.9,13.63,13.76,1.25,399001.SZ,20240514,20066448203457.0,17065968914606.0,1288937165227.0,1121677017543.0,640301473896.0,1.2,2.09,22.17,22.77,2.08,20240514,-13823897088.0,-1.68,-4263783936.0,-0.52,-9560113152.0,-1.16,-439656448.0,-0.05,14263554048.0,1.73,793905998906.0,35710621652.0,34142522846.0,25751484332.0,160915677.0,819657483238.0,4757028521.0,703058730594.0,32988993583.0,32874938261.0,13764787195.0,66843937.0,716823517789.0,1894887442.0
2024-05-15,000001.SH,20240515,58000795610880.0,44496713853492.0,5703335857395.0,4483332081707.0,1756355879626.0,0.69,1.77,13.52,13.65,1.24,399001.SZ,20240515,19879213576047.0,16915838133443.0,1288931831850.0,1121679233596.0,640303650849.0,1.13,1.98,21.96,22.55,2.07,20240515,-30604143616.0,-4.02,-13687802880.0,-1.8,-16916340736.0,-2.22,3068690432.0,0.4,27535454208.0,3.62,793316171463.0,34966875338.0,35534650127.0,25481915293.0,107486922.0,818798086756.0,4763293323.0,702007646511.0,33029544001.0,33957552852.0,13759527487.0,69235669.0,715767173998.0,1893654562.0
2024-05-16,000001.SH,20240516,58071628457835.0,44543651345568.0,5703901730257.0,4483632587985.0,1756677531804.0,0.8,2.04,13.54,13.67,1.25,399001.SZ,20240516,19914372785986.0,16964746372413.0,1288931836401.0,1121735648326.0,640393123556.0,1.27,2.22,22.0,22.59,2.07,20240516,-6753261056.0,-0.8,-73999872.0,-0.01,-6679261184.0,-0.79,-2250227712.0,-0.27,9003495424.0,1.06,794531737028.0,37718920735.0,36472473396.0,25384782158.0,117304316.0,819916519186.0,4776842839.0,703431525510.0,36187036790.0,34643743078.0,13867754719.0,67531418.0,717299280229.0,1908998978.0
2024-05-17,000001.SH,20240517,58594931419581.0,44998317765568.0,5704007994885.0,4484048857195.0,1756758193287.0,0.84,2.13,13.66,13.79,1.26,399001.SZ,20240517,20131607921589.0,17149176124313.0,1288923768883.0,1122087698724.0,640747300618.0,1.36,2.38,22.24,22.84,2.1,20240517,-4897097216.0,-0.55,2170305024.0,0.24,-7067402240.0,-0.8,-8640765952.0,-0.97,13537861632.0,1.53,791176970437.0,38494153123.0,41794652724.0,25653982987.0,127001921.0,816830953424.0,4800269994.0,702257863013.0,38143742500.0,39239614933.0,13943703666.0,68595763.0,716201566679.0,1898515181.0
2024-05-20,000001.SH,20240520,58944103211836.0,45290785227878.0,5705038598159.0,4486574931434.0,1758422911275.0,0.93,2.37,13.74,13.87,1.26,399001.SZ,20240520,20223258777706.0,17221010440112.0,1288930786575.0,1122225515545.0,640885117439.0,1.52,2.66,22.34,22.95,2.11,20240520,-15791828224.0,-1.59,-7849004288.0,-0.79,-7942823936.0,-0.8,2772647936.0,0.28,13019181056.0,1.31,791845812829.0,44417936252.0,43716063335.0,25549010162.0,122894179.0,817394822991.0,4779709780.0,704415976230.0,44126512698.0,41880146287.0,13959663063.0,64323102.0,718375639293.0,1878567506.0
2024-05-21,000001.SH,20240521,58735356562108.0,45110504768311.0,5705440108065.0,4486947418213.0,1758726764148.0,0.73,1.86,13.69,13.82,1.26,399001.SZ,20240521,20078719808137.0,17104741793543.0,1289132760517.0,1122717489861.0,640883133449.0,1.13,1.98,22.18,22.78,2.09,20240521,-33881099008.0,-4.24,-15473146624.0,-1.94,-18407952384.0,-2.3,5420421120.0,0.68,28460687360.0,3.56,792746660438.0,34737064026.0,33815506175.0,25372352789.0,121804498.0,818119013227.0,4777153508.0,704937838148.0,33596217939.0,33016948012.0,13998945247.0,73038008.0,718936783395.0,1898583251.0
2024-05-22,000001.SH,20240522,58735669461167.0,45105058444429.0,5705704112029.0,4487221354637.0,1758854906789.0,0.77,1.96,13.69,13.82,1.26,399001.SZ,20240522,20084391030056.0,17110122159174.0,1289183360618.0,1122756536887.0,641120933553.0,1.19,2.08,22.19,22.79,2.1,20240522,-9174534400.0,-1.1,-117885184.0,-0.01,-9056649216.0,-1.09,-2598457344.0,-0.31,11772997632.0,1.42,793148030302.0,36481325607.0,35979787964.0,25523680401.0,126158669.0,818671710703.0,4814432514.0,706640490607.0,37068030965.0,35298956232.0,14146920386.0,70662695.0,720787410993.0,1908794740.0
2024-05-23,000001.SH,20240523,58003018655999.0,44511996809404.0,5705851823157.0,4487407665692.0,1758844521402.0,0.77,1.95,13.52,13.65,1.24,399001.SZ,20240523,19774429546949.0,16854532225842.0,1289188591933.0,1122756142137.0,641120538803.0,1.25,2.18,21.85,22.44,2.07,20240523,-49278371840.0,-5.81,-24475445248.0,-2.89,-24802926592.0,-2.93,6232227840.0,0.74,43046141952.0,5.08,792160302563.0,36202964351.0,37174844270.0,25184988788.0,122916907.0,817345291351.0,4793279509.0,705390599028.0,36206486199.0,37387440269.0,14093389993.0,82059875.0,719483989021.0,1943025769.0
2024-05-24,000001.SH,20240524,57524255311835.0,44122724214559.0,5705896735321.0,4487451008638.0,1761920854746.0,0.66,1.69,13.41,13.54,1.23,399001.SZ,20240524,19550357703339.0,16662624800491.0,1289301240759.0,1122815897251.0,641174710267.0,1.08,1.9,21.6,22.18,2.04,20240524,-31436313600.0,-4.12,-13946123264.0,-1.83,-17490190336.0,-2.29,-59617280.0,-0.01,31495929856.0,4.12,789056561769.0,31950424266.0,35024790894.0,24379968017.0,97167619.0,813436529786.0,4736434592.0,701891265194.0,30745734907.0,34186596693.0,13794213370.0,69641730.0,715685478564.0,1942637086.0
2024-05-27,000001.SH,20240527,58237280729600.0,44703217491350.0,5706522006287.0,4490974929253.0,1758799273238.0,0.69,1.77,13.58,13.71,1.25,399001.SZ,20240527,19710293668993.0,16804308370625.0,1289426978571.0,1122819005352.0,641177633865.0,1.13,1.98,21.78,22.36,2.06,20240527,-7224205056.0,-0.93,-904511232.0,-0.12,-6319693824.0,-0.82,-1440247808.0,-0.19,8664453120.0,1.12,788711455730.0,31499560603.0,31709710612.0,24571950793.0,148889740.0,813283406523.0,4779535356.0,702247360911.0,29745047470.0,29271407953.0,13881150438.0,64050319.0,716128511349.0,1937462714.0
2024-05-28,000001.SH,20240528,58007013582729.0,44500103159280.0,5706861497286.0,4491149775444.0,1761381684887.0,0.67,1.71,13.52,13.65,1.25,399001.SZ,20240528,19494793785640.0,16615265060700.0,1289425593227.0,1122848957045.0,641207758487.0,1.1,1.93,21.54,22.12,2.04,20240528,-22965984256.0,-3.1,-10645552128.0,-1.44,-12320432128.0,-1.66,3940392960.0,0.53,19025592320.0,2.57,788822130899.0,30448411795.0,30317438418.0,24481867550.0,130694798.0,813303998449.0,4749287632.0,702359805001.0,29213820827.0,29034597400.0,13916291241.0,95730325.0,716276096242.0,1977384483.0
2024-05-29,000001.SH,20240529,58053648940555.0,44529621855202.0,5707494872867.0,4491877637249.0,1761727415514.0,0.63,1.6,13.53,13.66,1.25,399001.SZ,20240529,19562982067515.0,16652830140341.0,1289691647495.0,1123110059244.0,641293526081.0,1.06,1.85,21.61,22.2,2.05,20240529,-11758489856.0,-1.66,-2372650496.0,-0.33,-9385839360.0,-1.32,-3396186112.0,-0.48,15154671616.0,2.14,788433019337.0,28292674505.0,28666041693.0,24656358472.0,111085233.0,813089377809.0,4787679396.0,702154320155.0,28573793041.0,28703641645.0,14133700032.0,66429180.0,716288020187.0,1990474545.0
2024-05-30,000001.SH,20240530,57692368107317.0,44229377799743.0,5707590770979.0,4491961425779.0,1761778121869.0,0.66,1.67,13.45,13.58,1.24,399001.SZ,20240530,19491218284491.0,16586872600527.0,1289853160472.0,1123323363396.0,641446626139.0,1.06,1.86,21.54,22.11,2.04,20240530,-26633634304.0,-3.68,-13293176832.0,-1.84,-13340457472.0,-1.84,1790926848.0,0.25,24842706944.0,3.43,788613622634.0,31625718180.0,31426041438.0,24661348887.0,95621067.0,813274971521.0,4782231889.0,701037543922.0,28003222538.0,29041386914.0,14156325055.0,56559772.0,715193868977.0,1996783042.0
2024-05-31,000001.SH,20240531,57602644158840.0,44147600025949.0,5708224365958.0,4492936190055.0,1762072616363.0,0.6,1.52,13.43,13.56,1.24,399001.SZ,20240531,19452054919490.0,16552880266606.0,1289847188712.0,1123318432141.0,642030348657.0,1.03,1.81,21.49,22.07,2.04,20240531,-10638379776.0,-1.49,-2439005696.0,-0.34,-8199374080.0,-1.15,-4688990208.0,-0.66,15327367168.0,2.14,786948396207.0,26763502562.0,28395941632.0,24380381662.0,81115584.0,811328777869.0,4730559045.0,700240170268.0,27976278374.0,28721362371.0,13801659123.0,52470530.0,714041829391.0,1954250754.0
2024-06-03,000001.SH,20240603,57551929270234.0,44050819485106.0,5709634042009.0,4494137727861.0,1762775449983.0,0.78,1.98,13.42,13.55,1.24,399001.SZ,20240603,19464023422212.0,16557844577469.0,1289846420764.0,1123318432193.0,642030348657.0,1.21,2.11,21.51,22.08,2.04,20240603,-28549831168.0,-3.44,-11335911936.0,-1.36,-17213919232.0,-2.07,2620985344.0,0.32,25928843264.0,3.12,786377890389.0,32516592452.0,33070216901.0,24281281771.0,138895584.0,810659172160.0,4746577083.0,699467898037.0,31640310339.0,32344437775.0,13726036278.0,90352029.0,713193934315.0,1971374647.0
2024-06-04,000001.SH,20240604,57767255855609.0,44236674208785.0,5709663098364.0,4494442321697.0,1762786673526.0,0.67,1.71,13.47,13.6,1.24,399001.SZ,20240604,19669422124656.0,16732415927325.0,1289850148360.0,1123321545070.0,641945998435.0,1.07,1.87,21.73,22.32,2.06,20240604,-10046203392.0,-1.35,-2069461504.0,-0.28,-7976741888.0,-1.07,-3015655424.0,-0.4,13061861376.0,1.75,784168558915.0,28632984786.0,30816147384.0,24661340081.0,137304822.0,808829898996.0,4763933490.0,698110330307.0,27901991006.0,29206417736.0,13781539867.0,71841964.0,711891870174.0,1960089120.0
2024-06-05,000001.SH,20240605,57307195787623.0,43871197580960.0,5710210304624.0,4494996931507.0,1763061912260.0,0.62,1.59,13.36,13.49,1.23,399001.SZ,20240605,19522061755965.0,16606418142520.0,1289840363664.0,1123423603491.0,642033511193.0,1.01,1.78,21.57,22.15,2.05,20240605,-25635225344.0,-3.72,-10654660096.0,-1.55,-14980565248.0,-2.18,730836992.0,0.11,24904388608.0,3.62,783952108368.0,28279756551.0,28473071923.0,24458411152.0,95132165.0,808410519520.0,4741853951.0,697238154798.0,26544592460.0,27440073304.0,13605794001.0,54678598.0,710843948799.0,1959244145.0
2024-06-06,000001.SH,20240606,57082034204324.0,43668608140344.0,5711619514280.0,4495976753921.0,1763347092779.0,0.8,2.04,13.31,13.43,1.23,399001.SZ,20240606,19398984681460.0,16510778347355.0,1290153444606.0,1123733046383.0,642287483766.0,1.26,2.21,21.43,22.01,2.04,20240606,-34715115008.0,-4.1,-12683771392.0,-1.5,-22031343616.0,-2.6,-4155453440.0,-0.49,38870568960.0,4.59,782007095818.0,35451488862.0,37356833345.0,23709235295.0,115232559.0,805716331113.0,4711172397.0,693041874629.0,31704216475.0,35773671402.0,13046487420.0,72299838.0,706088362049.0,1939158330.0
2024-06-07,000001.SH,20240607,57194231533748.0,43699225563642.0,5713863532457.0,4498752997740.0,1764540704230.0,0.68,1.74,13.33,13.46,1.23,399001.SZ,20240607,19259315111280.0,16386543351623.0,1290166272032.0,1123835056766.0,642382711753.0,1.08,1.89,21.28,21.85,2.02,20240607,-15825096704.0,-2.21,-8337828608.0,-1.16,-7487268096.0,-1.04,-14925824.0,0.0,15840014336.0,2.21,778301107436.0,28491182922.0,32150380446.0,22261330928.0,110675179.0,800562438364.0,4516849877.0,690345675697.0,26545745117.0,30688005341.0,11884009460.0,103374119.0,702229685157.0,1854644427.0
2024-06-11,000001.SH,20240611,56790671643992.0,43421431818317.0,5717903259529.0,4515737939369.0,1766141323748.0,0.67,1.71,13.23,13.36,1.22,399001.SZ,20240611,19264457920189.0,16377344821250.0,1290142597189.0,1123893203394.0,642433973640.0,1.04,1.82,21.29,21.86,2.02,20240611,-11859812864.0,-1.69,-4862536448.0,-0.69,-6997276416.0,-1.0,1188483072.0,0.17,10671333376.0,1.52,781944510323.0,33012758982.0,29319883252.0,22043074153.0,117452658.0,803987584476.0,4483404606.0,691368473524.0,25612549299.0,24550075975.0,11593911258.0,62187918.0,702962384782.0,1787610842.0
2024-06-12,000001.SH,20240612,56984816239971.0,43545935927949.0,5718423048295.0,4515820794403.0,1766455830298.0,0.6,1.53,13.27,13.4,1.23,399001.SZ,20240612,19279202842852.0,16389793075117.0,1290100626951.0,1123853338244.0,642394108490.0,1.03,1.79,21.3,21.87,2.03,20240612,-4077112832.0,-0.59,-1795410432.0,-0.26,-2281702400.0,-0.33,-338231296.0,-0.05,4415344640.0,0.64,782314849008.0,29423805378.0,29029091876.0,21981450244.0,100667653.0,804296299252.0,4480551376.0,692736180825.0,27026070115.0,25637670255.0,11872813501.0,64666610.0,704608994326.0,1809050029.0
