indiv_din_ts_code,indiv_din_trade_date,indiv_din_close,indiv_din_turnover_rate,indiv_din_turnover_rate_f,indiv_din_volume_ratio,indiv_din_pe,indiv_din_pe_ttm,indiv_din_pb,indiv_din_ps,indiv_din_ps_ttm,indiv_din_dv_ratio,indiv_din_dv_ttm,indiv_din_total_share,indiv_din_float_share,indiv_din_free_share,indiv_din_total_mv,indiv_din_circ_mv
002594.SZ,20250630,331.91,1.2388,1.7582,1.02,45.3053,40.6716,8.5428,2.3468,2.2173,0.9333,0.9333,549466.5855,116241.3941,81905.1221,182373454.3933,38581681.1157
002594.SZ,20250627,334.24,1.1925,1.6924,1.08,45.6233,40.9571,8.6028,2.3633,2.2328,0.9268,0.9268,549466.5855,116241.3941,81905.1221,183653711.5375,38852523.564
002594.SZ,20250626,337.44,1.763,2.5021,1.9,46.0601,41.3492,8.6851,2.3859,2.2542,0.918,0.918,549466.5855,116241.3941,81905.1221,185412004.6111,39224496.0251
002594.SZ,20250625,349.27,1.0817,1.5352,1.22,47.6749,42.7988,8.9896,2.4696,2.3332,0.8869,0.8869,549466.5855,116241.3941,81905.1221,191912194.3176,40599631.7173
002594.SZ,20250624,343.38,1.2449,1.7668,1.64,46.8709,42.0771,8.838,2.4279,2.2939,0.9021,0.9021,549466.5855,116241.3941,81905.1221,188675836.129,39914969.9061
002594.SZ,20250623,338.2,0.8138,1.1549,1.05,46.1639,41.4423,8.7047,2.3913,2.2593,0.916,0.916,549466.5855,116241.3941,81905.1221,185829599.2161,39312839.4846
002594.SZ,20250620,340.25,0.6326,0.8978,0.63,46.4437,41.6935,8.7575,2.4058,2.273,0.9104,0.9104,549466.5855,116241.3941,81905.1221,186956005.7164,39551134.3425
002594.SZ,20250619,340.5,0.8636,1.2256,0.8,46.4778,41.7242,8.7639,2.4076,2.2746,0.9098,0.9098,549466.5855,116241.3941,81905.1221,187093372.3628,39580194.6911
002594.SZ,20250618,346.95,0.8852,1.2563,0.71,47.3582,42.5145,8.9299,2.4532,2.3177,0.8929,0.8929,549466.5855,116241.3941,81905.1221,190637431.8392,40329951.683
002594.SZ,20250617,343.74,0.6026,0.8552,0.42,46.9201,42.1212,8.8473,2.4305,2.2963,0.9012,0.9012,549466.5855,116241.3941,81905.1221,188873644.0998,39956816.8079
002594.SZ,20250616,344.43,0.8799,1.2488,0.52,47.0142,42.2057,8.865,2.4354,2.3009,0.8994,0.8994,549466.5855,116241.3941,81905.1221,189252776.0438,40037023.3699
002594.SZ,20250613,346.0,1.8086,2.5669,1.22,47.2285,42.3981,8.9055,2.4465,2.3114,0.8953,0.8953,549466.5855,116241.3941,81905.1221,190115438.583,40219522.3586
002594.SZ,20250612,353.24,1.2392,1.7587,0.87,48.2168,43.2853,9.0918,2.4977,2.3597,0.877,0.877,549466.5855,116241.3941,81905.1221,194093576.662,41061110.0519
002594.SZ,20250611,361.99,1.7473,2.4798,1.32,49.4112,44.3575,9.317,2.5595,2.4182,0.8558,0.8558,549466.5855,116241.3941,81905.1221,198901409.2851,42078222.2503
002594.SZ,20250610,353.13,1.4778,2.0974,1.1,26.6601,23.9334,4.9147,1.381,1.3048,0.8772,0.8772,303906.5855,116241.3941,81905.1221,107318532.5376,41048323.4985
