indiv_chip_ts_code,indiv_chip_trade_date,indiv_chip_his_low,indiv_chip_his_high,indiv_chip_cost_5pct,indiv_chip_cost_15pct,indiv_chip_cost_50pct,indiv_chip_cost_85pct,indiv_chip_cost_95pct,indiv_chip_weight_avg,indiv_chip_winner_rate
600036.SH,20250627,1.2,47.2,26.0,30.0,38.0,42.8,44.4,36.95,94.69
600036.SH,20250626,1.2,47.2,26.0,30.0,38.0,42.4,44.0,36.87,98.81
600036.SH,20250625,1.2,47.2,26.0,30.0,38.0,42.4,44.0,36.83,98.49
600036.SH,20250624,1.2,47.2,26.0,30.0,38.0,42.4,44.0,36.77,98.14
600036.SH,20250623,1.2,47.2,26.0,30.0,38.0,42.4,43.6,36.75,97.26
600036.SH,20250620,1.2,47.2,26.0,30.0,38.0,42.4,43.6,36.71,97.39
600036.SH,20250619,1.2,47.2,26.0,30.0,38.0,42.4,43.6,36.69,96.05
600036.SH,20250618,1.2,47.2,26.0,30.0,37.6,42.4,43.6,36.66,96.22
600036.SH,20250617,1.2,47.2,26.0,30.0,37.6,42.4,43.6,36.62,97.48
600036.SH,20250616,1.2,47.2,26.0,30.0,37.6,42.4,43.2,36.6,96.84
600036.SH,20250613,1.2,47.2,26.0,29.6,37.6,42.4,43.2,36.57,95.35
600036.SH,20250612,1.2,47.2,26.0,29.6,37.6,42.0,43.2,36.54,95.39
600036.SH,20250611,1.2,47.2,26.0,29.6,37.6,42.0,43.2,36.51,95.6
600036.SH,20250610,1.2,47.2,26.0,29.6,37.6,42.0,43.2,36.46,93.78
600036.SH,20250609,1.2,47.2,26.0,29.6,37.6,42.0,43.2,36.43,91.0
600036.SH,20250606,1.2,47.2,26.0,29.6,37.6,42.0,43.2,36.41,91.17
600036.SH,20250605,1.2,47.2,26.0,29.6,37.6,42.0,43.2,36.37,91.31
600036.SH,20250604,1.2,47.2,26.0,29.6,37.6,42.0,43.2,36.37,87.86
600036.SH,20250603,1.2,47.2,26.0,29.6,37.6,42.0,43.2,36.34,87.99
600036.SH,20250530,1.2,47.2,26.0,29.6,37.6,42.0,43.2,36.3,84.61
600036.SH,20250529,1.2,47.2,26.0,29.6,37.6,42.0,43.2,36.3,84.8
600036.SH,20250528,1.2,47.2,26.0,29.6,37.6,41.6,43.2,36.28,85.0
600036.SH,20250527,1.2,47.2,26.0,29.6,37.6,41.6,43.2,36.26,85.12
600036.SH,20250526,1.2,47.2,26.0,29.6,37.2,41.6,43.2,36.24,85.38
600036.SH,20250523,1.2,47.2,26.0,29.6,37.2,41.6,43.2,36.22,88.13
600036.SH,20250522,1.2,47.2,26.0,29.6,37.2,41.6,43.2,36.17,91.39
600036.SH,20250521,1.2,47.2,26.0,29.6,37.2,41.6,43.2,36.16,88.84
600036.SH,20250520,1.2,47.2,26.0,29.6,37.2,41.6,43.2,36.12,89.04
600036.SH,20250519,1.2,47.2,26.0,29.6,37.2,41.2,43.2,36.11,89.31
600036.SH,20250516,1.2,47.2,26.0,29.6,37.2,41.2,43.2,36.07,91.39
600036.SH,20250515,1.2,47.2,26.0,29.6,37.2,41.2,43.2,36.03,93.63
600036.SH,20250514,1.2,47.2,26.0,29.6,37.2,41.2,43.2,35.99,93.86
600036.SH,20250513,1.2,47.2,26.0,29.6,37.2,41.2,43.2,35.95,92.77
600036.SH,20250512,1.2,47.2,26.0,29.6,37.2,41.2,43.2,35.92,90.33
600036.SH,20250509,1.2,47.2,26.0,29.6,37.2,40.8,43.2,35.86,90.85
600036.SH,20250508,1.2,47.2,26.0,29.6,37.2,40.8,43.2,35.84,85.7
600036.SH,20250507,1.2,47.2,26.0,29.6,37.2,40.8,43.2,35.79,78.74
600036.SH,20250506,1.2,47.2,26.0,29.6,37.2,40.8,43.2,35.77,75.12
600036.SH,20250430,1.2,47.2,26.0,29.6,37.2,40.8,43.2,35.75,67.5
600036.SH,20250429,1.2,47.2,26.0,29.6,36.8,40.8,43.2,35.72,78.45
600036.SH,20250428,1.2,47.2,26.0,29.6,36.8,40.8,43.2,35.7,83.04
600036.SH,20250425,1.2,47.2,26.0,29.6,36.8,40.8,43.2,35.69,79.05
600036.SH,20250424,1.2,47.2,26.0,29.6,36.8,40.8,43.2,35.67,83.06
600036.SH,20250423,1.2,47.2,26.0,29.2,36.8,40.8,43.2,35.64,79.62
600036.SH,20250422,1.2,47.2,26.0,29.2,36.8,40.8,43.2,35.63,79.8
600036.SH,20250421,1.2,47.2,26.0,29.2,36.8,40.8,43.2,35.61,83.01
600036.SH,20250418,1.2,47.2,26.0,29.2,36.8,40.8,43.2,35.59,85.51
600036.SH,20250417,1.2,47.2,26.0,29.2,36.8,40.8,43.2,35.57,80.75
600036.SH,20250416,1.2,47.2,26.0,29.2,36.8,40.8,43.2,35.55,83.42
600036.SH,20250415,1.2,47.2,26.0,29.2,36.8,40.8,43.2,35.53,81.31
600036.SH,20250414,1.2,47.2,26.0,29.2,36.8,40.8,43.2,35.51,78.61
600036.SH,20250411,1.2,47.2,26.0,29.2,36.8,40.8,43.2,35.49,78.78
600036.SH,20250410,1.2,47.2,26.0,29.2,36.8,40.8,43.2,35.48,75.89
600036.SH,20250409,1.2,47.2,26.0,29.2,36.8,40.8,43.2,35.45,68.73
600036.SH,20250408,1.2,47.2,26.0,29.2,36.8,41.2,43.2,35.42,75.84
600036.SH,20250407,1.2,47.2,26.0,29.2,36.4,41.2,43.2,35.36,72.94
600036.SH,20250403,1.2,47.2,26.0,29.2,36.4,41.2,43.2,35.31,84.43
600036.SH,20250402,1.2,47.2,26.0,29.2,36.4,41.2,43.2,35.28,84.38
600036.SH,20250401,1.2,47.2,26.0,29.2,36.4,41.2,43.2,35.27,84.55
600036.SH,20250331,1.2,47.2,26.0,29.2,36.4,41.2,43.2,35.25,87.51
600036.SH,20250328,1.2,47.2,26.0,29.2,36.4,40.8,43.2,35.2,87.61
600036.SH,20250327,1.2,47.2,26.0,29.2,36.4,40.8,43.2,35.18,87.77
600036.SH,20250326,1.2,47.2,26.0,29.2,36.4,40.8,43.2,35.13,86.08
600036.SH,20250325,1.2,47.2,25.6,29.2,36.4,40.4,43.2,35.04,95.32
600036.SH,20250324,1.2,47.2,25.6,29.2,36.4,40.4,43.2,35.02,93.54
600036.SH,20250321,1.2,47.2,25.6,29.2,36.4,40.4,43.2,34.98,93.69
600036.SH,20250320,1.2,47.2,25.6,29.2,36.0,40.0,43.2,34.93,95.47
600036.SH,20250319,1.2,47.2,25.6,29.2,36.0,40.0,43.2,34.87,97.4
600036.SH,20250318,1.2,47.2,25.6,29.2,36.0,40.0,42.8,34.83,96.41
600036.SH,20250317,1.2,47.2,25.6,29.2,36.0,40.0,42.8,34.79,95.5
600036.SH,20250314,1.2,47.2,25.6,29.2,36.0,40.0,42.4,34.73,96.66
600036.SH,20250313,1.2,47.2,25.6,28.8,36.0,39.6,42.0,34.65,95.26
600036.SH,20250312,1.2,47.2,25.6,28.8,36.0,39.6,42.0,34.62,94.88
600036.SH,20250311,1.2,47.2,25.6,28.8,36.0,39.6,42.0,34.57,94.97
600036.SH,20250310,1.2,47.2,25.6,28.8,36.0,39.6,41.6,34.56,94.28
600036.SH,20250307,1.2,47.2,25.6,28.8,36.0,39.6,41.6,34.53,95.08
600036.SH,20250306,1.2,47.2,25.6,28.8,36.0,39.2,41.6,34.49,94.03
600036.SH,20250305,1.2,47.2,25.6,28.8,36.0,39.2,41.6,34.45,94.21
600036.SH,20250304,1.2,47.2,25.6,28.8,35.6,39.2,41.6,34.42,91.63
600036.SH,20250303,1.2,47.2,25.6,28.8,35.6,39.2,41.6,34.4,91.7
600036.SH,20250228,1.2,47.2,25.6,28.8,35.6,39.2,41.6,34.38,92.14
600036.SH,20250227,1.2,47.2,25.6,28.8,35.6,39.2,41.6,34.34,93.85
600036.SH,20250226,1.2,47.2,25.6,28.8,35.6,38.8,41.6,34.31,90.54
600036.SH,20250225,1.2,47.2,25.6,28.8,35.6,38.8,41.6,34.28,88.33
600036.SH,20250224,1.2,47.2,25.6,28.8,35.6,38.8,41.6,34.24,88.54
600036.SH,20250221,1.2,47.2,25.6,28.8,35.6,38.8,41.6,34.23,90.8
600036.SH,20250220,1.2,47.2,25.6,28.8,35.6,38.8,41.6,34.2,92.96
600036.SH,20250219,1.2,47.2,25.6,28.8,35.2,38.8,41.6,34.17,93.0
600036.SH,20250218,1.2,47.2,25.6,28.8,35.2,38.4,41.6,34.15,93.19
600036.SH,20250217,1.2,47.2,25.6,28.8,35.2,38.4,41.6,34.12,92.14
600036.SH,20250214,1.2,47.2,25.6,28.8,35.2,38.4,41.6,34.09,93.41
600036.SH,20250213,1.2,47.2,25.6,28.8,35.2,38.4,41.6,34.07,92.85
600036.SH,20250212,1.2,47.2,25.6,28.8,35.2,38.4,41.6,34.05,93.1
600036.SH,20250211,1.2,47.2,25.6,28.8,35.2,38.4,41.6,34.02,92.43
600036.SH,20250210,1.2,47.2,25.6,28.8,35.2,38.0,41.6,33.99,90.71
600036.SH,20250207,1.2,47.2,25.6,28.8,35.2,38.0,41.6,33.96,88.4
600036.SH,20250206,1.2,47.2,25.6,28.8,35.2,38.0,41.6,33.94,88.47
600036.SH,20250205,1.2,47.2,25.6,28.8,35.2,38.0,41.6,33.93,86.32
600036.SH,20250127,1.2,47.2,25.6,28.8,34.8,38.0,41.6,33.89,90.87
600036.SH,20250124,1.2,47.2,25.6,28.8,34.8,38.0,41.6,33.88,89.21
600036.SH,20250123,1.2,47.2,25.6,28.8,34.8,38.0,41.6,33.86,87.59
600036.SH,20250122,1.2,47.2,25.6,28.8,34.8,38.0,41.6,33.83,84.88
600036.SH,20250121,1.2,47.2,25.6,28.8,34.8,37.6,41.6,33.8,89.33
600036.SH,20250120,1.2,47.2,25.6,28.8,34.8,37.6,41.6,33.77,89.42
600036.SH,20250117,1.2,47.2,25.6,28.8,34.8,37.6,41.6,33.76,91.31
600036.SH,20250116,1.2,47.2,25.6,28.8,34.8,37.6,41.6,33.74,92.55
600036.SH,20250115,1.2,47.2,25.6,28.8,34.4,37.6,41.6,33.7,91.78
600036.SH,20250114,1.2,47.2,25.6,28.8,34.4,37.6,41.6,33.66,90.46
600036.SH,20250113,1.2,47.2,25.6,28.8,34.0,37.6,41.6,33.63,82.03
600036.SH,20250110,1.2,47.2,25.6,28.8,34.0,37.6,41.6,33.6,82.02
600036.SH,20250109,1.2,47.2,25.6,28.8,33.6,37.6,41.6,33.59,82.26
600036.SH,20250108,1.2,47.2,25.6,28.8,33.6,37.6,41.6,33.57,88.01
600036.SH,20250107,1.2,47.2,25.6,28.8,33.6,37.6,41.6,33.53,82.99
600036.SH,20250106,1.2,47.2,25.6,28.8,33.2,37.6,41.6,33.52,83.03
600036.SH,20250103,1.2,47.2,25.6,28.8,33.2,37.6,41.6,33.49,76.54
600036.SH,20250102,1.2,47.2,25.6,28.8,33.2,37.6,41.6,33.47,76.79
600036.SH,20241231,1.2,47.2,25.6,28.8,32.8,37.6,41.6,33.44,88.0
600036.SH,20241230,1.2,47.2,25.6,28.8,32.8,37.6,41.6,33.42,88.33
600036.SH,20241227,1.2,47.2,25.6,28.8,32.8,37.6,41.6,33.38,88.69
600036.SH,20241226,1.2,47.2,25.6,28.8,32.8,37.6,41.6,33.35,88.7
600036.SH,20241225,1.2,47.2,25.6,28.8,32.8,37.6,41.6,33.33,88.76
600036.SH,20241224,1.2,47.2,25.6,28.8,32.8,37.2,41.6,33.3,85.44
600036.SH,20241223,1.2,47.2,25.6,28.8,32.4,37.2,41.6,33.25,73.62
600036.SH,20241220,1.2,47.2,25.6,28.4,32.4,37.2,41.6,33.22,68.7
600036.SH,20241219,1.2,47.2,25.6,28.4,32.4,37.2,41.6,33.2,74.14
600036.SH,20241218,1.2,47.2,25.6,28.4,32.4,37.2,41.6,33.18,80.21
600036.SH,20241217,1.2,47.2,25.6,28.4,32.4,37.2,41.6,33.15,70.0
600036.SH,20241216,1.2,47.2,25.6,28.4,32.4,37.2,41.6,33.11,70.03
600036.SH,20241213,1.2,47.2,25.6,28.4,32.4,37.2,41.6,33.1,66.01
600036.SH,20241212,1.2,47.2,25.6,28.4,32.4,37.2,41.6,33.07,79.85
600036.SH,20241211,1.2,47.2,25.6,28.4,32.4,37.2,41.6,33.04,74.84
600036.SH,20241210,1.2,47.2,25.6,28.4,32.0,37.2,41.6,33.0,79.93
600036.SH,20241209,1.2,47.2,25.6,28.4,32.0,37.2,41.6,32.97,71.81
600036.SH,20241206,1.2,47.2,25.6,28.4,32.0,37.2,41.6,32.96,71.88
600036.SH,20241205,1.2,47.2,25.2,28.4,32.0,37.2,41.6,32.93,66.33
600036.SH,20241204,1.2,47.2,25.2,28.4,32.0,37.6,41.6,32.9,66.34
600036.SH,20241203,1.2,47.2,25.2,28.4,32.0,37.6,41.6,32.9,66.28
600036.SH,20241202,1.2,47.2,25.2,28.4,32.0,37.6,41.6,32.86,64.31
600036.SH,20241129,1.2,47.2,25.2,28.4,32.0,37.6,41.6,32.85,64.22
600036.SH,20241128,1.2,47.2,25.2,28.4,32.0,37.6,41.6,32.84,64.41
600036.SH,20241127,1.2,47.2,25.2,28.4,32.0,37.6,41.6,32.82,64.42
600036.SH,20241126,1.2,47.2,25.2,28.4,32.0,37.6,41.6,32.83,64.37
600036.SH,20241125,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.81,63.19
600036.SH,20241122,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.8,64.27
600036.SH,20241121,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.76,67.33
600036.SH,20241120,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.77,67.45
600036.SH,20241119,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.73,70.24
600036.SH,20241118,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.73,70.34
600036.SH,20241115,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.69,70.83
600036.SH,20241114,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.66,74.73
600036.SH,20241113,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.64,71.66
600036.SH,20241112,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.6,71.69
600036.SH,20241111,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.58,74.94
600036.SH,20241108,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.54,78.96
600036.SH,20241107,1.2,47.2,25.2,28.4,31.6,37.6,41.6,32.5,88.19
600036.SH,20241106,1.2,47.2,25.2,28.4,31.2,37.6,41.6,32.46,79.94
600036.SH,20241105,1.2,47.2,25.2,28.4,31.2,37.6,41.6,32.42,84.62
600036.SH,20241104,1.2,47.2,25.2,28.0,31.2,37.6,41.6,32.4,80.57
600036.SH,20241101,1.2,47.2,25.2,28.0,31.2,37.6,41.6,32.36,77.3
600036.SH,20241031,1.2,47.2,25.2,28.0,31.2,37.6,41.6,32.32,74.04
600036.SH,20241030,1.2,47.2,25.2,28.0,31.2,37.6,41.6,32.3,75.5
600036.SH,20241029,1.2,47.2,25.2,28.0,31.2,37.6,41.6,32.25,80.33
600036.SH,20241028,1.2,47.2,25.2,28.0,31.2,37.6,41.6,32.23,80.57
600036.SH,20241025,1.2,47.2,25.2,28.0,31.2,37.6,41.6,32.2,84.44
600036.SH,20241024,1.2,47.2,25.2,28.0,31.2,37.6,41.6,32.16,87.93
600036.SH,20241023,1.2,47.2,25.2,28.0,31.2,37.6,41.6,32.15,89.89
600036.SH,20241022,1.2,47.2,25.2,28.0,31.2,37.2,41.6,32.11,85.44
600036.SH,20241021,1.2,47.2,25.2,28.0,31.2,37.2,41.6,32.08,85.61
600036.SH,20241018,1.2,47.2,25.2,28.0,31.2,37.2,41.6,32.03,85.58
600036.SH,20241017,1.2,47.2,25.2,28.0,31.2,37.2,41.6,31.98,83.29
600036.SH,20241016,1.2,47.2,25.2,28.0,31.2,37.2,41.6,31.93,88.3
600036.SH,20241015,1.2,47.2,25.2,28.0,30.8,37.2,41.6,31.87,84.6
600036.SH,20241014,1.2,47.2,25.2,28.0,30.8,36.8,41.6,31.8,88.45
600036.SH,20241011,1.2,47.2,25.2,28.0,30.8,36.8,42.0,31.72,86.41
600036.SH,20241010,1.2,47.2,25.2,28.0,30.8,36.4,42.0,31.65,86.62
600036.SH,20241009,1.2,47.2,25.2,28.0,30.8,36.0,42.0,31.58,82.88
600036.SH,20241008,1.2,47.2,25.2,28.0,30.8,35.6,42.0,31.52,89.21
600036.SH,20240930,1.2,47.2,25.2,28.0,30.8,34.8,42.0,31.32,88.83
600036.SH,20240927,1.2,47.2,25.2,28.0,30.8,33.6,42.0,31.22,86.25
600036.SH,20240926,1.2,47.2,25.2,28.0,30.8,33.2,42.4,31.16,85.92
600036.SH,20240925,1.2,47.2,24.8,27.6,30.8,33.2,42.4,31.14,81.26
600036.SH,20240924,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.13,71.95
600036.SH,20240923,1.2,47.2,24.8,27.6,30.4,33.6,42.4,31.15,44.04
600036.SH,20240920,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.16,39.55
600036.SH,20240919,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.17,34.5
600036.SH,20240918,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.16,39.15
600036.SH,20240913,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.17,34.59
600036.SH,20240912,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.16,29.4
600036.SH,20240911,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.17,29.28
600036.SH,20240910,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.17,29.02
600036.SH,20240909,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.19,28.79
600036.SH,20240906,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.19,37.56
600036.SH,20240905,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.18,37.66
600036.SH,20240904,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.18,41.63
600036.SH,20240903,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.18,41.63
600036.SH,20240902,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.17,47.53
600036.SH,20240830,1.2,47.2,24.8,27.6,30.8,33.6,42.4,31.17,56.7
600036.SH,20240829,1.2,47.2,24.8,27.6,30.8,34.0,42.4,31.17,64.03
600036.SH,20240828,1.2,47.2,24.8,27.6,30.8,34.0,42.4,31.16,76.04
600036.SH,20240827,1.2,47.2,24.8,27.6,30.8,34.0,42.4,31.15,76.23
600036.SH,20240826,1.2,47.2,24.8,27.6,30.8,34.0,42.4,31.14,76.38
600036.SH,20240823,1.2,47.2,24.8,27.6,30.8,34.0,42.4,31.14,76.57
600036.SH,20240822,1.2,47.2,24.8,27.6,30.8,34.0,42.4,31.12,71.67
600036.SH,20240821,1.2,47.2,24.8,27.6,30.8,34.0,42.4,31.12,71.84
600036.SH,20240820,1.2,47.2,24.8,27.6,30.8,34.0,42.4,31.11,76.7
600036.SH,20240819,1.2,47.2,24.8,27.6,30.8,34.0,42.4,31.1,76.72
600036.SH,20240816,1.2,47.2,24.8,27.6,30.4,34.0,42.4,31.09,72.43
600036.SH,20240815,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.08,67.08
600036.SH,20240814,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.08,50.61
600036.SH,20240813,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.06,50.61
600036.SH,20240812,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.07,50.67
600036.SH,20240809,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.06,59.43
600036.SH,20240808,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.06,50.94
600036.SH,20240807,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.06,45.45
600036.SH,20240806,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.05,45.48
600036.SH,20240805,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.04,50.65
600036.SH,20240802,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.05,59.02
600036.SH,20240801,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.03,66.24
600036.SH,20240731,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.03,66.23
600036.SH,20240730,1.2,47.2,24.8,27.2,30.4,34.0,42.4,31.02,59.68
