indiv_din_ts_code,indiv_din_trade_date,indiv_din_close,indiv_din_turnover_rate,indiv_din_turnover_rate_f,indiv_din_volume_ratio,indiv_din_pe,indiv_din_pe_ttm,indiv_din_pb,indiv_din_ps,indiv_din_ps_ttm,indiv_din_dv_ratio,indiv_din_dv_ttm,indiv_din_total_share,indiv_din_float_share,indiv_din_free_share,indiv_din_total_mv,indiv_din_circ_mv
600519.SH,20250804,1419.0,0.1488,0.3403,0.52,20.6724,20.0263,7.9689,10.4304,10.144,3.8589,3.6281,125619.78,125619.78,54913.6536,178254467.82,178254467.82
600519.SH,20250801,1417.0,0.2359,0.5397,0.78,20.6433,19.998,7.9577,10.4157,10.1297,3.8644,3.6332,125619.78,125619.78,54913.6536,178003228.26,178003228.26
600519.SH,20250731,1421.67,0.4123,0.9433,1.46,20.7113,20.0639,7.9839,10.45,10.1631,3.8517,3.6212,125619.78,125619.78,54913.6536,178589872.6326,178589872.6326
600519.SH,20250730,1449.44,0.2537,0.5803,0.84,21.1159,20.4559,8.1399,10.6541,10.3616,3.7779,3.5519,125619.78,125619.78,54913.6536,182078333.9232,182078333.9232
600519.SH,20250729,1439.0,0.2094,0.479,0.64,20.9638,20.3085,8.0813,10.5774,10.2869,3.8053,3.5776,125619.78,125619.78,54913.6536,180766863.42,180766863.42
600519.SH,20250728,1438.66,0.3072,0.7027,0.99,20.9588,20.3037,8.0793,10.5749,10.2845,3.8062,3.5785,125619.78,125619.78,54913.6536,180724152.6948,180724152.6948
600519.SH,20250725,1455.0,0.3336,0.7632,1.08,21.1969,20.5343,8.1711,10.695,10.4013,3.7634,3.5383,125619.78,125619.78,54913.6536,182776779.9,182776779.9
600519.SH,20250724,1491.5,0.3089,0.7066,1.09,21.7286,21.0494,8.3761,10.9633,10.6622,3.6713,3.4517,125619.78,125619.78,54913.6536,187361901.87,187361901.87
600519.SH,20250723,1475.5,0.3586,0.8203,1.46,21.4955,20.8236,8.2862,10.8457,10.5479,3.7111,3.4891,125619.78,125619.78,54913.6536,185351985.39,185351985.39
600519.SH,20250722,1464.98,0.3353,0.767,1.42,21.3423,20.6752,8.2272,10.7684,10.4727,3.7378,3.5142,125619.78,125619.78,54913.6536,184030465.3044,184030465.3044
600519.SH,20250721,1443.0,0.2086,0.4772,0.88,21.0221,20.365,8.1037,10.6068,10.3155,3.7947,3.5677,125619.78,125619.78,54913.6536,181269342.54,181269342.54
600519.SH,20250718,1437.0,0.3329,0.7616,1.27,20.9347,20.2803,8.07,10.5627,10.2726,3.8106,3.5826,125619.78,125619.78,54913.6536,180515623.86,180515623.86
600519.SH,20250717,1416.35,0.1839,0.4208,0.64,20.6338,19.9889,7.9541,10.4109,10.125,3.8661,3.6348,125619.78,125619.78,54913.6536,177921575.403,177921575.403
600519.SH,20250716,1411.03,0.1694,0.3876,0.57,20.5563,19.9138,7.9242,10.3718,10.087,3.8807,3.6486,125619.78,125619.78,54913.6536,177253278.1734,177253278.1734
600519.SH,20250715,1411.0,0.2818,0.6448,1.04,20.5559,19.9134,7.924,10.3716,10.0868,3.8808,3.6486,125619.78,125619.78,54913.6536,177249509.58,177249509.58
600519.SH,20250714,1423.6,0.2212,0.5059,0.84,20.7394,20.0912,7.9948,10.4642,10.1769,3.8464,3.6163,125619.78,125619.78,54913.6536,178832318.808,178832318.808
600519.SH,20250711,1427.0,0.4557,1.0424,2.08,20.789,20.1392,8.0139,10.4892,10.2012,3.8373,3.6077,125619.78,125619.78,54913.6536,179259426.06,179259426.06
600519.SH,20250710,1426.5,0.3083,0.7052,1.57,20.7817,20.1321,8.0111,10.4855,10.1976,3.8386,3.609,125619.78,125619.78,54913.6536,179196616.17,179196616.17
600519.SH,20250709,1418.88,0.2209,0.5053,1.14,20.6707,20.0246,7.9683,10.4295,10.1431,3.8592,3.6284,125619.78,125619.78,54913.6536,178239393.4464,178239393.4464
600519.SH,20250708,1416.11,0.1487,0.3401,0.76,20.6303,19.9855,7.9527,10.4091,10.1233,3.8668,3.6355,125619.78,125619.78,54913.6536,177891426.6558,177891426.6558
600519.SH,20250707,1410.7,0.1899,0.4344,0.92,20.5515,19.9091,7.9223,10.3694,10.0846,3.8816,3.6494,125619.78,125619.78,54913.6536,177211823.646,177211823.646
600519.SH,20250704,1422.22,0.229,0.5239,1.03,20.7193,20.0717,7.987,10.4541,10.167,3.8502,3.6198,125619.78,125619.78,54913.6536,178658963.5116,178658963.5116
