indiv_d_ts_code,indiv_d_trade_date,indiv_d_open,indiv_d_high,indiv_d_low,indiv_d_close,indiv_d_pre_close,indiv_d_change,indiv_d_pct_chg,indiv_d_vol,indiv_d_amount
600519.SH,20250807,11825.32,11857.05,11793.6,11812.62,11825.32,-12.699999999998909,-0.11,28001.34,3988765.795
600519.SH,20250806,11867.84,11867.84,11787.29,11825.32,11857.38,-32.05999999999949,-0.27,23699.28,3372334.94
600519.SH,20250805,11801.4,11875.65,11769.1,11857.38,11784.8,72.57999999999993,0.62,25342.27,3607931.488
600519.SH,20250804,11751.57,11791.44,11743.27,11784.8,11768.18,16.61999999999898,0.14,18687.95,2647105.74
600519.SH,20250801,11808.63,11842.6,11743.27,11768.18,11806.97,-38.789999999999054,-0.33,29635.59,4200850.79
600519.SH,20250731,11984.11,11999.65,11776.49,11806.97,12037.6,-230.63000000000102,-1.92,51797.51,7386302.758
600519.SH,20250730,11992.42,12101.71,11934.28,12037.6,11950.9,86.70000000000073,0.73,31867.71,4612883.04
600519.SH,20250729,11955.88,12032.2,11917.76,11950.9,11948.07,2.8299999999999272,0.02,26304.08,3785848.102
600519.SH,20250728,12067.16,12083.69,11928.47,11948.07,12083.77,-135.70000000000073,-1.12,38586.32,5560966.386
600519.SH,20250725,12386.08,12386.08,12067.16,12083.77,12386.91,-303.1399999999994,-2.45,41911.26,6140078.741
600519.SH,20250724,12258.18,12449.19,12249.88,12386.91,12254.03,132.8799999999992,1.08,38803.64,5786337.377
600519.SH,20250723,12200.05,12415.98,12199.63,12254.03,12166.66,87.3700000000008,0.72,45044.84,6676301.462
600519.SH,20250722,11992.42,12180.11,11964.85,12166.66,11984.11,182.54999999999927,1.52,42118.98,6127636.851
600519.SH,20250721,11934.2,12015.67,11917.67,11984.11,11934.28,49.82999999999993,0.42,26203.31,3779891.829
600519.SH,20250718,11793.1,11941.01,11763.04,11934.28,11762.79,171.48999999999978,1.46,41823.41,5984949.774
600519.SH,20250717,11743.1,11818.1,11733.97,11762.79,11718.6,44.19000000000051,0.38,23105.54,3273100.406
600519.SH,20250716,11710.13,11772.25,11709.63,11718.6,11718.35,0.25,0.0,21286.05,3006882.579
600519.SH,20250715,11801.24,11817.43,11696.1,11718.35,11823.0,-104.64999999999964,-0.89,35405.78,5005150.165
600519.SH,20250714,11876.15,11917.51,11806.39,11823.0,11851.23,-28.229999999999563,-0.24,27780.94,3961736.006
600519.SH,20250711,11819.34,12108.69,11819.34,11851.23,11847.08,4.149999999999636,0.04,57243.35,8239010.39
600519.SH,20250710,11784.55,11927.47,11713.37,11847.08,11783.8,63.280000000000655,0.54,38725.03,5503329.754
600519.SH,20250709,11751.57,11875.9,11744.68,11783.8,11760.79,23.0099999999984,0.2,27745.32,3950810.723
600519.SH,20250708,11715.95,11793.1,11715.86,11760.79,11715.86,44.93000000000029,0.38,18673.7,2643302.691
600519.SH,20250707,11812.04,11822.17,11710.13,11715.86,11811.54,-95.68000000000029,-0.81,23854.67,3370562.659
600519.SH,20250704,11757.39,11891.85,11710.13,11811.54,11756.56,54.98000000000138,0.47,28766.91,4086547.268
