indiv_din_ts_code,indiv_din_trade_date,indiv_din_close,indiv_din_turnover_rate,indiv_din_turnover_rate_f,indiv_din_volume_ratio,indiv_din_pe,indiv_din_pe_ttm,indiv_din_pb,indiv_din_ps,indiv_din_ps_ttm,indiv_din_dv_ratio,indiv_din_dv_ttm,indiv_din_total_share,indiv_din_float_share,indiv_din_free_share,indiv_din_total_mv,indiv_din_circ_mv
600036.SH,20250922,40.92,0.3181,0.5366,0.83,6.9546,6.9458,1.0204,3.0579,3.0851,4.8191,4.8876,2521984.5601,2062894.4429,1222783.368,103199608.1993,84413640.6035
600036.SH,20250919,41.0,0.4055,0.6841,1.06,6.9682,6.9594,1.0224,3.0639,3.0911,4.8097,4.8781,2521984.5601,2062894.4429,1222783.368,103401366.9641,84578672.1589
600036.SH,20250918,40.83,0.4865,0.8207,1.39,6.9393,6.9305,1.0182,3.0511,3.0783,4.8297,4.8984,2521984.5601,2062894.4429,1222783.368,102972629.5889,84227980.1036
600036.SH,20250917,41.76,0.2775,0.4681,0.82,7.0973,7.0884,1.0414,3.1206,3.1484,4.7222,4.7893,2521984.5601,2062894.4429,1222783.368,105318075.2298,86146471.9355
600036.SH,20250916,41.75,0.4164,0.7025,1.33,7.0956,7.0867,1.0411,3.1199,3.1477,4.7233,4.7904,2521984.5601,2062894.4429,1222783.368,105292855.3842,86125842.9911
600036.SH,20250915,42.22,0.3391,0.572,1.03,7.1755,7.1665,1.0528,3.155,3.1831,4.6707,4.7371,2521984.5601,2062894.4429,1222783.368,106478188.1274,87095403.3792
600036.SH,20250912,42.54,0.399,0.6732,1.31,7.2299,7.2208,1.0608,3.1789,3.2072,4.6356,4.7015,2521984.5601,2062894.4429,1222783.368,107285223.1867,87755529.601
600036.SH,20250911,43.3,0.3154,0.5322,0.95,7.3591,7.3498,1.0798,3.2357,3.2645,4.5542,4.619,2521984.5601,2062894.4429,1222783.368,109201931.4523,89323329.3776
600036.SH,20250910,43.0,0.2285,0.3855,0.63,7.3081,7.2989,1.0723,3.2133,3.2419,4.586,4.6512,2521984.5601,2062894.4429,1222783.368,108445336.0843,88704461.0447
600036.SH,20250909,42.83,0.2858,0.4821,0.64,7.2792,7.27,1.068,3.2006,3.2291,4.6042,4.6696,2521984.5601,2062894.4429,1222783.368,108016598.7091,88353768.9894
600036.SH,20250908,42.43,0.4129,0.6965,0.84,7.2112,7.2021,1.0581,3.1707,3.1989,4.6476,4.7137,2521984.5601,2062894.4429,1222783.368,107007804.885,87528611.2122
600036.SH,20250905,42.76,0.2774,0.4681,0.49,7.2673,7.2581,1.0663,3.1954,3.2238,4.6118,4.6773,2521984.5601,2062894.4429,1222783.368,107840059.7899,88209366.3784
600036.SH,20250904,43.05,0.4534,0.7649,0.82,7.3166,7.3074,1.0735,3.217,3.2457,4.5807,4.6458,2521984.5601,2062894.4429,1222783.368,108571435.3123,88807605.7668
600036.SH,20250903,42.9,0.3967,0.6693,0.72,7.2911,7.2819,1.0698,3.2058,3.2344,4.5967,4.662,2521984.5601,2062894.4429,1222783.368,108193137.6283,88498171.6004
600036.SH,20250902,43.44,0.7039,1.1876,1.46,7.3829,7.3736,1.0833,3.2462,3.2751,4.5396,4.6041,2521984.5601,2062894.4429,1222783.368,109555009.2907,89612134.5996
600036.SH,20250901,41.98,0.6187,1.0438,1.39,7.1347,7.1257,1.0428,3.1371,3.165,4.6974,4.7642,2521984.5601,2062894.4429,1222783.368,105872911.833,86600308.7129
600036.SH,20250829,42.89,0.6597,1.2854,1.69,7.2894,7.3284,1.0654,3.2051,3.2306,4.5978,4.6631,2521984.5601,2062894.4429,1058737.0295,108167917.7827,88477542.656
600036.SH,20250828,42.98,0.3987,0.7768,1.08,7.3047,7.3438,1.0676,3.2118,3.2374,4.5881,4.6533,2521984.5601,2062894.4429,1058737.0295,108394896.3931,88663203.1558
600036.SH,20250827,43.0,0.3675,0.7161,1.06,7.3081,7.3472,1.0681,3.2133,3.2389,4.586,4.6512,2521984.5601,2062894.4429,1058737.0295,108445336.0843,88704461.0447
600036.SH,20250826,43.52,0.3663,0.7138,1.11,7.3965,7.4361,1.081,3.2522,3.2781,4.5312,4.5956,2521984.5601,2062894.4429,1058737.0295,109756768.0556,89777166.155
600036.SH,20250825,43.87,0.4399,0.857,1.33,7.4559,7.4959,1.0897,3.2783,3.3044,4.4951,4.5589,2521984.5601,2062894.4429,1058737.0295,110639462.6516,90499179.21
600036.SH,20250822,43.26,0.3851,0.7504,1.12,7.3523,7.3917,1.0745,3.2327,3.2585,4.5585,4.6232,2521984.5601,2062894.4429,1058737.0295,109101052.0699,89240813.5999
600036.SH,20250821,43.47,0.2805,0.5464,0.79,7.388,7.4276,1.0798,3.2484,3.2743,4.5364,4.6009,2521984.5601,2062894.4429,1058737.0295,109630668.8275,89674021.4329
600036.SH,20250820,43.45,0.2653,0.5169,0.69,7.3846,7.4241,1.0793,3.2469,3.2728,4.5385,4.603,2521984.5601,2062894.4429,1058737.0295,109580229.1363,89632763.544
600036.SH,20250819,43.4,0.2783,0.5423,0.72,7.3761,7.4156,1.078,3.2432,3.269,4.5437,4.6083,2521984.5601,2062894.4429,1058737.0295,109454129.9083,89529618.8219
600036.SH,20250818,43.51,0.4491,0.875,1.29,7.3948,7.4344,1.0808,3.2514,3.2773,4.5323,4.5967,2521984.5601,2062894.4429,1058737.0295,109731548.21,89756537.2106
600036.SH,20250815,43.3,0.4523,0.8812,1.5,7.3591,7.3985,1.0755,3.2357,3.2615,4.5542,4.619,2521984.5601,2062894.4429,1058737.0295,109201931.4523,89323329.3776
600036.SH,20250814,43.78,0.3279,0.6388,1.18,7.4406,7.4805,1.0875,3.2716,3.2976,4.5043,4.5683,2521984.5601,2062894.4429,1058737.0295,110412484.0412,90313518.7102
600036.SH,20250813,43.54,0.425,0.8281,1.81,7.3999,7.4395,1.0815,3.2537,3.2796,4.5291,4.5935,2521984.5601,2062894.4429,1058737.0295,109807207.7468,89818424.0439
600036.SH,20250812,44.0,0.2726,0.5311,1.16,7.478,7.5181,1.0929,3.288,3.3142,4.4818,4.5455,2521984.5601,2062894.4429,1058737.0295,110967320.6444,90767355.4876
600036.SH,20250811,44.1,0.2602,0.5069,1.13,7.495,7.5352,1.0954,3.2955,3.3218,4.4716,4.5352,2521984.5601,2062894.4429,1058737.0295,111219519.1004,90973644.9319
600036.SH,20250808,44.53,0.2213,0.4311,0.91,7.5681,7.6087,1.1061,3.3276,3.3541,4.4284,4.4914,2521984.5601,2062894.4429,1058737.0295,112303972.4613,91860689.5423
600036.SH,20250807,45.15,0.2136,0.4162,0.78,7.6735,7.7146,1.1215,3.374,3.4008,4.3676,4.4297,2521984.5601,2062894.4429,1058737.0295,113867602.8885,93139684.0969
600036.SH,20250806,45.12,0.2086,0.4064,0.69,7.6684,7.7095,1.1207,3.3717,3.3986,4.3705,4.4326,2521984.5601,2062894.4429,1058737.0295,113791943.3517,93077797.2636
600036.SH,20250805,45.25,0.2692,0.5245,0.83,7.6905,7.7317,1.124,3.3814,3.4084,4.358,4.4199,2521984.5601,2062894.4429,1058737.0295,114119801.3445,93345973.5412
600036.SH,20250804,44.9,0.2414,0.4704,0.72,7.631,7.6719,1.1153,3.3553,3.382,4.392,4.4544,2521984.5601,2062894.4429,1058737.0295,113237106.7485,92623960.4862
600036.SH,20250801,44.42,0.2882,0.5616,0.83,7.5494,7.5899,1.1034,3.3194,3.3459,4.4394,4.5025,2521984.5601,2062894.4429,1058737.0295,112026554.1596,91633771.1536
600036.SH,20250731,44.48,0.3554,0.6925,1.0,7.5596,7.6001,1.1049,3.3239,3.3504,4.4334,4.4964,2521984.5601,2062894.4429,1058737.0295,112177873.2332,91757544.8202
600036.SH,20250730,44.42,0.3517,0.6852,0.96,7.5494,7.5899,1.1034,3.3194,3.3459,4.4394,4.5025,2521984.5601,2062894.4429,1058737.0295,112026554.1596,91633771.1536
600036.SH,20250729,44.14,0.3809,0.7422,1.0,7.5018,7.542,1.0964,3.2985,3.3248,4.4676,4.531,2521984.5601,2062894.4429,1058737.0295,111320398.4828,91056160.7096
600036.SH,20250728,44.44,0.3079,0.5999,0.82,7.5528,7.5933,1.1039,3.3209,3.3474,4.4374,4.5005,2521984.5601,2062894.4429,1058737.0295,112076993.8508,91675029.0425
600036.SH,20250725,44.83,0.3375,0.6576,0.94,7.6191,7.6599,1.1135,3.3501,3.3767,4.3988,4.4613,2521984.5601,2062894.4429,1058737.0295,113060567.8293,92479557.8752
600036.SH,20250724,44.88,0.4007,0.7808,1.25,7.6276,7.6685,1.1148,3.3538,3.3805,4.3939,4.4563,2521984.5601,2062894.4429,1058737.0295,113186667.0573,92582702.5974
600036.SH,20250723,45.12,0.4136,0.8059,1.46,7.6684,7.7095,1.1207,3.3717,3.3986,4.3705,4.4326,2521984.5601,2062894.4429,1058737.0295,113791943.3517,93077797.2636
600036.SH,20250722,44.94,0.4471,0.8712,1.73,7.6378,7.6787,1.1163,3.3583,3.385,4.388,4.4504,2521984.5601,2062894.4429,1058737.0295,113337986.1309,92706476.2639
600036.SH,20250721,44.85,0.2746,0.535,1.03,7.6225,7.6633,1.114,3.3516,3.3782,4.3968,4.4593,2521984.5601,2062894.4429,1058737.0295,113111007.5205,92520815.7641
600036.SH,20250718,45.05,0.2634,0.5133,0.8,7.6565,7.6975,1.119,3.3665,3.3933,4.3773,4.4395,2521984.5601,2062894.4429,1058737.0295,113615404.4325,92933394.6526
600036.SH,20250717,45.0,0.2021,0.3938,0.5,7.648,7.689,1.1178,3.3628,3.3895,4.3822,4.4445,2521984.5601,2062894.4429,1058737.0295,113489305.2045,92830249.9305
600036.SH,20250716,45.11,0.227,0.4422,0.54,7.6667,7.7078,1.1205,3.371,3.3978,4.3715,4.4336,2521984.5601,2062894.4429,1058737.0295,113766723.5061,93057168.3192
600036.SH,20250715,45.22,0.3229,0.6292,0.77,7.6854,7.7266,1.1232,3.3792,3.4061,4.3609,4.4228,2521984.5601,2062894.4429,1058737.0295,114044141.8077,93284086.7079
600036.SH,20250714,45.57,0.3144,0.6125,0.77,7.7449,7.7864,1.1319,3.4054,3.4325,4.3274,4.3889,2521984.5601,2062894.4429,1058737.0295,114926836.4038,94006099.763
600036.SH,20250711,45.64,0.5742,1.1187,1.59,7.7568,7.7983,1.1337,3.4106,3.4377,4.3207,4.3821,2521984.5601,2062894.4429,1058737.0295,115103375.323,94150502.374
600036.SH,20250710,48.24,0.5913,1.1521,2.0,8.1986,8.2426,1.1415,3.6049,3.6336,4.0879,4.0879,2521984.5601,2062894.4429,1058737.0295,121660535.1792,99514027.9255
600036.SH,20250709,47.13,0.2979,0.5805,1.04,8.01,8.0529,1.1153,3.5219,3.55,4.1841,4.1841,2521984.5601,2062894.4429,1058737.0295,118861132.3175,97224215.0939
600036.SH,20250708,47.62,0.309,0.6021,1.15,8.0933,8.1366,1.1269,3.5586,3.5869,4.1411,4.1411,2521984.5601,2062894.4429,1058737.0295,120096904.752,98235033.3709
600036.SH,20250707,47.2,0.2751,0.5359,1.0,8.0219,8.0649,1.1169,3.5272,3.5553,4.1779,4.1779,2521984.5601,2062894.4429,1058737.0295,119037671.2367,97368617.7049
600036.SH,20250704,47.07,0.3291,0.6413,1.09,7.9998,8.0427,1.1139,3.5175,3.5455,4.1895,4.1895,2521984.5601,2062894.4429,1058737.0295,118709813.2439,97100441.4273
600036.SH,20250703,46.61,0.2696,0.5254,0.89,7.9216,7.9641,1.103,3.4831,3.5108,4.2308,4.2308,2521984.5601,2062894.4429,1058737.0295,117549700.3463,96151509.9836
600036.SH,20250702,46.9,0.2514,0.4898,0.8,7.9709,8.0136,1.1098,3.5047,3.5327,4.2047,4.2047,2521984.5601,2062894.4429,1058737.0295,118281075.8687,96749749.372
600036.SH,20250701,46.45,0.2184,0.4256,0.66,7.8944,7.9367,1.0992,3.4711,3.4988,4.2454,4.2454,2521984.5601,2062894.4429,1058737.0295,117146182.8166,95821446.8727
600036.SH,20250630,45.95,0.3028,0.59,0.93,7.8094,7.8513,1.0873,3.4338,3.4611,4.2916,4.2916,2521984.5601,2062894.4429,1058737.0295,115885190.5366,94789999.6513
600036.SH,20250627,46.22,0.4625,0.9012,1.68,7.8553,7.8974,1.0937,3.4539,3.4814,4.2665,4.2665,2521984.5601,2062894.4429,1058737.0295,116566126.3678,95346981.1508
600036.SH,20250626,47.88,0.2861,0.5575,1.07,8.1375,8.1811,1.133,3.578,3.6065,4.1186,4.1186,2521984.5601,2062894.4429,1058737.0295,120752620.7376,98771385.9261
600036.SH,20250625,47.5,0.2946,0.574,1.18,8.0729,8.1161,1.124,3.5496,3.5778,4.1516,4.1516,2521984.5601,2062894.4429,1058737.0295,119794266.6048,97987486.0378
600036.SH,20250624,46.75,0.3179,0.6194,1.37,7.9454,7.988,1.1063,3.4935,3.5214,4.2182,4.2182,2521984.5601,2062894.4429,1058737.0295,117902778.1847,96440315.2056
600036.SH,20250623,46.25,0.2613,0.509,1.18,7.8604,7.9026,1.0944,3.4562,3.4837,4.2638,4.2638,2521984.5601,2062894.4429,1058737.0295,116641785.9046,95408867.9841
600036.SH,20250620,45.99,0.2172,0.4233,0.97,7.8162,7.8581,1.0883,3.4367,3.4641,4.2879,4.2879,2521984.5601,2062894.4429,1058737.0295,115986069.919,94872515.429
600036.SH,20250619,45.63,0.2489,0.485,1.15,7.7551,7.7966,1.0798,3.4098,3.437,4.3217,4.3217,2521984.5601,2062894.4429,1058737.0295,115078155.4774,94129873.4295
600036.SH,20250618,45.85,0.2067,0.4028,0.82,7.7925,7.8342,1.085,3.4263,3.4536,4.301,4.301,2521984.5601,2062894.4429,1058737.0295,115632992.0806,94583710.207
600036.SH,20250617,45.98,0.2299,0.4479,0.9,7.8145,7.8564,1.0881,3.436,3.4634,4.2888,4.2888,2521984.5601,2062894.4429,1058737.0295,115960850.0734,94851886.4845
600036.SH,20250616,45.78,0.2009,0.3915,0.77,7.7806,7.8223,1.0833,3.4211,3.4483,4.3075,4.3075,2521984.5601,2062894.4429,1058737.0295,115456453.1614,94439307.596
600036.SH,20250613,45.18,0.2298,0.4478,0.91,7.6786,7.7197,1.0691,3.3762,3.4031,4.3647,4.3647,2521984.5601,2062894.4429,1058737.0295,113943262.4253,93201570.9302
600036.SH,20250612,45.23,0.2193,0.4273,0.88,7.6871,7.7283,1.0703,3.38,3.4069,4.3599,4.3599,2521984.5601,2062894.4429,1058737.0295,114069361.6533,93304715.6524
600036.SH,20250611,45.31,0.3765,0.7337,1.79,7.7007,7.7419,1.0722,3.3859,3.4129,4.3522,4.3522,2521984.5601,2062894.4429,1058737.0295,114271120.4181,93469747.2078
600036.SH,20250610,44.67,0.2561,0.499,1.23,7.5919,7.6326,1.0571,3.3381,3.3647,4.4146,4.4146,2521984.5601,2062894.4429,1058737.0295,112657050.2997,92149494.7643
600036.SH,20250609,44.6,0.2301,0.4484,1.06,7.58,7.6206,1.0554,3.3329,3.3594,4.4215,4.4215,2521984.5601,2062894.4429,1058737.0295,112480511.3805,92005092.1533
600036.SH,20250606,44.47,0.1811,0.3528,0.79,7.5579,7.5984,1.0523,3.3232,3.3496,4.4344,4.4344,2521984.5601,2062894.4429,1058737.0295,112152653.3876,91736915.8758
600036.SH,20250605,44.37,0.2042,0.3979,0.94,7.5409,7.5813,1.05,3.3157,3.3421,4.4444,4.4444,2521984.5601,2062894.4429,1058737.0295,111900454.9316,91530626.4315
600036.SH,20250604,44.06,0.181,0.3527,0.84,7.4882,7.5284,1.0426,3.2925,3.3187,4.4757,4.4757,2521984.5601,2062894.4429,1058737.0295,111118639.718,90891129.1542
600036.SH,20250603,43.97,0.2442,0.4757,1.15,7.4729,7.513,1.0405,3.2858,3.312,4.4848,4.4848,2521984.5601,2062894.4429,1058737.0295,110891661.1076,90705468.6543
600036.SH,20250530,43.43,0.277,0.5397,1.33,7.3812,7.4207,1.0277,3.2454,3.2713,4.5406,4.5406,2521984.5601,2062894.4429,1058737.0295,109529789.4451,89591505.6551
600036.SH,20250529,43.47,0.239,0.4656,1.11,7.388,7.4276,1.0287,3.2484,3.2743,4.5364,4.5364,2521984.5601,2062894.4429,1058737.0295,109630668.8275,89674021.4329
600036.SH,20250528,43.68,0.1456,0.2837,0.62,7.4237,7.4634,1.0336,3.2641,3.2901,4.5146,4.5146,2521984.5601,2062894.4429,1058737.0295,110160285.5852,90107229.2659
600036.SH,20250527,43.74,0.1763,0.3436,0.71,7.4338,7.4737,1.0351,3.2686,3.2946,4.5084,4.5084,2521984.5601,2062894.4429,1058737.0295,110311604.6588,90231002.9324
600036.SH,20250526,43.8,0.2211,0.4308,0.87,7.444,7.4839,1.0365,3.2731,3.2992,4.5023,4.5023,2521984.5601,2062894.4429,1058737.0295,110462923.7324,90354776.599
600036.SH,20250523,44.05,0.2625,0.5114,1.01,7.4865,7.5267,1.0424,3.2918,3.318,4.4767,4.4767,2521984.5601,2062894.4429,1058737.0295,111093419.8724,90870500.2097
600036.SH,20250522,44.51,0.2742,0.5343,1.01,7.5647,7.6053,1.0533,3.3261,3.3526,4.4304,4.4304,2521984.5601,2062894.4429,1058737.0295,112253532.7701,91819431.6535
600036.SH,20250521,43.9,0.242,0.4715,0.83,7.461,7.501,1.0388,3.2806,3.3067,4.492,4.492,2521984.5601,2062894.4429,1058737.0295,110715122.1884,90561066.0433
600036.SH,20250520,43.9,0.2426,0.4728,0.78,7.461,7.501,1.0388,3.2806,3.3067,4.492,4.492,2521984.5601,2062894.4429,1058737.0295,110715122.1884,90561066.0433
600036.SH,20250519,43.84,0.2437,0.4749,0.71,7.4508,7.4908,1.0374,3.2761,3.3022,4.4981,4.4981,2521984.5601,2062894.4429,1058737.0295,110563803.1148,90437292.3767
600036.SH,20250516,44.27,0.3004,0.5853,0.86,7.5239,7.5642,1.0476,3.3082,3.3346,4.4545,4.4545,2521984.5601,2062894.4429,1058737.0295,111648256.4756,91324336.9872
600036.SH,20250515,44.92,0.3319,0.6466,0.91,7.6344,7.6753,1.063,3.3568,3.3835,4.39,4.39,2521984.5601,2062894.4429,1058737.0295,113287546.4397,92665218.3751
600036.SH,20250514,44.81,0.3455,0.6732,0.95,7.6157,7.6565,1.0604,3.3486,3.3752,4.4008,4.4008,2521984.5601,2062894.4429,1058737.0295,113010128.1381,92438299.9863
600036.SH,20250513,44.56,0.3389,0.6603,0.94,7.5732,7.6138,1.0545,3.3299,3.3564,4.4255,4.4255,2521984.5601,2062894.4429,1058737.0295,112379631.9981,91922576.3756
600036.SH,20250512,43.8,0.4115,0.8019,1.05,7.444,7.4839,1.0365,3.2731,3.2992,4.5023,4.5023,2521984.5601,2062894.4429,1058737.0295,110462923.7324,90354776.599
600036.SH,20250509,43.48,0.3239,0.6311,0.87,7.3897,7.4293,1.0289,3.2492,3.2751,4.5354,4.5354,2521984.5601,2062894.4429,1058737.0295,109655888.6731,89694650.3773
600036.SH,20250508,42.8,0.4042,0.7876,1.23,7.2741,7.3131,1.0128,3.1984,3.2238,4.6074,4.6074,2521984.5601,2062894.4429,1058737.0295,107940939.1723,88291882.1561
600036.SH,20250507,42.02,0.3456,0.6734,1.15,7.1415,7.1798,0.9943,3.1401,3.1651,4.693,4.693,2521984.5601,2062894.4429,1058737.0295,105973791.2154,86682824.4907
600036.SH,20250506,41.37,0.323,0.6294,1.17,7.0311,7.0687,0.979,3.0915,3.1161,4.7667,4.7667,2521984.5601,2062894.4429,1058737.0295,104334501.2513,85341943.1028
600036.SH,20250430,40.74,0.5685,0.959,2.73,6.924,6.9611,0.9641,3.0444,3.0687,4.8404,4.8404,2521984.5601,2062894.4429,1222783.368,102745650.9785,84042319.6037
600036.SH,20250429,42.0,0.2219,0.3743,1.08,7.1381,7.1381,1.0131,3.1386,3.1386,4.6952,4.6952,2521984.5601,2062894.4429,1222783.368,105923351.5242,86641566.6018
600036.SH,20250428,42.35,0.1876,0.3165,0.9,7.1976,7.1976,1.0215,3.1647,3.1647,4.6564,4.6564,2521984.5601,2062894.4429,1222783.368,106806046.1202,87363579.6568
600036.SH,20250425,42.08,0.2057,0.347,0.98,7.1517,7.1517,1.015,3.1446,3.1446,4.6863,4.6863,2521984.5601,2062894.4429,1222783.368,106125110.289,86806598.1572
600036.SH,20250424,42.21,0.2005,0.3383,0.96,7.1738,7.1738,1.0181,3.1543,3.1543,4.6718,4.6718,2521984.5601,2062894.4429,1222783.368,106452968.2818,87074774.4348
600036.SH,20250423,41.99,0.2267,0.3825,1.03,7.1364,7.1364,1.0128,3.1378,3.1378,4.6963,4.6963,2521984.5601,2062894.4429,1222783.368,105898131.6786,86620937.6574
600036.SH,20250422,42.01,0.2103,0.3548,0.89,7.1398,7.1398,1.0133,3.1393,3.1393,4.6941,4.6941,2521984.5601,2062894.4429,1222783.368,105948571.3698,86662195.5462
600036.SH,20250421,42.28,0.2019,0.3406,0.83,7.1857,7.1857,1.0198,3.1595,3.1595,4.6641,4.6641,2521984.5601,2062894.4429,1222783.368,106629507.201,87219177.0458
600036.SH,20250418,42.75,0.2109,0.3557,0.82,7.2656,7.2656,1.0312,3.1946,3.1946,4.6128,4.6128,2521984.5601,2062894.4429,1222783.368,107814839.9443,88188737.434
600036.SH,20250417,42.12,0.1967,0.3319,0.68,7.1585,7.1585,1.016,3.1475,3.1475,4.6818,4.6818,2521984.5601,2062894.4429,1222783.368,106225989.6714,86889113.9349
600036.SH,20250416,42.25,0.2794,0.4713,0.85,7.1806,7.1806,1.0191,3.1573,3.1573,4.6674,4.6674,2521984.5601,2062894.4429,1222783.368,106553847.6642,87157290.2125
600036.SH,20250415,42.1,0.2979,0.5026,0.7,7.1551,7.1551,1.0155,3.1461,3.1461,4.6841,4.6841,2521984.5601,2062894.4429,1222783.368,106175549.9802,86847856.0461
600036.SH,20250414,41.48,0.2337,0.3943,0.42,7.0497,7.0497,1.0005,3.0997,3.0997,4.7541,4.7541,2521984.5601,2062894.4429,1222783.368,104611919.5529,85568861.4915
600036.SH,20250411,41.51,0.2826,0.4768,0.52,7.0548,7.0548,1.0013,3.102,3.102,4.7506,4.7506,2521984.5601,2062894.4429,1222783.368,104687579.0898,85630748.3248
600036.SH,20250410,41.1,0.3606,0.6083,0.72,6.9852,6.9852,0.9914,3.0713,3.0713,4.798,4.798,2521984.5601,2062894.4429,1222783.368,103653565.4201,84784961.6032
600036.SH,20250409,40.46,0.4721,0.7965,1.06,6.8764,6.8764,0.9759,3.0235,3.0235,4.8739,4.8739,2521984.5601,2062894.4429,1222783.368,102039495.3016,83464709.1597
600036.SH,20250408,41.15,0.7807,1.3171,2.27,6.9937,6.9937,0.9926,3.0751,3.0751,4.7922,4.7922,2521984.5601,2062894.4429,1222783.368,103779664.6481,84888106.3253
600036.SH,20250407,40.83,0.8801,1.4848,4.3,6.9393,6.9393,0.9848,3.0511,3.0511,4.8297,4.8297,2521984.5601,2062894.4429,1222783.368,102972629.5889,84227980.1036
600036.SH,20250403,42.65,0.225,0.3796,0.94,7.2486,7.2486,1.0287,3.1872,3.1872,4.6236,4.6236,2521984.5601,2062894.4429,1222783.368,107562641.4883,87982447.9897
600036.SH,20250402,42.73,0.1606,0.2709,0.44,7.2622,7.2622,1.0307,3.1931,3.1931,4.615,4.615,2521984.5601,2062894.4429,1222783.368,107764400.2531,88147479.5451
600036.SH,20250401,42.87,0.1887,0.3184,0.53,7.286,7.286,1.0341,3.2036,3.2036,4.5999,4.5999,2521984.5601,2062894.4429,1222783.368,108117478.0915,88436284.7671
600036.SH,20250331,43.29,0.2616,0.4413,0.75,7.3574,7.3574,1.0442,3.235,3.235,4.5553,4.5553,2521984.5601,2062894.4429,1222783.368,109176711.6067,89302700.4331
600036.SH,20250328,43.22,0.1872,0.3158,0.5,7.3455,7.3455,1.0425,3.2297,3.2297,4.5627,4.5627,2521984.5601,2062894.4429,1222783.368,109000172.6875,89158297.8221
600036.SH,20250327,43.26,0.4014,0.6771,1.11,7.3523,7.3523,1.0435,3.2327,3.2327,4.5585,4.5585,2521984.5601,2062894.4429,1222783.368,109101052.0699,89240813.5999
