indiv_d_ts_code,indiv_d_trade_date,indiv_d_open,indiv_d_high,indiv_d_low,indiv_d_close,indiv_d_pre_close,indiv_d_change,indiv_d_pct_chg,indiv_d_vol,indiv_d_amount
002594.SZ,20250822,337.39,349.54,337.39,348.57,337.35,11.21999999999997,3.33,763120.05,8351469.726
002594.SZ,20250821,339.56,342.8,337.04,337.35,340.98,-3.6299999999999955,-1.06,449463.78,4843670.255
002594.SZ,20250820,337.61,341.01,333.92,340.98,339.02,1.9600000000000364,0.58,385053.45,4130459.252
002594.SZ,20250819,342.3,343.09,337.61,339.02,341.35,-2.330000000000041,-0.68,389735.19,4205349.329
002594.SZ,20250818,332.82,344.88,332.82,341.35,334.11,7.240000000000009,2.17,619251.73,6680761.816
002594.SZ,20250815,333.42,335.91,331.75,334.11,335.05,-0.9399999999999977,-0.28,361353.46,3831047.052
002594.SZ,20250814,338.2,338.61,333.23,335.05,336.5,-1.4499999999999886,-0.43,419547.93,4478119.017
002594.SZ,20250813,334.8,339.09,333.39,336.5,332.85,3.6499999999999773,1.1,459830.14,4908744.877
002594.SZ,20250812,332.0,335.24,329.79,332.85,332.38,0.4700000000000273,0.14,312195.04,3302639.096
002594.SZ,20250811,327.21,332.82,325.16,332.38,327.37,5.009999999999991,1.53,356697.9,3741329.572
002594.SZ,20250808,330.74,330.83,327.31,327.37,331.78,-4.409999999999968,-1.33,326614.61,3405317.252
002594.SZ,20250807,328.44,335.24,328.09,331.78,328.69,3.089999999999975,0.94,428762.98,4526612.773
002594.SZ,20250806,330.3,330.74,327.27,328.69,330.3,-1.6100000000000136,-0.49,305619.6,3184784.993
002594.SZ,20250805,330.36,331.4,326.9,330.3,330.36,-0.060000000000002274,-0.02,338349.86,3539636.64
002594.SZ,20250804,327.59,331.18,323.09,330.36,333.26,-2.8999999999999773,-0.87,412936.94,4293903.59
002594.SZ,20250801,330.58,334.65,328.72,333.26,331.5,1.759999999999991,0.53,362336.92,3816659.558
002594.SZ,20250731,340.82,340.82,330.74,331.5,342.39,-10.889999999999986,-3.18,599499.43,6344900.791
002594.SZ,20250730,340.35,350.14,337.42,342.39,350.96,-8.569999999999993,-2.44,524834.27,5743878.668
002594.SZ,20250729,352.82,354.36,345.76,350.96,349.67,1.2899999999999636,0.37,387359.84,4322742.015
002594.SZ,20250728,350.64,351.85,348.15,349.67,350.64,-0.9699999999999704,-0.28,117056.7,3947000.994
002594.SZ,20250725,353.82,354.24,347.6,350.64,355.61,-4.970000000000027,-1.4,157040.76,5307866.611
002594.SZ,20250724,350.79,359.57,350.32,355.61,350.78,4.830000000000041,1.38,189063.27,6489370.096
002594.SZ,20250723,354.95,355.9,349.67,350.78,354.54,-3.7600000000000477,-1.06,158907.35,5395840.274
002594.SZ,20250722,347.6,354.87,345.74,354.54,346.68,7.860000000000014,2.27,214164.17,7227731.007
002594.SZ,20250721,340.32,346.68,339.56,346.68,341.48,5.199999999999989,1.52,153945.03,5102459.146
002594.SZ,20250718,341.51,341.89,337.48,341.48,340.35,1.1299999999999955,0.33,136866.49,4482466.755
002594.SZ,20250717,337.22,341.08,336.29,340.35,335.89,4.460000000000036,1.33,156891.35,5138610.961
002594.SZ,20250716,335.21,338.16,335.21,335.89,335.2,0.6899999999999977,0.21,110758.35,3594544.238
002594.SZ,20250715,330.16,337.22,329.96,335.2,330.47,4.729999999999961,1.43,162790.94,5252631.322
002594.SZ,20250714,336.09,336.09,329.5,330.47,336.09,-5.619999999999948,-1.67,172309.14,5502331.854
002594.SZ,20250711,331.93,339.14,331.02,336.09,333.31,2.7799999999999727,0.83,168269.83,5456832.018
002594.SZ,20250710,338.06,338.35,330.84,333.31,338.05,-4.740000000000009,-1.4,210022.06,6741345.468
002594.SZ,20250709,339.19,340.55,338.03,338.05,339.17,-1.1200000000000045,-0.33,121633.11,3969384.13
002594.SZ,20250708,339.3,342.18,337.97,339.17,340.94,-1.7699999999999818,-0.52,116918.14,3825413.668
002594.SZ,20250707,341.58,342.92,340.79,340.94,343.45,-2.509999999999991,-0.73,88207.72,2901015.557
002594.SZ,20250704,345.05,347.59,342.17,343.45,347.14,-3.6899999999999977,-1.06,104103.55,3454495.463
002594.SZ,20250703,343.42,347.86,343.1,347.14,343.09,4.050000000000011,1.18,123497.81,4123732.531
002594.SZ,20250702,344.48,346.41,341.3,343.09,343.8,-0.7100000000000364,-0.21,93270.11,3083342.65
002594.SZ,20250701,342.72,345.88,341.15,343.8,344.39,-0.589999999999975,-0.17,88518.04,2931303.337
002594.SZ,20250630,346.81,346.81,340.94,344.39,346.81,-2.420000000000016,-0.7,144003.44,4768270.278
002594.SZ,20250627,346.56,349.38,345.98,346.81,350.13,-3.319999999999993,-0.95,138617.49,4633461.708
002594.SZ,20250626,357.26,357.26,349.49,350.13,362.4,-12.269999999999982,-3.39,204932.14,6967640.374
002594.SZ,20250625,359.0,362.88,355.92,362.4,356.29,6.109999999999957,1.71,125738.27,4352301.72
002594.SZ,20250624,354.06,359.22,354.06,356.29,350.92,5.3700000000000045,1.53,144712.59,4979495.319
002594.SZ,20250623,349.52,352.48,346.14,350.92,353.04,-2.1200000000000045,-0.6,94593.34,3185477.391
002594.SZ,20250620,352.82,355.87,352.58,353.04,353.3,-0.2599999999999909,-0.07,73538.16,2507526.43
002594.SZ,20250619,356.97,358.27,353.15,353.3,360.0,-6.699999999999989,-1.86,100381.21,3437688.887
002594.SZ,20250618,355.71,362.33,354.83,360.0,356.66,3.339999999999975,0.94,102896.97,3565398.002
002594.SZ,20250617,356.93,359.42,355.27,356.66,357.38,-0.7199999999999704,-0.2,70045.3,2408912.944
002594.SZ,20250616,359.0,360.09,353.61,357.38,359.01,-1.6299999999999955,-0.45,102284.05,3508947.839
002594.SZ,20250613,362.64,363.07,354.33,359.01,366.52,-7.509999999999991,-2.05,210239.87,7256548.254
002594.SZ,20250612,373.42,373.42,366.28,366.52,375.6,-9.080000000000041,-2.42,144046.96,5117764.844
002594.SZ,20250611,367.32,379.74,367.32,375.6,366.41,9.189999999999998,2.51,203106.74,7326544.794
002594.SZ,20250610,362.74,368.35,361.32,366.41,361.23,5.180000000000007,1.43,171785.88,6042960.183
002594.SZ,20250609,369.51,369.81,358.09,361.23,373.49,-12.259999999999991,-3.28,255091.34,8932441.523
002594.SZ,20250606,374.57,376.01,370.94,373.49,374.31,-0.8199999999999932,-0.22,89697.68,3228098.168
002594.SZ,20250605,376.02,376.38,369.42,374.31,374.08,0.2300000000000182,0.06,108612.75,3908084.318
002594.SZ,20250604,373.02,378.02,371.62,374.08,369.39,4.689999999999998,1.27,146904.1,5311224.037
002594.SZ,20250603,364.46,371.45,362.12,369.39,365.55,3.839999999999975,1.05,181892.7,6453885.813
002594.SZ,20250530,370.44,372.29,364.51,365.55,374.71,-9.159999999999968,-2.44,190559.91,6733498.591
002594.SZ,20250529,373.11,379.76,368.43,374.71,376.52,-1.8100000000000023,-0.48,192061.13,6942900.395
002594.SZ,20250528,386.41,386.97,375.68,376.52,386.41,-9.890000000000043,-2.56,177753.88,6513230.209
002594.SZ,20250527,390.01,395.33,382.75,386.41,395.33,-8.919999999999959,-2.26,230275.44,8594833.865
002594.SZ,20250526,416.92,418.15,394.29,395.33,420.23,-24.900000000000034,-5.93,309550.63,12014228.946
002594.SZ,20250523,414.0,432.66,413.1,420.23,413.79,6.439999999999998,1.56,235574.18,9627525.188
002594.SZ,20250522,415.02,420.81,412.96,413.79,415.04,-1.25,-0.3,146362.8,5868800.084
002594.SZ,20250521,408.75,419.19,405.71,415.04,409.64,5.400000000000034,1.32,199478.86,7967115.092
002594.SZ,20250520,397.92,409.64,395.84,409.64,397.2,12.439999999999998,3.13,172099.91,6705400.029
002594.SZ,20250519,402.59,402.59,391.18,397.2,403.8,-6.600000000000023,-1.63,161372.81,6159126.224
002594.SZ,20250516,389.13,405.69,387.63,403.8,390.97,12.829999999999984,3.28,229327.94,8858484.484
002594.SZ,20250515,387.02,399.48,383.16,390.97,387.13,3.840000000000032,0.99,208801.37,7894571.015
002594.SZ,20250514,380.28,387.13,377.02,387.13,380.28,6.850000000000023,1.8,135693.07,5012059.707
002594.SZ,20250513,390.14,390.74,379.79,380.28,384.2,-3.920000000000016,-1.02,131771.07,4874657.844
002594.SZ,20250512,378.72,384.2,374.14,384.2,376.88,7.319999999999993,1.94,161370.17,5890708.994
002594.SZ,20250509,374.31,379.76,372.81,376.88,372.79,4.089999999999975,1.1,143726.16,5218995.471
002594.SZ,20250508,369.93,375.59,369.07,372.79,372.71,0.08000000000004093,0.02,83381.69,2994908.337
002594.SZ,20250507,378.72,379.43,371.61,372.71,373.49,-0.7800000000000296,-0.21,108839.9,3937980.382
002594.SZ,20250506,373.54,375.92,369.3,373.49,366.37,7.1200000000000045,1.94,148293.53,5326196.143
002594.SZ,20250430,368.24,368.28,362.43,366.37,368.35,-1.9800000000000182,-0.54,130479.47,4599074.535
002594.SZ,20250429,372.6,374.19,366.27,368.35,373.54,-5.189999999999998,-1.39,118983.07,4237606.41
002594.SZ,20250428,380.93,380.93,369.97,373.54,384.77,-11.229999999999961,-2.92,179783.2,6459136.36
002594.SZ,20250425,383.91,389.41,381.94,384.77,379.76,5.009999999999991,1.32,133869.42,4975314.905
002594.SZ,20250424,386.49,388.68,377.01,379.76,385.98,-6.220000000000027,-1.61,150892.11,5557113.199
002594.SZ,20250423,391.18,392.21,381.04,385.98,368.18,17.80000000000001,4.83,247926.89,9216822.11
002594.SZ,20250422,361.87,370.35,359.82,368.18,361.87,6.310000000000002,1.74,112122.06,3956085.869
002594.SZ,20250421,359.01,363.03,358.22,361.87,359.01,2.8600000000000136,0.8,74953.41,2609226.235
002594.SZ,20250418,360.98,360.98,356.93,359.01,362.83,-3.819999999999993,-1.05,73860.13,2553879.767
002594.SZ,20250417,363.1,366.74,359.7,362.83,365.39,-2.5600000000000023,-0.7,85288.64,2985985.219
002594.SZ,20250416,370.03,370.42,361.19,365.39,373.5,-8.110000000000014,-2.17,131827.93,4618462.218
002594.SZ,20250415,378.31,378.72,370.77,373.5,372.5,1.0,0.27,116515.57,4195947.009
002594.SZ,20250414,376.86,377.38,368.97,372.5,368.33,4.170000000000016,1.13,142069.17,5115484.103
002594.SZ,20250411,349.67,370.99,349.05,368.33,349.05,19.279999999999973,5.52,189944.93,6621821.827
002594.SZ,20250410,347.08,360.11,346.56,349.05,336.8,12.25,3.64,210895.78,7165511.481
002594.SZ,20250409,331.82,340.33,325.45,336.8,339.82,-3.019999999999982,-0.89,211938.56,6822376.377
002594.SZ,20250408,333.86,348.51,329.96,339.82,333.86,5.9599999999999795,1.79,274643.51,8924529.993
002594.SZ,20250407,345.87,350.4,333.86,333.86,370.95,-37.089999999999975,-10.0,273498.4,8911483.834
002594.SZ,20250403,368.87,375.12,367.58,370.95,374.05,-3.1000000000000227,-0.83,101023.22,3618676.87
002594.SZ,20250402,378.72,379.42,372.37,374.05,379.24,-5.189999999999998,-1.37,117100.41,4226638.863
002594.SZ,20250401,391.97,392.08,378.06,379.24,389.0,-9.759999999999991,-2.51,154071.99,5663384.88
002594.SZ,20250331,394.29,397.69,388.06,389.0,396.88,-7.8799999999999955,-1.99,115783.91,4370400.299
002594.SZ,20250328,401.03,405.49,395.84,396.88,401.03,-4.149999999999977,-1.03,114939.82,4428715.749
002594.SZ,20250327,390.24,405.99,390.23,401.03,390.15,10.879999999999995,2.79,144394.37,5554865.371
002594.SZ,20250326,383.49,393.25,381.84,390.15,383.49,6.659999999999968,1.74,120204.84,4503762.855
002594.SZ,20250325,392.19,393.87,382.85,383.49,389.47,-5.980000000000018,-1.54,123085.36,4595791.802
002594.SZ,20250324,391.18,392.73,381.69,389.47,385.99,3.480000000000018,0.9,147894.05,5522974.12
002594.SZ,20250321,407.79,408.1,383.91,385.99,415.03,-29.039999999999964,-7.0,282106.76,10685254.371
002594.SZ,20250320,415.04,418.57,410.88,415.03,412.0,3.0299999999999727,0.74,159412.84,6372989.565
002594.SZ,20250319,398.99,414.0,396.92,412.0,399.03,12.970000000000027,3.25,188351.5,7404859.765
002594.SZ,20250318,403.16,404.66,394.3,399.03,394.55,4.479999999999961,1.14,173338.78,6672881.109
002594.SZ,20250317,396.7,397.4,390.1,394.55,390.08,4.470000000000027,1.15,133068.87,5060211.613
002594.SZ,20250314,370.42,391.36,368.99,390.08,367.83,22.25,6.05,224697.18,8292987.454
002594.SZ,20250313,365.1,370.8,364.33,367.83,364.2,3.6299999999999955,1.0,102210.85,3624758.941
002594.SZ,20250312,367.78,373.41,364.2,364.2,363.55,0.6499999999999773,0.18,129510.56,4593312.533
002594.SZ,20250311,357.97,365.0,357.85,363.55,364.2,-0.6499999999999773,-0.18,95369.97,3314689.326
002594.SZ,20250310,369.28,370.83,362.12,364.2,369.8,-5.600000000000023,-1.51,99176.6,3484351.089
002594.SZ,20250307,372.39,374.57,368.6,369.8,372.43,-2.6299999999999955,-0.71,87584.13,3131517.605
002594.SZ,20250306,373.72,375.79,370.42,372.43,367.27,5.160000000000025,1.4,114600.99,4120637.645
002594.SZ,20250305,360.05,368.55,360.05,367.27,357.81,9.45999999999998,2.64,139068.86,4885879.812
002594.SZ,20250304,352.82,361.08,350.74,357.81,373.75,-15.939999999999998,-4.26,263453.3,9062924.96
002594.SZ,20250303,382.87,383.91,371.24,373.75,375.42,-1.670000000000016,-0.44,152078.22,5524500.397
002594.SZ,20250228,385.05,388.86,372.51,375.42,389.62,-14.199999999999989,-3.64,239304.29,8762214.822
002594.SZ,20250227,396.36,398.43,384.96,389.62,386.09,3.5300000000000296,0.91,168446.14,6350435.99
002594.SZ,20250226,386.5,389.93,378.72,386.09,386.5,-0.410000000000025,-0.11,138528.96,5125594.765
002594.SZ,20250225,383.91,394.29,382.68,386.5,390.43,-3.930000000000007,-1.01,161102.52,6008878.409
002594.SZ,20250224,399.48,403.27,387.52,390.43,397.4,-6.96999999999997,-1.75,199407.47,7586289.374
002594.SZ,20250221,379.76,401.03,378.96,397.4,376.42,20.97999999999996,5.57,239292.45,9089497.618
002594.SZ,20250220,377.15,381.48,371.67,376.42,371.98,4.439999999999998,1.19,156937.17,5695876.655
002594.SZ,20250219,366.81,373.54,366.27,371.98,369.61,2.3700000000000045,0.64,161917.82,5784129.67
002594.SZ,20250218,364.61,377.15,361.96,369.61,361.6,8.009999999999991,2.22,251797.38,8977762.526
002594.SZ,20250217,369.44,372.29,357.45,361.6,369.44,-7.839999999999975,-2.12,232015.09,8111345.839
002594.SZ,20250214,354.36,373.12,354.36,369.44,354.13,15.310000000000002,4.32,243644.61,8574633.633
002594.SZ,20250213,354.03,359.37,352.27,354.13,358.02,-3.8899999999999864,-1.09,199839.85,6859997.621
002594.SZ,20250212,339.81,359.98,334.78,358.02,342.3,15.71999999999997,4.59,279357.22,9451048.634
002594.SZ,20250211,352.06,353.1,338.27,342.3,342.54,-0.2400000000000091,-0.07,280363.56,9315885.53
002594.SZ,20250210,339.2,344.48,333.67,342.54,339.19,3.3500000000000227,0.99,272711.4,8908518.537
002594.SZ,20250207,332.03,342.41,325.81,339.19,322.78,16.410000000000025,5.08,487075.26,15691989.048
002594.SZ,20250206,293.44,322.78,293.07,322.78,293.43,29.349999999999966,10.0,381458.68,11416508.784
002594.SZ,20250205,293.36,297.53,292.19,293.43,284.82,8.610000000000014,3.02,145350.9,4128876.836
002594.SZ,20250127,289.58,290.65,284.82,284.82,289.57,-4.75,-1.64,63407.68,1755529.34
002594.SZ,20250124,286.91,291.05,286.38,289.57,287.53,2.0400000000000205,0.71,68143.67,1898979.251
002594.SZ,20250123,295.7,295.72,287.42,287.53,293.12,-5.590000000000032,-1.91,96173.92,2690601.164
002594.SZ,20250122,295.72,297.06,290.32,293.12,296.81,-3.6899999999999977,-1.24,81056.89,2287303.62
002594.SZ,20250121,295.72,298.24,293.64,296.81,295.12,1.6899999999999977,0.57,76441.44,2184132.797
002594.SZ,20250120,289.49,297.2,289.41,295.12,287.0,8.120000000000005,2.83,135797.09,3863727.458
002594.SZ,20250117,283.8,289.7,282.73,287.0,283.02,3.980000000000018,1.41,86141.53,2376770.8
002594.SZ,20250116,285.03,287.76,280.7,283.02,285.02,-2.0,-0.7,72571.75,1984685.718
002594.SZ,20250115,286.59,287.74,284.82,285.02,286.69,-1.670000000000016,-0.58,62335.83,1718769.123
002594.SZ,20250114,276.35,287.57,276.01,286.69,276.0,10.689999999999998,3.87,125789.73,3438827.617
002594.SZ,20250113,272.89,278.56,272.07,276.0,276.02,-0.01999999999998181,-0.01,67213.75,1787448.697
002594.SZ,20250110,279.11,280.56,274.74,276.02,279.52,-3.5,-1.25,80548.21,2147363.1
002594.SZ,20250109,279.11,281.92,276.69,279.52,279.3,0.21999999999997044,0.08,65612.88,1766873.664
002594.SZ,20250108,283.25,284.29,275.8,279.3,284.33,-5.029999999999973,-1.77,109082.47,2933447.142
002594.SZ,20250107,281.48,288.17,277.56,284.33,281.48,2.849999999999966,1.01,95722.18,2627167.273
002594.SZ,20250106,282.16,284.19,279.15,281.48,280.91,0.5699999999999932,0.2,82446.83,2236590.144
002594.SZ,20250103,281.71,284.91,278.33,280.91,281.29,-0.37999999999999545,-0.14,99364.76,2693072.23
002594.SZ,20250102,293.64,293.72,279.55,281.29,293.29,-12.0,-4.09,168784.04,4624073.918
002594.SZ,20241231,295.72,297.27,292.6,293.29,295.71,-2.419999999999959,-0.82,77619.76,2201903.44
002594.SZ,20241230,298.0,300.39,293.98,295.71,297.04,-1.330000000000041,-0.45,82946.81,2371257.354
002594.SZ,20241227,297.58,298.36,293.64,297.04,295.57,1.4700000000000273,0.5,78683.19,2249658.028
002594.SZ,20241226,296.67,297.58,294.68,295.57,296.67,-1.1000000000000227,-0.37,67604.55,1928774.414
002594.SZ,20241225,299.59,302.32,296.44,296.67,299.26,-2.589999999999975,-0.87,83391.03,2405517.152
002594.SZ,20241224,290.41,299.36,289.63,299.26,291.25,8.009999999999991,2.75,142287.38,4072070.488
002594.SZ,20241223,291.05,293.94,289.37,291.25,290.74,0.5099999999999909,0.18,81515.96,2291275.853
002594.SZ,20241220,295.73,297.53,290.74,290.74,296.13,-5.389999999999986,-1.82,96707.11,2730666.917
002594.SZ,20241219,292.41,297.73,290.53,296.13,295.35,0.7799999999999727,0.26,86728.52,2465377.214
002594.SZ,20241218,293.9,297.67,293.26,295.35,293.43,1.920000000000016,0.65,84106.38,2397657.885
002594.SZ,20241217,285.26,296.4,284.28,293.43,285.29,8.139999999999986,2.85,175682.07,4960329.886
002594.SZ,20241216,286.92,288.64,283.87,285.29,286.91,-1.6200000000000045,-0.56,71490.26,1967314.539
002594.SZ,20241213,291.91,292.21,286.81,286.91,294.35,-7.439999999999998,-2.53,112358.63,3130392.699
002594.SZ,20241212,290.63,294.35,288.87,294.35,291.33,3.0200000000000387,1.04,100133.95,2816818.035
002594.SZ,20241211,292.63,294.54,289.91,291.33,293.17,-1.8400000000000318,-0.63,93359.88,2623997.226
002594.SZ,20241210,304.02,305.05,292.6,293.17,291.04,2.1299999999999955,0.73,175929.15,5057037.511
002594.SZ,20241209,289.73,294.67,288.12,291.04,290.82,0.22000000000002728,0.08,92152.68,2590143.544
002594.SZ,20241206,286.04,292.58,284.31,290.82,285.61,5.2099999999999795,1.82,124698.4,3469413.045
002594.SZ,20241205,287.61,288.95,284.62,285.61,290.51,-4.899999999999977,-1.69,90267.71,2486214.937
002594.SZ,20241204,291.92,293.98,289.28,290.51,293.28,-2.769999999999982,-0.94,85012.86,2389151.937
002594.SZ,20241203,295.51,296.63,291.13,293.28,293.02,0.2599999999999909,0.09,91449.71,2585320.048
002594.SZ,20241202,287.01,294.68,284.39,293.02,285.16,7.859999999999957,2.76,151357.21,4255616.768
002594.SZ,20241129,283.26,288.33,282.28,285.16,284.9,0.26000000000004775,0.09,128004.6,3516186.179
002594.SZ,20241128,291.77,292.15,283.26,284.9,291.57,-6.670000000000016,-2.29,158589.22,4365779.157
002594.SZ,20241127,289.78,291.57,287.42,291.57,291.58,-0.009999999999990905,-0.0,110002.81,3068303.752
002594.SZ,20241126,290.53,296.75,288.33,291.58,293.64,-2.0600000000000023,-0.7,95206.45,2686423.189
002594.SZ,20241125,293.64,300.24,291.45,293.64,288.96,4.680000000000007,1.62,174533.15,4981714.332
002594.SZ,20241122,296.23,296.61,288.45,288.96,296.75,-7.7900000000000205,-2.63,125141.78,3529973.029
002594.SZ,20241121,299.32,299.34,294.68,296.75,299.31,-2.5600000000000023,-0.86,95532.94,2727230.001
002594.SZ,20241120,298.84,301.32,296.23,299.31,298.82,0.4900000000000091,0.16,106016.93,3049973.686
002594.SZ,20241119,299.53,302.44,292.62,298.82,299.53,-0.7099999999999795,-0.24,131946.69,3785016.71
002594.SZ,20241118,300.91,303.96,297.44,299.53,300.9,-1.3700000000000045,-0.46,116205.95,3364288.894
002594.SZ,20241115,305.87,306.91,298.85,300.9,305.83,-4.930000000000007,-1.61,153235.94,4471450.174
002594.SZ,20241114,311.28,311.59,305.05,305.83,311.87,-6.0400000000000205,-1.94,124582.9,3690676.831
002594.SZ,20241113,309.2,312.66,306.4,311.87,312.12,-0.25,-0.08,145115.79,4326957.544
002594.SZ,20241112,311.44,321.66,310.56,312.12,310.54,1.579999999999984,0.51,246557.46,7520312.654
002594.SZ,20241111,306.09,310.73,303.6,310.54,309.1,1.4399999999999977,0.47,180859.3,5349190.917
002594.SZ,20241108,318.67,319.08,308.17,309.1,313.13,-4.029999999999973,-1.29,166715.72,5022195.686
002594.SZ,20241107,306.12,313.23,305.05,313.13,311.65,1.4800000000000182,0.47,150675.92,4484370.172
002594.SZ,20241106,319.58,321.4,309.2,311.65,319.06,-7.410000000000025,-2.32,184861.2,5611830.834
002594.SZ,20241105,315.49,320.04,311.8,319.06,318.52,0.5400000000000205,0.17,167819.98,5124245.709
002594.SZ,20241104,307.13,320.54,306.72,318.52,301.23,17.289999999999964,5.74,217318.89,6600399.617
002594.SZ,20241101,304.22,306.71,301.01,301.23,304.21,-2.9799999999999613,-0.98,143040.86,4174457.395
002594.SZ,20241031,313.37,314.38,304.02,304.21,317.04,-12.830000000000041,-4.05,240851.99,7127704.551
002594.SZ,20241030,314.39,319.07,312.84,317.04,316.88,0.160000000000025,0.05,108448.2,3301164.357
002594.SZ,20241029,320.62,321.95,315.22,316.88,316.57,0.3100000000000023,0.1,118545.61,3635542.203
002594.SZ,20241028,320.62,320.62,313.1,316.57,319.73,-3.160000000000025,-0.99,109324.39,3323177.977
002594.SZ,20241025,315.43,323.52,315.43,319.73,315.1,4.6299999999999955,1.47,139820.37,4306245.201
002594.SZ,20241024,320.49,321.62,313.96,315.1,320.49,-5.389999999999986,-1.68,96885.14,2959755.261
002594.SZ,20241023,316.21,323.52,314.06,320.49,316.21,4.28000000000003,1.35,126695.0,3911383.612
002594.SZ,20241022,316.47,321.78,314.39,316.21,317.97,-1.7600000000000477,-0.55,103732.66,3174859.559
002594.SZ,20241021,314.39,320.2,312.21,317.97,311.59,6.380000000000052,2.05,157816.02,4819617.233
002594.SZ,20241018,300.33,317.71,298.91,311.59,300.3,11.289999999999964,3.76,191092.42,5674148.205
002594.SZ,20241017,303.51,309.05,299.99,300.3,300.69,-0.38999999999998636,-0.13,102456.54,3005198.74
002594.SZ,20241016,304.02,307.11,297.79,300.69,309.2,-8.509999999999991,-2.75,150321.87,4362898.827
