macro_im_ts_code,macro_im_open,macro_im_close,macro_im_high,macro_im_low,macro_im_pre_close,macro_im_change,macro_im_pct_chg,macro_im_swing,macro_im_vol,trade_date
SPX,5775.34,5705.45,5775.34,5702.86,5813.67,-108.22,-1.86,1.25,3332361.0,20241031
SPX,5832.65,5813.67,5850.94,5811.28,5832.92,-19.25,-0.33,0.68,2847423.0,20241030
SPX,5819.68,5832.92,5847.19,5802.17,5823.52,9.4,0.16,0.77,2572019.0,20241029
SPX,5833.93,5823.52,5842.92,5823.08,5808.12,15.4,0.27,0.34,2209335.0,20241028
SPX,5826.75,5808.12,5862.82,5799.98,5809.86,-1.74,-0.03,1.08,2270597.0,20241025
SPX,5817.8,5809.86,5817.8,5784.92,5797.42,12.44,0.21,0.57,2283228.0,20241024
SPX,5834.5,5797.42,5834.85,5762.41,5851.2,-53.78,-0.92,1.24,2375100.0,20241023
SPX,5832.7,5851.2,5863.04,5821.17,5853.98,-2.78,-0.05,0.72,2245294.0,20241022
SPX,5857.82,5853.98,5866.92,5824.79,5864.67,-10.69,-0.18,0.72,2091356.0,20241021
SPX,5859.43,5864.67,5872.17,5846.11,5841.47,23.2,0.4,0.45,2157845.0,20241018
SPX,5875.62,5841.47,5878.46,5840.25,5842.47,-1.0,-0.02,0.65,2394376.0,20241017
SPX,5816.58,5842.47,5846.52,5808.34,5815.26,27.21,0.47,0.66,2301295.0,20241016
SPX,5866.74,5815.26,5870.36,5804.48,5859.85,-44.59,-0.76,1.12,2828510.0,20241015
SPX,5829.81,5859.85,5871.41,5829.57,5815.03,44.82,0.77,0.72,2003295.0,20241014
