market_din_ts_code,market_din_trade_date,market_din_total_mv,market_din_float_mv,market_din_total_share,market_din_float_share,market_din_free_share,market_din_turnover_rate,market_din_turnover_rate_f,market_din_pe,market_din_pe_ttm,market_din_pb
399001.SZ,20240118,18277115482713.0,15335665398638.0,1287342961640.0,1110374200433.0,637600604509.0,1.21,2.1,19.06,19.47,1.96
399001.SZ,20240117,18126895116898.0,15201121695750.0,1287350780799.0,1110272439642.0,637499973418.0,0.83,1.44,18.91,19.31,1.95
399001.SZ,20240116,18594210987019.0,15585776325044.0,1287351163033.0,1110252253676.0,637477007358.0,0.88,1.54,19.39,19.81,2.0
399001.SZ,20240115,18537870228635.0,15534632874396.0,1287356365702.0,1110257210251.0,637481963933.0,0.74,1.28,19.33,19.75,1.99
399001.SZ,20240112,18605959511455.0,15584082823742.0,1287356365702.0,1110257210251.0,637494633215.0,0.81,1.42,19.41,19.82,2.0
399001.SZ,20240111,18700829834303.0,15670554758439.0,1287352230242.0,1110250692970.0,637488115934.0,0.9,1.56,19.5,19.92,2.01
399001.SZ,20240110,18451456505979.0,15469094334434.0,1287352230242.0,1110250689220.0,637488115934.0,0.78,1.37,19.24,19.65,1.98
399001.SZ,20240109,18548984391262.0,15549635269257.0,1287352230242.0,1110250603885.0,637495301999.0,0.85,1.48,19.35,19.76,1.99
399001.SZ,20240108,18496556845928.0,15507942555491.0,1287351694524.0,1110248128142.0,637492808756.0,0.9,1.56,19.29,19.7,1.99
399001.SZ,20240105,18840302530886.0,15797529611033.0,1287350572440.0,1110116539911.0,637491717797.0,0.9,1.56,19.65,20.07,2.02
399001.SZ,20240104,19026505109230.0,15956776612299.0,1287063205522.0,1109715425180.0,637027774241.0,0.8,1.4,19.84,20.27,2.04
399001.SZ,20240103,19256753264837.0,16151930613263.0,1287058787861.0,1109695959510.0,637002914454.0,0.9,1.57,20.08,20.51,2.07
399001.SZ,20240102,19380999008963.0,16265410206485.0,1287040600813.0,1109717083623.0,637034262415.0,0.96,1.67,20.21,20.64,2.08
399001.SZ,20231229,19623194567537.0,16466471377468.0,1287028378144.0,1109623518064.0,636977165957.0,1.04,1.8,20.47,20.9,2.11
399001.SZ,20231228,19472924746572.0,16336881493417.0,1286977701018.0,1109630758819.0,636953252074.0,1.14,1.98,20.31,20.74,2.09
399001.SZ,20231227,18977339377040.0,15922434381288.0,1286977701018.0,1109615115726.0,636937608981.0,0.79,1.38,19.79,20.21,2.04
399001.SZ,20231226,18910173125207.0,15855916740877.0,1287483096701.0,1109723415194.0,637045908449.0,0.7,1.22,19.72,20.14,2.03
399001.SZ,20231225,19100682031036.0,16019311371336.0,1287471944949.0,1109719835564.0,637076805829.0,0.72,1.26,19.92,20.35,2.05
399001.SZ,20231222,19027302358120.0,15939546075952.0,1287450420924.0,1109332175541.0,637056255286.0,0.98,1.7,19.85,20.27,2.04
399001.SZ,20231221,19088923748863.0,15990340909288.0,1287466321401.0,1109332193141.0,637064437266.0,0.84,1.47,19.91,20.33,2.05
399001.SZ,20231220,18893414592832.0,15831880255509.0,1287466249026.0,1109399171964.0,637131416089.0,0.74,1.29,19.71,20.12,2.03
399001.SZ,20231219,19141686131101.0,16035546508436.0,1287471114226.0,1109286106636.0,637018351031.0,0.71,1.24,19.96,20.39,2.06
399001.SZ,20231218,19141471962688.0,16029842496477.0,1287472807935.0,1109270965522.0,637017820965.0,0.76,1.33,19.96,20.39,2.06
399001.SZ,20231215,19344297843852.0,16194426614001.0,1287472688292.0,1109197318094.0,636944173537.0,0.87,1.51,20.18,20.6,2.08
399001.SZ,20231214,19410361544716.0,16247897723012.0,1287472685214.0,1109160897811.0,636896992682.0,0.82,1.43,20.24,20.68,2.09
399001.SZ,20231213,19528091234898.0,16351838102082.0,1287462668701.0,1109150337953.0,636807214134.0,0.83,1.45,20.37,20.8,2.1
399001.SZ,20231212,19831302618371.0,16606338223935.0,1287399242366.0,1109151415618.0,636808762699.0,0.91,1.58,20.68,21.12,2.13
399001.SZ,20231211,19843443830665.0,16610399307472.0,1287399369796.0,1109156019868.0,636809430349.0,1.2,2.09,20.7,21.14,2.13
399001.SZ,20231208,19400245314480.0,16372866608358.0,1287492961319.0,1119481700631.0,642471666578.0,1.15,2.0,20.53,21.2,2.08
399001.SZ,20231207,19342206904817.0,16299961183444.0,1287494574960.0,1118374011103.0,642466348327.0,0.93,1.62,20.46,21.13,2.07
399001.SZ,20231206,19379461973385.0,16327435222687.0,1287495283558.0,1118324288172.0,642433052416.0,0.98,1.7,20.5,21.17,2.08
399001.SZ,20231205,19260819376809.0,16239381457017.0,1287531605187.0,1118306904138.0,642416950082.0,0.93,1.63,20.38,21.04,2.07
399001.SZ,20231204,19626923337422.0,16560385994330.0,1287451468361.0,1118300755176.0,642408161120.0,1.0,1.75,20.77,21.44,2.11
399001.SZ,20231201,19743937309772.0,16659023077465.0,1287444577708.0,1116818946137.0,642402009583.0,1.01,1.75,20.89,21.57,2.12
399001.SZ,20231130,19781473879944.0,16684563321542.0,1287325231524.0,1116818029203.0,642441913283.0,0.84,1.46,20.93,21.61,2.12
399001.SZ,20231129,19809743988413.0,16705921979466.0,1287267758925.0,1116800886017.0,642469107023.0,0.9,1.56,20.96,21.64,2.13
399001.SZ,20231128,19995770787043.0,16851063597533.0,1287268209095.0,1116777095719.0,642445328125.0,0.85,1.47,21.16,21.85,2.15
399001.SZ,20231127,19896614595399.0,16768758474268.0,1287264060787.0,1116772931631.0,642441164037.0,0.87,1.51,21.05,21.74,2.13
399001.SZ,20231124,20016690621914.0,16859852270011.0,1287263738191.0,1116484033030.0,642176130642.0,0.88,1.54,21.18,21.87,2.15
399001.SZ,20231123,20198243652213.0,16998316588150.0,1287355116558.0,1116575920252.0,642265228764.0,0.93,1.62,21.37,22.07,2.17
399001.SZ,20231122,20040412763747.0,16863904433227.0,1287325415818.0,1116575855552.0,642255226464.0,0.99,1.72,21.2,21.9,2.15
399001.SZ,20231121,20314387458503.0,17093987383834.0,1287319348807.0,1116574202741.0,642279501653.0,1.11,1.92,21.49,22.19,2.18
399001.SZ,20231120,20352156172936.0,17124939730620.0,1287307401049.0,1116565807863.0,642271106775.0,1.0,1.74,21.53,22.24,2.18
399001.SZ,20231117,20272603934367.0,17056289400189.0,1287130013874.0,1116565770865.0,642271982603.0,0.84,1.47,21.45,22.15,2.17
399001.SZ,20231116,20237813570375.0,17024342512212.0,1286174912261.0,1116040931997.0,641809695441.0,0.86,1.49,21.41,22.11,2.17
399001.SZ,20231115,20475129772740.0,17220516258410.0,1286147154964.0,1116040034325.0,641808797833.0,1.1,1.91,21.66,22.37,2.2
399001.SZ,20231114,20326770223378.0,17094869441051.0,1286143711964.0,1116038701450.0,641535108939.0,0.95,1.65,21.51,22.21,2.18
399001.SZ,20231113,20290566011853.0,17063233133657.0,1286149296688.0,1116036843570.0,641540270564.0,0.95,1.66,21.47,22.17,2.18
399001.SZ,20231110,20275783166459.0,17047847381609.0,1286149295706.0,1115980781601.0,641240000244.0,0.9,1.57,21.45,22.15,2.18
399001.SZ,20231109,20383099768523.0,17140441250021.0,1286147183217.0,1115979233260.0,641222740340.0,1.04,1.81,21.57,22.27,2.19
399001.SZ,20231108,20423387557393.0,17172402939573.0,1286146455711.0,1115978523129.0,641195082201.0,1.19,2.07,21.61,22.31,2.19
399001.SZ,20231107,20439960598639.0,17184350819288.0,1286145125911.0,1115974711404.0,641188097842.0,1.2,2.09,21.63,22.33,2.19
399001.SZ,20231106,20484205514880.0,17213979367638.0,1286145125911.0,1115458679283.0,641252307413.0,1.43,2.48,21.67,22.38,2.2
399001.SZ,20231103,20079559364468.0,16869497336263.0,1286145123011.0,1114878366364.0,643499923229.0,1.02,1.77,21.24,21.94,2.15
399001.SZ,20231102,19864857576322.0,16689978411173.0,1286161126624.0,1114893261977.0,643514818842.0,0.9,1.55,21.02,21.7,2.13
399001.SZ,20231101,20048411434399.0,16845184452768.0,1286161126111.0,1114869649569.0,643490406434.0,0.93,1.61,21.21,21.9,2.15
399001.SZ,20231031,20108822343072.0,16892199699455.0,1286129524935.0,1114869577206.0,643379573981.0,1.04,1.81,21.28,21.96,2.16
399001.SZ,20231030,20224192769812.0,16985136875695.0,1286091634426.0,1114786253770.0,643547479960.0,1.29,2.24,21.4,22.25,2.19
399001.SZ,20231027,19944173169915.0,16742877268173.0,1286089584566.0,1114771199301.0,643124817978.0,1.2,2.08,21.1,21.65,2.17
399001.SZ,20231026,19523300230889.0,16399671651400.0,1286087123612.0,1114707054857.0,643769465191.0,1.05,1.82,20.66,21.06,2.13
399001.SZ,20231025,19438244610065.0,16323429298518.0,1286085574675.0,1114648632712.0,644113544768.0,1.11,1.92,20.57,20.89,2.12
399001.SZ,20231024,19336323351134.0,16233770683566.0,1286086031961.0,1114648495099.0,644376756972.0,1.05,1.81,20.46,20.84,2.12
399001.SZ,20231023,19206561065165.0,16123960358757.0,1286086281090.0,1114644319165.0,644498729593.0,0.96,1.67,20.32,20.69,2.11
399001.SZ,20231020,19492632511796.0,16351217412176.0,1286084088676.0,1114564755156.0,644318448405.0,0.91,1.57,20.62,21.03,2.14
399001.SZ,20231019,19647626352143.0,16485530021617.0,1286098869476.0,1114564848906.0,643987098266.0,0.99,1.71,20.79,21.22,2.16
399001.SZ,20231018,19982510486570.0,16770951837029.0,1285378887773.0,1114564596246.0,643986845557.0,0.91,1.57,21.14,21.58,2.2
399001.SZ,20231017,20213551518398.0,16980377618259.0,1285378559973.0,1114564574274.0,643930862944.0,0.82,1.43,21.39,21.83,2.23
399001.SZ,20231016,20179477787243.0,16952099290146.0,1285369347076.0,1113893731131.0,643929045356.0,0.95,1.63,21.35,21.8,2.22
399001.SZ,20231013,20442438570735.0,17177034216349.0,1285368849515.0,1113874648764.0,643909962989.0,0.94,1.63,21.63,22.08,2.25
399001.SZ,20231012,20647350999806.0,17345823401533.0,1285360434065.0,1113802703264.0,643907954054.0,1.04,1.8,21.84,22.3,2.27
399001.SZ,20231011,20459983378235.0,17202593344231.0,1285360434065.0,1113802703264.0,643909365154.0,0.91,1.58,21.65,22.1,2.25
399001.SZ,20231010,20409598036373.0,17156058075551.0,1285362561428.0,1113607245731.0,643713907621.0,0.81,1.41,21.59,22.04,2.25
399001.SZ,20231009,20533788555526.0,17247015897521.0,1285344910973.0,1113701290013.0,643898274128.0,0.9,1.55,21.72,22.18,2.26
399001.SZ,20230928,20542896288556.0,17261341927946.0,1285326859070.0,1113765253982.0,643671290195.0,0.8,1.38,21.73,22.19,2.26
399001.SZ,20230927,20536287741786.0,17252393712890.0,1285326422030.0,1113744472996.0,643655249545.0,0.77,1.34,21.73,22.18,2.26
399001.SZ,20230926,20460401571632.0,17191144859796.0,1285323805330.0,1113744172996.0,643654949545.0,0.68,1.17,21.65,22.1,2.25
399001.SZ,20230925,20591463009225.0,17297787688663.0,1285323923151.0,1113744112516.0,643758792126.0,0.81,1.39,21.79,22.24,2.27
