market_din_ts_code,market_din_trade_date,market_din_total_mv,market_din_float_mv,market_din_total_share,market_din_float_share,market_din_free_share,market_din_turnover_rate,market_din_turnover_rate_f,market_din_pe,market_din_pe_ttm,market_din_pb
000001.SH,20241128,62294601718447.0,47978272372467.0,5753688221689.0,4603318751742.0,1791159023428.0,1.1,2.82,14.44,14.16,1.32
000001.SH,20241127,62569930530198.0,48175859130667.0,5753716001319.0,4602865249804.0,1791158960597.0,1.09,2.81,14.5,14.22,1.32
000001.SH,20241126,61655787582248.0,47461683856946.0,5753835973727.0,4601222876060.0,1791219961001.0,1.01,2.6,14.29,14.02,1.3
000001.SH,20241125,61652329119268.0,47504266983927.0,5753829338614.0,4601041117940.0,1791130101447.0,1.15,2.97,14.29,14.02,1.3
000001.SH,20241122,61713790508692.0,47547158714159.0,5753824111210.0,4599131965877.0,1790987300278.0,1.35,3.47,14.3,14.03,1.3
000001.SH,20241121,63526704247036.0,49032621058685.0,5753503355485.0,4598390560837.0,1790615428855.0,1.13,2.91,14.72,14.44,1.34
000001.SH,20241120,63491485068964.0,48991601780226.0,5753482441082.0,4598391478745.0,1790585627563.0,1.21,3.11,14.72,14.43,1.34
000001.SH,20241119,63136922069895.0,48690993283749.0,5753473493724.0,4598374936707.0,1790530978974.0,1.34,3.45,14.63,14.35,1.33
000001.SH,20241118,62800682927557.0,48393321713959.0,5753348739574.0,4598232684191.0,1790368645991.0,1.6,4.11,14.56,14.28,1.33
000001.SH,20241115,62854985017037.0,48405631501365.0,5752899586125.0,4596426823098.0,1789264006219.0,1.35,3.46,14.57,14.29,1.33
000001.SH,20241114,63666032403119.0,49082362599363.0,5752906108319.0,4595472499923.0,1788555213295.0,1.35,3.46,14.76,14.47,1.34
000001.SH,20241113,64660559100943.0,49905903165044.0,5752718828104.0,4595360006899.0,1788370730780.0,1.44,3.69,14.99,14.7,1.37
000001.SH,20241112,64272047175225.0,49668154482514.0,5752581544064.0,4595267995716.0,1788295628596.0,1.75,4.49,14.9,14.6,1.36
000001.SH,20241111,65179952943608.0,50337277174308.0,5752694876641.0,4595173245265.0,1788462877728.0,1.75,4.5,15.11,14.81,1.38
000001.SH,20241108,64973696750606.0,50125894997648.0,5752360385049.0,4592026514220.0,1788473517041.0,2.07,5.31,15.06,14.76,1.37
000001.SH,20241107,65364264632375.0,50414895931539.0,5752242416102.0,4591906502355.0,1788471698327.0,2.06,5.29,15.15,14.85,1.38
000001.SH,20241106,63772410101703.0,49140203491433.0,5752026564755.0,4591755291907.0,1788214598102.0,1.92,4.93,14.78,14.49,1.35
000001.SH,20241105,63906556485666.0,49191268181175.0,5752052093907.0,4591504486964.0,1787949984708.0,1.77,4.53,14.81,14.52,1.35
000001.SH,20241104,62523494798062.0,48092485365258.0,5751911537569.0,4591194401463.0,1788011237394.0,1.43,3.67,14.49,14.21,1.32
000001.SH,20241101,61902378426362.0,47552676284311.0,5751949991469.0,4591214053566.0,1787871519852.0,1.83,4.7,14.35,14.07,1.31
000001.SH,20241031,61907287892143.0,47617087667990.0,5751643629878.0,4591007660261.0,1782573044935.0,1.68,4.34,14.35,14.07,1.31
000001.SH,20241030,61700212507270.0,47444202054774.0,5751624986604.0,4590995339235.0,1783377189116.0,1.43,3.69,14.3,14.26,1.32
000001.SH,20241029,62165865946098.0,47730122973750.0,5751581629007.0,4590991290491.0,1783214407267.0,1.55,4.0,14.41,14.39,1.34
000001.SH,20241028,62769139813646.0,48231298167334.0,5751621314805.0,4590531200170.0,1783018741535.0,1.44,3.7,14.55,14.49,1.36
000001.SH,20241025,62467661762238.0,47889967115663.0,5751271850489.0,4589818228417.0,1782903922456.0,1.27,3.28,14.48,14.4,1.35
000001.SH,20241024,62231832046653.0,47630230757914.0,5751233954991.0,4589725559857.0,1782178810176.0,1.11,2.86,14.42,14.35,1.35
000001.SH,20241023,62640509309796.0,47950624921253.0,5751120526155.0,4589537926896.0,1782064406468.0,1.39,3.59,14.52,14.44,1.36
000001.SH,20241022,62364075497103.0,47703060706071.0,5750635494054.0,4589390542371.0,1781909099314.0,1.23,3.17,14.46,14.38,1.35
000001.SH,20241021,62131093106614.0,47427637843679.0,5750572448081.0,4589304441251.0,1781451767697.0,1.43,3.69,14.4,14.43,1.35
000001.SH,20241018,62072605838709.0,47358886702034.0,5750543377771.0,4588481468871.0,1781302530181.0,1.49,3.84,14.39,14.43,1.35
000001.SH,20241017,60427758841690.0,46072249378600.0,5750140002282.0,4588307450965.0,1781131147172.0,1.14,2.93,14.01,14.05,1.31
000001.SH,20241016,61055598070921.0,46574927489816.0,5750127775377.0,4588274313744.0,1781095618808.0,1.11,2.85,14.15,14.2,1.32
000001.SH,20241015,60966761215061.0,46526029062215.0,5750220166308.0,4588261429182.0,1780986026976.0,1.22,3.13,14.13,14.18,1.32
000001.SH,20241014,62614128183759.0,47729402568069.0,5750214044113.0,4587895593560.0,1780760576467.0,1.36,3.5,14.51,14.56,1.36
000001.SH,20241011,61297490456276.0,46777971377091.0,5751432902369.0,4588969709301.0,1781206562072.0,1.3,3.35,14.21,14.25,1.33
000001.SH,20241010,62700935631731.0,47944633072895.0,5751321738556.0,4588670861562.0,1780053935178.0,1.79,4.62,14.53,14.58,1.36
000001.SH,20241009,61772295831779.0,47269911893364.0,5750809306330.0,4588189239626.0,1779631136997.0,2.13,5.5,14.32,14.36,1.34
000001.SH,20241008,65854550224027.0,50607186212791.0,5750332611630.0,4587642959858.0,1779406933458.0,2.81,7.24,15.26,15.31,1.43
000001.SH,20240930,63121473901995.0,48513686967802.0,5750242783829.0,4587430022217.0,1779272546612.0,2.36,6.08,14.63,14.68,1.37
000001.SH,20240927,58573012554898.0,44932444525995.0,5750130826754.0,4568722357509.0,1778959519239.0,1.06,2.71,13.58,13.62,1.27
000001.SH,20240926,57244476253240.0,43702042612420.0,5749165506221.0,4567722509669.0,1777758293725.0,1.24,3.19,13.27,13.31,1.24
000001.SH,20240925,55395197795009.0,42169427790465.0,5748968861559.0,4567343580457.0,1777667568211.0,1.22,3.14,12.84,12.88,1.2
000001.SH,20240924,54790074183125.0,41667073971363.0,5748971630214.0,4567095866935.0,1777625052567.0,1.03,2.64,12.7,12.74,1.19
000001.SH,20240923,52628957452731.0,39995829392993.0,5749031725308.0,4567125223871.0,1778458803318.0,0.55,1.41,12.2,12.24,1.14
000001.SH,20240920,52379574516788.0,39792176906729.0,5749063311028.0,4566388359703.0,1778253341946.0,0.61,1.56,12.14,12.18,1.14
000001.SH,20240919,52296083529098.0,39775943895440.0,5748947577711.0,4566193156263.0,1777402680628.0,0.67,1.73,12.12,12.16,1.13
000001.SH,20240918,52011995502196.0,39509694255216.0,5748973646758.0,4566171502435.0,1777456445687.0,0.53,1.36,12.06,12.1,1.13
000001.SH,20240913,51683102464016.0,39280951076967.0,5748944766360.0,4565296528623.0,1778085660629.0,0.54,1.38,11.98,12.01,1.12
000001.SH,20240912,51814297017192.0,39469952035207.0,5748951852583.0,4565262587989.0,1778074637374.0,0.51,1.32,12.01,12.04,1.12
000001.SH,20240911,51904380599582.0,39523424671105.0,5748543006457.0,4565193172611.0,1778022142685.0,0.52,1.34,12.03,12.07,1.12
000001.SH,20240910,52427475241437.0,39843108323924.0,5748595232241.0,4564269873561.0,1778052503440.0,0.56,1.44,12.15,12.19,1.13
000001.SH,20240909,52200736909190.0,39731223868241.0,5748681598420.0,4564144813852.0,1778105745642.0,0.56,1.43,12.1,12.13,1.13
000001.SH,20240906,52801831042441.0,40161310914005.0,5747177863975.0,4563259320053.0,1777735597276.0,0.54,1.38,12.24,12.27,1.14
000001.SH,20240905,53163352479758.0,40475985190576.0,5747161399419.0,4563236395771.0,1777984807807.0,0.52,1.33,12.32,12.36,1.15
000001.SH,20240904,53151683086985.0,40415144511529.0,5747108704604.0,4563062941865.0,1777938563672.0,0.55,1.4,12.32,12.36,1.15
000001.SH,20240903,53574254690868.0,40695243933099.0,5747053786762.0,4563014615538.0,1777936606726.0,0.59,1.52,12.42,12.45,1.17
000001.SH,20240902,53815847586794.0,40832449773458.0,5747052703267.0,4563013718869.0,1782137743660.0,0.73,1.88,12.47,12.51,1.18
000001.SH,20240830,54389066181293.0,41258163599209.0,5746828824653.0,4562653821803.0,1782831006338.0,0.86,2.19,12.61,12.54,1.19
000001.SH,20240829,54212759734365.0,40992822659128.0,5746831096867.0,4562649274214.0,1783651202579.0,0.6,1.52,12.56,12.54,1.19
000001.SH,20240828,54672257537573.0,41230040988795.0,5746749029214.0,4562606339687.0,1783709821248.0,0.49,1.24,12.67,12.68,1.2
000001.SH,20240827,54892089218362.0,41399422243705.0,5746751217835.0,4562590900822.0,1783788272988.0,0.49,1.26,12.72,12.73,1.2
000001.SH,20240826,54873886123833.0,41484982580410.0,5746756487823.0,4562105891728.0,1783514623908.0,0.49,1.25,12.72,12.74,1.2
000001.SH,20240823,54805075666478.0,41448071799301.0,5754736047614.0,4568874033181.0,1787068484795.0,0.49,1.24,12.7,12.74,1.2
000001.SH,20240822,54674842247494.0,41343464698105.0,5754585631351.0,4568433180457.0,1787213516448.0,0.52,1.34,12.67,12.73,1.2
000001.SH,20240821,54742829887131.0,41442171979863.0,5754470478332.0,4568228459883.0,1787012327044.0,0.49,1.25,12.69,12.75,1.2
000001.SH,20240820,54950791438220.0,41601053751458.0,5754480125993.0,4568237957793.0,1787115508284.0,0.56,1.44,12.74,12.8,1.21
000001.SH,20240819,55391395661884.0,41980862346548.0,5754486793418.0,4567519326952.0,1786475034793.0,0.56,1.44,12.84,12.92,1.22
000001.SH,20240816,55067378219151.0,41713896285723.0,5754553844272.0,4562077670898.0,1785305513286.0,0.57,1.45,12.76,12.85,1.21
000001.SH,20240815,54933506696965.0,41675722756862.0,5754356841718.0,4561805327650.0,1785175888523.0,0.58,1.49,12.73,12.82,1.21
000001.SH,20240814,54388692586063.0,41278583052703.0,5753031350894.0,4560445386966.0,1784596396830.0,0.46,1.18,12.61,12.69,1.2
000001.SH,20240813,54630019708869.0,41526966218230.0,5752766266333.0,4560449189596.0,1784745031139.0,0.5,1.27,12.66,12.75,1.2
000001.SH,20240812,54376773842756.0,41352792499415.0,5734728724905.0,4542510362767.0,1772324087840.0,0.52,1.34,12.61,12.7,1.2
000001.SH,20240809,54450886044909.0,41393464742247.0,5734627582681.0,4541273391082.0,1772218530064.0,0.61,1.56,12.63,12.72,1.2
000001.SH,20240808,54553354219095.0,41483041921838.0,5734596170025.0,4541228298789.0,1772216247511.0,0.62,1.59,12.65,12.77,1.2
000001.SH,20240807,54494917430617.0,41462206266907.0,5733531850438.0,4540931644553.0,1771866171491.0,0.57,1.45,12.65,12.77,1.2
000001.SH,20240806,54374143409062.0,41400977845283.0,5731851274822.0,4540546073812.0,1771693432343.0,0.64,1.64,12.62,12.75,1.2
000001.SH,20240805,54351526639044.0,41330917489231.0,5731870062390.0,4540419305014.0,1771516055991.0,0.76,1.95,12.62,12.74,1.2
000001.SH,20240802,55176865270543.0,41939434410125.0,5731800217598.0,4539352437147.0,1771168888413.0,0.67,1.71,12.81,12.94,1.22
000001.SH,20240801,55642067249911.0,42323786090576.0,5731842374454.0,4539185943585.0,1771072164747.0,0.74,1.91,12.92,13.05,1.23
000001.SH,20240731,55689019743381.0,42417949545283.0,5731286907950.0,4539002158242.0,1770864080378.0,0.89,2.28,12.93,13.06,1.23
000001.SH,20240730,54763916416314.0,41579211336310.0,5731278693517.0,4538954799520.0,1771227155580.0,0.56,1.45,12.71,12.84,1.21
000001.SH,20240729,55023250478703.0,41780233576269.0,5731260662080.0,4538871801553.0,1771089343842.0,0.55,1.41,12.77,12.9,1.21
000001.SH,20240726,54909409512981.0,41747385176426.0,5731061741766.0,4538126870800.0,1771291437160.0,0.6,1.53,12.75,12.88,1.21
000001.SH,20240725,55007409190746.0,41677880723905.0,5730379038886.0,4537234763143.0,1770957031751.0,0.59,1.51,12.77,12.9,1.21
000001.SH,20240724,55361509267490.0,41907372105027.0,5730363994344.0,4537042987714.0,1771291191111.0,0.65,1.67,12.85,12.99,1.22
000001.SH,20240723,55544468476062.0,42086625951546.0,5730334513639.0,4536901548831.0,1771181745976.0,0.63,1.61,12.9,13.03,1.22
000001.SH,20240722,56300533755366.0,42774821019670.0,5730342059446.0,4536920705799.0,1771206644150.0,0.6,1.53,13.07,13.21,1.24
000001.SH,20240719,56745870043659.0,43029257965449.0,5729446769749.0,4535207679173.0,1772668903143.0,0.6,1.54,13.18,13.31,1.25
000001.SH,20240718,56669654957390.0,42962814816592.0,5728221645693.0,4534327059018.0,1772309403897.0,0.59,1.52,13.16,13.3,1.25
000001.SH,20240717,56314293534635.0,42763609782438.0,5728223525010.0,4534324930131.0,1772364839353.0,0.61,1.55,13.08,13.21,1.24
000001.SH,20240716,56653579222509.0,42941845144143.0,5727983218246.0,4533531290095.0,1772250700358.0,0.56,1.43,13.16,13.29,1.25
000001.SH,20240715,56622569576262.0,42925182037481.0,5727982210251.0,4533525441955.0,1772243768424.0,0.57,1.47,13.15,13.29,1.24
000001.SH,20240712,56390715342501.0,42823039374455.0,5715311525426.0,4521087131798.0,1763633958982.0,0.65,1.66,13.11,13.24,1.24
000001.SH,20240711,56429119787970.0,42803800571773.0,5714976243998.0,4519527717247.0,1763300842541.0,0.7,1.81,13.11,13.24,1.23
000001.SH,20240710,55974276132753.0,42362686740603.0,5714902224717.0,4519167214486.0,1763226936220.0,0.65,1.66,13.01,13.13,1.22
000001.SH,20240709,56356043005097.0,42653436437284.0,5714356941059.0,4518604572466.0,1762882404126.0,0.68,1.73,13.1,13.22,1.23
000001.SH,20240708,55750441120366.0,42120731845026.0,5713822026616.0,4518006900896.0,1762743122099.0,0.59,1.51,12.96,13.08,1.21
000001.SH,20240705,56117910911372.0,42486291161550.0,5711337440714.0,4515133360488.0,1762043478090.0,0.57,1.45,13.04,13.17,1.22
000001.SH,20240704,56371354544840.0,42621593672705.0,5711041534475.0,4514571520719.0,1762304158620.0,0.59,1.51,13.1,13.23,1.22
000001.SH,20240703,56747074235361.0,42954157034366.0,5710812585155.0,4514346586144.0,1762000726698.0,0.53,1.36,13.19,13.31,1.23
000001.SH,20240702,56997787878045.0,43164340363274.0,5710660798160.0,4513815273066.0,1761872091917.0,0.61,1.56,13.25,13.37,1.24
000001.SH,20240701,56817581641526.0,43108277952180.0,5710228014780.0,4512877967798.0,1762508753341.0,0.64,1.64,13.21,13.33,1.23
000001.SH,20240628,56240999499034.0,42661962347097.0,5709128602278.0,4510348662259.0,1761472954644.0,0.67,1.73,13.07,13.2,1.22
000001.SH,20240627,55753752199545.0,42340612956411.0,5708514299065.0,4509766938192.0,1761260979439.0,0.58,1.48,12.96,13.08,1.21
000001.SH,20240626,56093452840342.0,42709350580383.0,5706696182798.0,4508932599785.0,1760603191683.0,0.6,1.55,13.04,13.16,1.22
000001.SH,20240625,55730296663132.0,42402792158541.0,5706379176424.0,4508813057038.0,1760366640038.0,0.59,1.51,12.95,13.08,1.21
000001.SH,20240624,55949227379643.0,42560984462262.0,5707873965821.0,4509167351396.0,1760270185408.0,0.64,1.64,13.01,13.13,1.21
000001.SH,20240621,56482057921497.0,43007421329540.0,5707012265953.0,4507438559927.0,1759777758818.0,0.54,1.38,13.13,13.25,1.22
000001.SH,20240620,56574028835489.0,43115453789584.0,5706464798277.0,4506950376977.0,1759656379515.0,0.62,1.6,13.15,13.28,1.22
000001.SH,20240619,56707895957507.0,43291447020905.0,5704608775478.0,4505574574649.0,1758841134471.0,0.55,1.42,13.18,13.31,1.23
000001.SH,20240618,56786287140155.0,43462539196765.0,5704375713510.0,4505386300814.0,1758370680689.0,0.59,1.5,13.2,13.32,1.23
000001.SH,20240617,56509245239041.0,43240905694035.0,5704076089543.0,4502601790000.0,1758429634208.0,0.63,1.62,13.13,13.26,1.22
000001.SH,20240614,56895614154402.0,43481581793135.0,5719477014059.0,4516509823755.0,1767246446054.0,0.75,1.93,13.25,13.38,1.23
000001.SH,20240613,56855486962771.0,43404979304555.0,5718934893194.0,4516038640444.0,1767056298421.0,0.64,1.63,13.24,13.37,1.23
000001.SH,20240612,56984816239971.0,43545935927949.0,5718423048295.0,4515820794403.0,1766455830298.0,0.6,1.53,13.27,13.4,1.23
000001.SH,20240611,56790671643992.0,43421431818317.0,5717903259529.0,4515737939369.0,1766141323748.0,0.67,1.71,13.23,13.36,1.22
000001.SH,20240607,57194231533748.0,43699225563642.0,5713863532457.0,4498752997740.0,1764540704230.0,0.68,1.74,13.33,13.46,1.23
000001.SH,20240606,57082034204324.0,43668608140344.0,5711619514280.0,4495976753921.0,1763347092779.0,0.8,2.04,13.31,13.43,1.23
000001.SH,20240605,57307195787623.0,43871197580960.0,5710210304624.0,4494996931507.0,1763061912260.0,0.62,1.59,13.36,13.49,1.23
000001.SH,20240604,57767255855609.0,44236674208785.0,5709663098364.0,4494442321697.0,1762786673526.0,0.67,1.71,13.47,13.6,1.24
000001.SH,20240603,57551929270234.0,44050819485106.0,5709634042009.0,4494137727861.0,1762775449983.0,0.78,1.98,13.42,13.55,1.24
000001.SH,20240531,57602644158840.0,44147600025949.0,5708224365958.0,4492936190055.0,1762072616363.0,0.6,1.52,13.43,13.56,1.24
000001.SH,20240530,57692368107317.0,44229377799743.0,5707590770979.0,4491961425779.0,1761778121869.0,0.66,1.67,13.45,13.58,1.24
000001.SH,20240529,58053648940555.0,44529621855202.0,5707494872867.0,4491877637249.0,1761727415514.0,0.63,1.6,13.53,13.66,1.25
000001.SH,20240528,58007013582729.0,44500103159280.0,5706861497286.0,4491149775444.0,1761381684887.0,0.67,1.71,13.52,13.65,1.25
000001.SH,20240527,58237280729600.0,44703217491350.0,5706522006287.0,4490974929253.0,1758799273238.0,0.69,1.77,13.58,13.71,1.25
000001.SH,20240524,57524255311835.0,44122724214559.0,5705896735321.0,4487451008638.0,1761920854746.0,0.66,1.69,13.41,13.54,1.23
000001.SH,20240523,58003018655999.0,44511996809404.0,5705851823157.0,4487407665692.0,1758844521402.0,0.77,1.95,13.52,13.65,1.24
000001.SH,20240522,58735669461167.0,45105058444429.0,5705704112029.0,4487221354637.0,1758854906789.0,0.77,1.96,13.69,13.82,1.26
000001.SH,20240521,58735356562108.0,45110504768311.0,5705440108065.0,4486947418213.0,1758726764148.0,0.73,1.86,13.69,13.82,1.26
000001.SH,20240520,58944103211836.0,45290785227878.0,5705038598159.0,4486574931434.0,1758422911275.0,0.93,2.37,13.74,13.87,1.26
000001.SH,20240517,58594931419581.0,44998317765568.0,5704007994885.0,4484048857195.0,1756758193287.0,0.84,2.13,13.66,13.79,1.26
000001.SH,20240516,58071628457835.0,44543651345568.0,5703901730257.0,4483632587985.0,1756677531804.0,0.8,2.04,13.54,13.67,1.25
000001.SH,20240515,58000795610880.0,44496713853492.0,5703335857395.0,4483332081707.0,1756355879626.0,0.69,1.77,13.52,13.65,1.24
000001.SH,20240514,58465566808326.0,44854282056523.0,5703335770847.0,4483332079654.0,1756368216998.0,0.74,1.9,13.63,13.76,1.25
000001.SH,20240513,58551145274833.0,44893706790644.0,5703217466799.0,4483199828199.0,1756270855016.0,0.86,2.2,13.65,13.78,1.26
000001.SH,20240510,58679351892230.0,44968915053755.0,5713877019415.0,4492527656732.0,1764593454163.0,0.84,2.14,13.68,13.82,1.26
000001.SH,20240509,58585971198489.0,44923555297529.0,5706608310961.0,4487054374094.0,1760540015266.0,0.79,2.01,13.66,13.79,1.26
000001.SH,20240508,58190666508580.0,44567004355890.0,5706599932223.0,4487035234675.0,1760512903472.0,0.73,1.86,13.56,13.69,1.25
000001.SH,20240507,58503589095611.0,44836704713498.0,5706134115070.0,4486636498692.0,1760105003977.0,0.83,2.11,13.64,13.77,1.25
000001.SH,20240506,58364811043447.0,44728212576361.0,5706149926926.0,4485839212726.0,1760082297021.0,0.99,2.52,13.6,13.73,1.25
000001.SH,20240430,57835215761357.0,44199095570426.0,5703845161343.0,4483828973286.0,1762181743690.0,0.97,2.46,13.48,13.61,1.24
000001.SH,20240429,57932217932119.0,44300793738226.0,5703874267312.0,4483377441916.0,1764622681228.0,1.11,2.82,13.38,13.41,1.26
000001.SH,20240426,57613397748159.0,43967045647020.0,5703811086156.0,4483001874515.0,1763623166467.0,0.96,2.44,13.36,13.34,1.26
000001.SH,20240425,57031144502040.0,43473395286327.0,5703692320356.0,4482991034216.0,1763941578997.0,0.64,1.61,13.19,13.2,1.25
000001.SH,20240424,56875327132733.0,43362326765135.0,5703693752062.0,4482989032686.0,1764012007019.0,0.67,1.69,13.18,13.17,1.25
000001.SH,20240423,56500725089725.0,43037753937396.0,5703604269217.0,4482891040703.0,1763132798609.0,0.71,1.81,13.08,13.09,1.24
000001.SH,20240422,56926819805399.0,43368257519829.0,5703516905359.0,4482796914287.0,1763082907104.0,0.78,1.99,13.16,13.19,1.25
000001.SH,20240419,57358626300801.0,43634872657338.0,5701797080996.0,4480280666301.0,1762662313276.0,0.82,2.08,13.21,13.26,1.26
000001.SH,20240418,57398610797311.0,43741816531529.0,5701582009320.0,4480005465793.0,1762526072257.0,0.91,2.31,13.18,13.28,1.26
000001.SH,20240417,57361378284831.0,43688788862534.0,5701388035846.0,4479687541387.0,1766559541154.0,0.9,2.29,13.17,13.27,1.26
000001.SH,20240416,56258056808290.0,42804855773844.0,5700970038697.0,4479514549449.0,1766657867920.0,0.98,2.48,12.92,13.02,1.24
000001.SH,20240415,57031376666968.0,43482110695218.0,5700864068773.0,4479449305958.0,1766445231770.0,1.01,2.55,13.12,13.19,1.26
000001.SH,20240412,56202398435238.0,42904495567857.0,5700812546958.0,4477727759844.0,1766067840500.0,0.73,1.84,12.93,12.99,1.24
000001.SH,20240411,56503540345862.0,43101645481978.0,5700705049179.0,4477180913059.0,1765965698708.0,0.74,1.89,13.0,13.06,1.24
000001.SH,20240410,56447553980780.0,42992773570831.0,5700640329450.0,4476749729135.0,1765641206850.0,0.76,1.93,12.99,13.05,1.24
000001.SH,20240409,56697128773569.0,43255725603568.0,5693932503371.0,4475754467942.0,1764649611136.0,0.73,1.85,13.07,13.13,1.25
000001.SH,20240408,56751302971530.0,43254543804859.0,5693873490646.0,4475551956328.0,1764148424162.0,0.88,2.23,13.09,13.14,1.25
000001.SH,20240403,57029864106359.0,43524880250985.0,5692873258212.0,4474710778813.0,1763694137930.0,0.79,2.01,13.15,13.21,1.26
000001.SH,20240402,57100077339017.0,43583459141686.0,5692895503330.0,4474732062147.0,1758025957503.0,0.8,2.04,13.2,13.23,1.26
000001.SH,20240401,57041078108638.0,43561216508991.0,5687104494884.0,4468938757311.0,1758065079434.0,0.82,2.09,13.17,13.21,1.26
000001.SH,20240329,56473291669607.0,43042730560363.0,5687044551338.0,4468446474169.0,1760094385430.0,0.73,1.85,12.97,13.09,1.25
000001.SH,20240328,55846356753471.0,42592988496720.0,5678949505051.0,4466011783168.0,1757772494913.0,0.77,1.96,12.75,12.93,1.24
000001.SH,20240327,55589259585402.0,42364510138091.0,5678945426134.0,4466008079286.0,1757526012480.0,0.75,1.9,12.77,12.89,1.24
000001.SH,20240326,56160539926671.0,42880462680724.0,5678521452077.0,4465875589228.0,1759981248673.0,0.75,1.91,12.91,13.03,1.25
000001.SH,20240325,56038738673084.0,42794131448936.0,5678521670883.0,4465449917862.0,1759920213351.0,0.84,2.13,12.94,13.0,1.25
000001.SH,20240322,56361548344314.0,43064923312315.0,5678341988514.0,4464974644581.0,1760140768519.0,0.86,2.18,12.99,13.07,1.26
000001.SH,20240321,56829427461269.0,43454794631463.0,5678329572928.0,4464643328555.0,1760058696825.0,0.8,2.02,13.08,13.13,1.27
000001.SH,20240320,56891955895241.0,43469541669436.0,5677910332546.0,4463572707232.0,1760013235326.0,0.76,1.92,13.11,13.15,1.27
000001.SH,20240319,56557377978898.0,43228816978390.0,5675549334534.0,4463605090389.0,1760197494971.0,0.84,2.12,13.06,13.06,1.27
000001.SH,20240318,56940676413580.0,43538632075679.0,5675549982581.0,4463570798168.0,1760049726771.0,0.89,2.26,13.14,13.15,1.27
000001.SH,20240315,56433602562910.0,43127066331381.0,5675515845875.0,4463413268771.0,1759780063627.0,0.79,2.0,13.03,13.03,1.26
000001.SH,20240314,56214289061358.0,42901890250725.0,5675382845195.0,4463344760127.0,1759949515794.0,0.8,2.02,12.96,12.98,1.26
000001.SH,20240313,56233685922240.0,42974162054645.0,5675386679356.0,4463344065679.0,1759943719971.0,0.8,2.02,12.97,12.97,1.26
000001.SH,20240312,56452861554236.0,43150018885362.0,5674981186600.0,4463182767739.0,1759783204129.0,0.91,2.3,13.02,13.04,1.26
000001.SH,20240311,56909722371496.0,43329827604068.0,5674968835098.0,4463139024989.0,1759894914649.0,0.79,2.0,13.13,13.15,1.27
000001.SH,20240308,56665152321216.0,43011496373794.0,5674118952289.0,4462121973679.0,1760463005533.0,0.69,1.76,13.07,13.1,1.27
000001.SH,20240307,56197710780174.0,42767308642899.0,5674094664145.0,4461842630558.0,1760392533735.0,0.82,2.08,12.97,12.99,1.26
000001.SH,20240306,56329513147897.0,42913745114433.0,5674053536189.0,4461916098729.0,1758098418062.0,0.74,1.89,13.0,13.02,1.26
000001.SH,20240305,56487227647503.0,43039342983281.0,5674047453949.0,4461916098729.0,1758039020362.0,0.84,2.13,13.04,13.06,1.27
000001.SH,20240304,56247984720808.0,42881368813747.0,5674160577586.0,4461818189366.0,1763202986417.0,0.85,2.14,12.98,13.01,1.26
000001.SH,20240301,55938731346353.0,42689206974218.0,5674101519550.0,4461210415026.0,1763164894856.0,0.83,2.09,12.91,12.94,1.25
000001.SH,20240229,55753037254626.0,42508133558072.0,5673943404973.0,4459811918767.0,1757601985000.0,0.89,2.27,12.87,12.9,1.25
000001.SH,20240228,54799071782108.0,41727496782260.0,5674187260743.0,4459757291815.0,1757962310995.0,1.18,3.0,12.65,12.67,1.23
000001.SH,20240227,55791108807904.0,42495385711573.0,5674195279248.0,4459756019027.0,1758219713714.0,0.81,2.05,12.88,12.9,1.25
000001.SH,20240226,55123547710280.0,41976227275949.0,5674185157455.0,4458645851801.0,1758263155042.0,0.89,2.24,12.72,12.74,1.24
000001.SH,20240223,55730364696170.0,42390373482638.0,5674004950634.0,4457463959245.0,1757733028050.0,0.82,2.09,12.86,12.86,1.25
000001.SH,20240222,55512976936493.0,42159756202932.0,5674002814251.0,4457042975353.0,1757704802013.0,0.77,1.96,12.81,12.81,1.24
000001.SH,20240221,54823349421331.0,41629137047196.0,5673896991780.0,4457012246338.0,1755286824703.0,0.97,2.46,12.65,12.66,1.23
000001.SH,20240220,54338090578958.0,41220099741379.0,5673949490092.0,4456866639699.0,1755118752626.0,0.76,1.94,12.54,12.54,1.22
000001.SH,20240219,54078352787129.0,41031394235248.0,5673964969502.0,4456422328297.0,1755132340506.0,1.0,2.55,12.48,12.49,1.21
000001.SH,20240208,53103673711566.0,40371543130041.0,5673609041443.0,4455453881526.0,1755183549146.0,1.16,2.95,12.26,12.26,1.19
000001.SH,20240207,52570384182192.0,39896996178007.0,5673210284695.0,4455016757961.0,1754966843346.0,1.2,3.05,12.14,12.14,1.18
000001.SH,20240206,51994508615581.0,39333799081875.0,5673206571690.0,4455008654391.0,1754958850196.0,1.1,2.79,12.0,12.0,1.17
000001.SH,20240205,50605425780563.0,38138657594189.0,5673260172693.0,4455028985955.0,1755016417284.0,1.05,2.67,11.68,11.68,1.13
000001.SH,20240202,50892165539959.0,38454349170237.0,5673268497028.0,4453472784263.0,1754516979959.0,0.93,2.36,11.75,11.75,1.14
000001.SH,20240201,51469125898423.0,38985122008693.0,5672147093553.0,4452282550340.0,1753341110101.0,0.77,1.96,11.88,11.89,1.15
000001.SH,20240131,51800466230515.0,39220492286488.0,5668379908701.0,4451062869831.0,1752360536473.0,0.82,2.09,11.96,11.97,1.16
