macro_im_ts_code,macro_im_open,macro_im_close,macro_im_high,macro_im_low,macro_im_pre_close,macro_im_change,macro_im_pct_chg,macro_im_swing,macro_im_vol,trade_date
HSI,23748.58,23544.31,23778.24,23470.81,23827.78,-283.47,-1.19,1.29,3397746.0,20250522
HSI,23736.43,23827.78,23917.0,23697.76,23681.48,146.3,0.62,0.93,3463664.0,20250521
HSI,23398.35,23681.48,23709.04,23357.0,23332.72,348.76,1.49,1.51,3290642.0,20250520
HSI,23156.27,23332.72,23402.2,23059.89,23345.05,-12.33,-0.05,1.47,2814000.0,20250519
HSI,23249.16,23345.05,23374.7,23190.31,23453.16,-108.11,-0.46,0.79,2759492.0,20250516
HSI,23644.4,23453.16,23710.82,23371.73,23640.65,-187.49,-0.79,1.43,2887639.0,20250515
HSI,23316.45,23640.65,23640.65,23278.22,23108.27,532.38,2.3,1.57,3742902.0,20250514
HSI,23494.44,23108.27,23494.44,23070.48,23549.46,-441.19,-1.87,1.8,3475932.0,20250513
HSI,23183.81,23549.46,23685.34,22982.91,22867.74,681.72,2.98,3.07,5161387.0,20250512
HSI,22856.21,22867.74,22907.91,22692.44,22775.92,91.82,0.4,0.95,2635923.0,20250509
HSI,22589.13,22775.92,22979.29,22589.13,22691.88,84.04,0.37,1.72,2773683.0,20250508
