market_margin_trade_date,market_margin_exchange_id,market_margin_rzye,market_margin_rzmre,market_margin_rzche,market_margin_rqye,market_margin_rqmcl,market_margin_rzrqye,market_margin_rqyl
20251015,BSE,7573103728.0,614610470.0,2166415138.0,219235.0,0.0,7573322963.0,8963.0
20251015,SZSE,1188608012887.0,111069069191.0,110506529672.0,5198614446.0,39823690.0,1193806627333.0,670790855.0
20251014,SSE,1234622701292.0,150649829758.0,149654489166.0,11629291378.0,134227709.0,1246251992670.0,2440887912.0
20251014,BSE,7558541392.0,715906437.0,2299925548.0,264718.0,1600.0,7558806110.0,10630.0
20251014,SZSE,1188052227849.0,138711284931.0,137394219156.0,5064486506.0,43862857.0,1193116714355.0,662925867.0
20251013,SSE,1233642293902.0,134022488816.0,131046598282.0,11407824528.0,130089481.0,1245050118430.0,2364108041.0
20251013,BSE,7510166602.0,692620663.0,2277131893.0,219074.0,0.0,7510385676.0,9030.0
20251013,SZSE,1186746276578.0,128068383802.0,128812498677.0,5063103197.0,36343412.0,1191809379775.0,642011754.0
20251010,SSE,1230684574757.0,140605766584.0,143179622682.0,11074528136.0,89634482.0,1241759102893.0,2299952545.0
20251010,BSE,7473086185.0,609811470.0,2147791839.0,216838.0,67.0,7473303023.0,9030.0
20251010,SZSE,1187501076325.0,145654404215.0,146567998314.0,5042781140.0,27053131.0,1192543857465.0,676621621.0
20251009,SSE,1233249540315.0,168897082776.0,144197886673.0,11162566260.0,82526165.0,1244412106575.0,2286120868.0
20251009,BSE,7513313911.0,724619717.0,2321785741.0,222820.0,0.0,7513536731.0,8963.0
20251009,SZSE,1188431792913.0,173315245660.0,147207141223.0,5189656972.0,30885793.0,1193621449885.0,679137391.0
20250930,SSE,1208617882705.0,127617393608.0,142348769926.0,10775404475.0,40489847.0,1219393287180.0,2270046045.0
20250930,BSE,7417611461.0,544787722.0,2104609517.0,288973.0,544.0,7417900434.0,11449.0
20250930,SZSE,1162354235598.0,131697853810.0,150850828883.0,4992157118.0,12692400.0,1167346392716.0,667612388.0
20250929,BSE,7623443588.0,557403549.0,2125133800.0,270444.0,1942.0,7623714032.0,10905.0
20250929,SSE,1223395169661.0,130914023001.0,126345291357.0,11103698547.0,69313500.0,1234498868208.0,2351848454.0
20250929,SZSE,1181431789919.0,133956716837.0,134047538162.0,5200572947.0,27706830.0,1186632362866.0,705616490.0
20250926,SSE,1218854850267.0,116021703286.0,127288517606.0,11207460760.0,42634825.0,1230062311027.0,2376037109.0
20250926,BSE,7657318733.0,600846274.0,2126954516.0,262346.0,0.0,7657581079.0,11635.0
20250926,SZSE,1181543513690.0,128629746540.0,136649642633.0,5194346330.0,22594670.0,1186737860020.0,707484274.0
20250925,SSE,1230143924167.0,134055850477.0,127375751520.0,11614380252.0,47360786.0,1241758304419.0,2424763025.0
20250925,BSE,7759643884.0,683389110.0,2227652856.0,259431.0,2000.0,7759903315.0,11635.0
20250925,SZSE,1189507289110.0,153542042775.0,146967745938.0,5340994686.0,20772064.0,1194848283796.0,706423443.0
20250924,SSE,1223547870961.0,138192656692.0,131190332660.0,11643858035.0,62928584.0,1235191728996.0,2420303329.0
20250924,BSE,7750723050.0,702622239.0,2270199961.0,269149.0,0.0,7750992199.0,11634.0
20250924,SZSE,1182824219536.0,147862323027.0,140665653759.0,5338540489.0,25598070.0,1188162760025.0,706362351.0
20250923,SSE,1216573602443.0,129816185154.0,131545099613.0,11451646974.0,85951061.0,1228025249417.0,2411682237.0
20250923,SZSE,1175677355700.0,147285935937.0,146278626455.0,5294400960.0,37709244.0,1180971756660.0,707890309.0
20250923,BSE,7790150567.0,719396044.0,2250896017.0,839328.0,13169.0,7790989895.0,59131.0
20250922,BSE,7809343516.0,657529537.0,2163581112.0,434679.0,8963.0,7809778195.0,46418.0
20250922,SSE,1218337102598.0,129250320135.0,118541500884.0,11363249668.0,49384490.0,1229700352266.0,2386292541.0
20250922,SZSE,1174696727720.0,126531830420.0,118025366414.0,5325437395.0,21148945.0,1180022165115.0,701689083.0
20250919,SSE,1207639982663.0,124577227517.0,126146044385.0,11313305187.0,57708592.0,1218953287850.0,2398201730.0
20250919,BSE,7761263124.0,774562979.0,2292976230.0,504368.0,38037.0,7761767492.0,46568.0
20250919,SZSE,1166208694207.0,133211026893.0,135739188663.0,5261120961.0,25196734.0,1171469815168.0,711364110.0
20250918,SSE,1209224986941.0,179844070489.0,180322651301.0,11453319865.0,67648579.0,1220678306806.0,2414932275.0
20250918,BSE,7773798178.0,1035958021.0,2644955536.0,388238.0,4400.0,7774186416.0,12931.0
20250918,SZSE,1168760821555.0,191794733711.0,193893799578.0,5252071244.0,32707268.0,1174012892799.0,712357794.0
20250917,SSE,1209726836235.0,131278891480.0,127369253300.0,11672528879.0,55364025.0,1221399365114.0,2434622005.0
20250917,BSE,7908676987.0,946740111.0,2559889533.0,426923.0,3000.0,7909103910.0,12830.0
20250917,SZSE,1170886231176.0,151493057554.0,142702632897.0,5249047766.0,19717110.0,1176135278942.0,707607381.0
20250916,SSE,1205855997868.0,136661848267.0,124444973748.0,11587827777.0,59587162.0,1217443825645.0,2436750664.0
20250916,BSE,7843553453.0,874513695.0,2485960700.0,455138.0,26585.0,7844008591.0,36915.0
20250916,SZSE,1162111678866.0,147560347040.0,137203832414.0,5252449509.0,18341849.0,1167364128375.0,712891115.0
20250915,SSE,1193651838103.0,126074002488.0,116393054038.0,11514261220.0,53650111.0,1205166099323.0,2422148337.0
20250915,BSE,7872309330.0,855038166.0,2512744255.0,651452.0,5494.0,7872960782.0,25793.0
20250915,SZSE,1151775828724.0,138509399462.0,129800933779.0,5184129264.0,26481310.0,1156959957988.0,718508702.0
20250912,SSE,1183985455849.0,143019562670.0,135462407780.0,11447903131.0,66256344.0,1195433358980.0,2416507947.0
20250912,BSE,7865765200.0,1059745593.0,2738263691.0,645454.0,6584.0,7866410654.0,21200.0
20250912,SZSE,1143112251645.0,152808453731.0,149149994425.0,5158466178.0,19898180.0,1148270717823.0,710131732.0
20250911,SSE,1176441846643.0,135731678646.0,132625525227.0,11523946846.0,78734425.0,1187965793489.0,2409019837.0
20250911,BSE,7765595138.0,1006560209.0,2620708279.0,648971.0,785.0,7766244109.0,19468.0
20250911,SZSE,1139474307484.0,156988777479.0,145712243995.0,5218642650.0,39907882.0,1144692950134.0,715086164.0
20250910,SSE,1173348380718.0,103660698840.0,101339657260.0,11323946475.0,103361137.0,1184672327193.0,2417086024.0
20250910,BSE,7694014801.0,795693332.0,2378914495.0,855821.0,8944.0,7694870622.0,27399.0
20250910,SZSE,1128226257663.0,117930659694.0,114647366076.0,4999290078.0,14910328.0,1133225547741.0,698660839.0
